Dep,Nom Ville,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre d agents cynophiles,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année
nan,SAINT JEAN DE BRAYE,10,2,0,3,3,45,45SAINT JEAN DE BRAYE,45284,2016
nan,SAINT JEAN DE LA RUELLE,10,0,0,0,0,45,45SAINT JEAN DE LA RUELLE,45285,2016
nan,SAINT PRYVE SAINT MESMIN,2,0,0,0,0,45,45SAINT PRYVE SAINT MESMIN,45298,2016
nan,SANDILLON,1,0,0,0,0,45,45SANDILLON,45300,2016
nan,SARAN,8,0,0,0,0,45,45SARAN,45302,2016
nan,SEMOY,1,0,0,0,0,45,45SEMOY,45308,2016
nan,SERMAISES,0,0,1,0,0,45,45SERMAISES,45310,2016
nan,SULLY SUR LOIRE,5,0,0,0,0,45,45SULLY SUR LOIRE,45315,2016
nan,TAVERS,0,0,1,0,0,45,45TAVERS,45317,2016
nan,TIGY,0,0,1,0,0,45,45TIGY,45324,2016
nan,TRAINOU,0,0,1,0,0,45,45TRAINOU,45327,2016
nan,VARENNES CHANGY,0,0,1,0,0,45,45VARENNES CHANGY,45332,2016
nan,VILLEMANDEUR,2,0,0,0,0,45,45VILLEMANDEUR,45338,2016
nan,VITRY AUX LOGES,0,0,1,0,0,45,45VITRY AUX LOGES,45346,2016
Lot (46),CAHORS,7,5,0,0,0,46,46CAHORS,46042,2016
Cahors,CATUS,0,3,0,0,0,46,46CATUS,46064,2016
nan,FIGEAC,3,3,0,0,0,46,46FIGEAC,46102,2016
nan,GRAMAT,0,0,1,0,0,46,46GRAMAT,46128,2016
nan,GOURDON,2,0,0,0,0,46,46GOURDON,46127,2016
nan,MARTEL,0,2,0,0,0,46,46MARTEL,46185,2016
nan,PRAYSSAC,1,0,0,0,0,46,46PRAYSSAC,46225,2016
nan,ROCAMADOUR,0,3,0,0,0,46,46ROCAMADOUR,46240,2016
nan,SAINT CERE,3,0,0,0,0,46,46SAINT CERE,46251,2016
nan,SAINT CIRQ LAPOPIE,0,2,0,0,0,46,46SAINT CIRQ LAPOPIE,46256,2016
nan,SOUILLAC,2,1,0,0,0,46,46SOUILLAC,46309,2016
Lot-et-Garonne (47),AGEN,23,4,0,2,2,47,47AGEN,47001,2016
nan,AIGUILLON,1,0,0,0,0,47,47AIGUILLON,47004,2016
nan,BIAS,1,0,1,0,0,47,47BIAS,47027,2016
nan,BOE,2,0,0,0,0,47,47BOE,47031,2016
nan,BON ENCONTRE,2,0,0,0,0,47,47BON ENCONTRE,47032,2016
nan,CASTELCULIER,1,0,0,0,0,47,47CASTELCULIER,47051,2016
nan,CASTELJALOUX,2,0,0,0,0,47,47CASTELJALOUX,47052,2016
nan,FUMEL,2,0,0,0,0,47,47FUMEL,47106,2016
nan,LAFOX,1,0,0,0,0,47,47LAFOX,47128,2016
nan,LAVARDAC,0,1,0,0,0,47,47LAVARDAC,47143,2016
nan,MARMANDE,10,2,0,0,0,47,47MARMANDE,47157,2016
nan,MIRAMONT DE GUYENNE,1,0,0,0,0,47,47MIRAMONT DE GUYENNE,47168,2016
nan,NERAC,2,1,1,0,0,47,47NERAC,47195,2016
nan,PUJOLS,1,0,0,0,0,47,47PUJOLS,47215,2016
nan,SAINTE LIVRADE SUR LOT,1,4,0,0,0,47,47SAINTE LIVRADE SUR LOT,47252,2016
nan,TONNEINS,5,0,0,0,0,47,47TONNEINS,47310,2016
nan,VILLENEUVE SUR LOT,10,5,0,0,0,47,47VILLENEUVE SUR LOT,47323,2016
Mende,LANGOGNE,2,0,0,0,0,48,48LANGOGNE,48080,2016
nan,MARVEJOLS,2,0,0,0,0,48,48MARVEJOLS,48092,2016
nan,MENDE,4,2,0,0,0,48,48MENDE,48095,2016
nan,SAINT CHELY D APCHER,2,2,0,0,0,48,48SAINT CHELY D APCHER,48140,2016
Maine-et-Loire (49),ANGERS,55,33,0,0,0,49,49ANGERS,49007,2016
Angers,AVRILLE,6,0,0,0,0,49,49AVRILLE,49015,2016
nan,BEAUPREAU EN MAUGES,1,0,1,0,0,49,49BEAUPREAU EN MAUGES,49023,2016
nan,BELLEVIGNE EN LAYON,0,0,3,0,0,49,49BELLEVIGNE EN LAYON,49345,2016
nan,BOUCHEMAINE,0,2,0,0,0,49,49BOUCHEMAINE,49035,2016
nan,CHEMILLE EN ANJOU,3,0,0,0,0,49,49CHEMILLE EN ANJOU,49092,2016
nan,CHOLET,14,4,0,1,1,49,49CHOLET,49099,2016
nan,DOUE EN ANJOU,1,1,0,0,0,49,49DOUE EN ANJOU,49125,2016
nan,ECOUFLANT,1,0,0,0,0,49,49ECOUFLANT,49129,2016
nan,HAUTS D ANJOU,0,0,1,0,0,49,49HAUTS D ANJOU,49080,2016
nan,LEZIGNE,0,0,2,0,0,49,49LEZIGNE,49174,2016
nan,LONGUE JUMELLES,1,0,0,0,0,49,49LONGUE JUMELLES,49180,2016
nan,MAY SUR EVRE,1,0,0,0,0,49,49MAY SUR EVRE,49193,2016
nan,ROSIERS SUR LOIRE,0,1,0,0,0,49,49ROSIERS SUR LOIRE,49261,2016
nan,MONTREUIL BELLAY,1,0,0,0,0,49,49MONTREUIL BELLAY,49215,2016
nan,MONTREUIL JUIGNE,3,0,0,0,0,49,49MONTREUIL JUIGNE,49214,2016
nan,MURS ERIGNE,0,0,1,0,0,49,49MURS ERIGNE,49223,2016
nan,PONTS DE CE,3,1,0,0,0,49,49PONTS DE CE,49246,2016
nan,SAINT BARTHELEMY D ANJOU,3,1,0,0,0,49,49SAINT BARTHELEMY D ANJOU,49267,2016
nan,SAINT GEORGES SUR LOIRE,1,0,0,0,0,49,49SAINT GEORGES SUR LOIRE,49283,2016
nan,SAUMUR,8,3,0,0,0,49,49SAUMUR,49328,2016
nan,SEGRE EN ANJOU BLEU,2,0,0,0,0,49,49SEGRE EN ANJOU BLEU,49331,2016
nan,TIERCE,0,1,0,0,0,49,49TIERCE,49347,2016
nan,VARENNES SUR LOIRE,0,0,1,0,0,49,49VARENNES SUR LOIRE,49361,2016
nan,VERRIERES EN ANJOU,0,1,0,0,0,49,49VERRIERES EN ANJOU,49323,2016
nan,YZERNAY,0,0,1,0,0,49,49YZERNAY,49381,2016
Manche (50),SAINT GERMAIN SUR AY,0,0,1,0,0,50,50SAINT GERMAIN SUR AY,50481,2016
Saint Lô,CONDE SUR VIRE,1,1,0,0,0,50,50CONDE SUR VIRE,50139,2016
nan,DONVILLE LES BAINS,1,1,0,0,0,50,50DONVILLE LES BAINS,50165,2016
nan,BRICQUEVILLE SUR MER,0,0,1,0,0,50,50BRICQUEVILLE SUR MER,50085,2016
nan,LESSAY,0,0,1,0,0,50,50LESSAY,50267,2016
nan,VALOGNES,3,0,0,0,0,50,50VALOGNES,50615,2016
nan,PONTORSON,1,0,0,0,0,50,50PONTORSON,50410,2016
nan,MONT SAINT MICHEL,3,1,0,0,0,50,50MONT SAINT MICHEL,50353,2016
nan,SAINTE MERE EGLISE,1,0,0,0,0,50,50SAINTE MERE EGLISE,50523,2016
nan,MONTEBOURG,1,0,0,0,0,50,50MONTEBOURG,50341,2016
nan,AGON COUTAINVILLE,0,0,1,0,0,50,50AGON COUTAINVILLE,50003,2016
nan,GRANVILLE,4,3,0,0,0,50,50GRANVILLE,50218,2016
nan,MARIGNY LE LOZON,0,0,1,0,0,50,50MARIGNY LE LOZON,50292,2016
nan,NEGREVILLE,0,0,1,0,0,50,50NEGREVILLE,50369,2016
nan,BARNEVILLE CARTERET,0,0,2,0,0,50,50BARNEVILLE CARTERET,50031,2016
nan,COUTANCES,0,2,0,0,0,50,50COUTANCES,50147,2016
nan,CERENCES,0,0,1,0,0,50,50CERENCES,50109,2016
nan,HAYE PESNEL,0,0,1,0,0,50,50HAYE PESNEL,50237,2016
nan,SAINT JAMES,1,0,0,0,0,50,50SAINT JAMES,50487,2016
nan,SAINT HILAIRE DU HARCOUET,2,1,0,0,0,50,50SAINT HILAIRE DU HARCOUET,50484,2016
nan,RAUVILLE LA BIGOT,0,1,1,0,0,50,50RAUVILLE LA BIGOT,50425,2016
nan,AVRANCHES,4,1,0,0,0,50,50AVRANCHES,50025,2016
nan,CHERBOURG OCTEVILLE,8,2,0,0,0,50,50CHERBOURG OCTEVILLE,50129,2016
nan,PICAUVILLE,1,0,0,0,0,50,50PICAUVILLE,50400,2016
nan,SAINT PAIR SUR MER,2,1,0,0,0,50,50SAINT PAIR SUR MER,50532,2016
nan,SAINT LO,3,1,0,0,0,50,50SAINT LO,50502,2016
nan,BRICQUEBEC,1,0,0,0,0,50,50BRICQUEBEC,50082,2016
nan,CARENTAN,5,0,0,0,0,50,50CARENTAN,50099,2016
nan,HAYE DU PUITS,1,0,0,0,0,50,50HAYE DU PUITS,50236,2016
nan,VILLEDIEU LES POELES,1,1,0,0,0,50,50VILLEDIEU LES POELES,50639,2016
nan,BREHAL,1,0,1,0,0,50,50BREHAL,50076,2016
Marne (51),AMBONNAY,0,0,1,0,0,51,51AMBONNAY,51007,2016
Châlons-en-Champagne,AVIZE,0,0,0,0,0,51,51AVIZE,51029,2016
nan,AY,2,0,0,0,0,51,51AY,51030,2016
nan,BETHENY,2,1,0,0,0,51,51BETHENY,51055,2016
nan,CHALONS EN CHAMPAGNE,16,7,0,0,0,51,51CHALONS EN CHAMPAGNE,51108,2016
nan,COMPERTRIX,0,0,0,0,0,51,51COMPERTRIX,51160,2016
nan,CORMONTREUIL,1,0,0,0,0,51,51CORMONTREUIL,51172,2016
nan,DORMANS,0,1,0,0,0,51,51DORMANS,51217,2016
nan,EPERNAY,12,5,0,0,0,51,51EPERNAY,51230,2016
nan,FISMES,2,0,0,0,0,51,51FISMES,51250,2016
nan,FRIGNICOURT,0,0,1,0,0,51,51FRIGNICOURT,51262,2016
nan,JUVIGNY,0,0,0,0,0,51,51JUVIGNY,51312,2016
nan,PIERRY,0,0,0,0,0,51,51PIERRY,51431,2016
nan,REIMS,92,16,0,0,0,51,51REIMS,51454,2016
nan,SAINTE MENEHOULD,0,0,1,0,0,51,51SAINTE MENEHOULD,51507,2016
nan,SEZANNE,0,1,0,0,0,51,51SEZANNE,51535,2016
nan,SUIPPES,1,0,0,0,0,51,51SUIPPES,51559,2016
nan,TINQUEUX,0,2,0,0,0,51,51TINQUEUX,51573,2016
nan,VITRY LE FRANCOIS,7,1,0,0,0,51,51VITRY LE FRANCOIS,51649,2016
-52,LANGRES,2,1,1,0,0,52,52LANGRES,52269,2016
Chaumont,JOINVILLE,1,0,0,0,0,52,52JOINVILLE,52250,2016
nan,NOGENT,1,0,0,0,0,52,52NOGENT,52353,2016
nan,BOURBONNE LES BAINS,2,0,0,0,0,52,52BOURBONNE LES BAINS,52060,2016
Mayenne (53),BONCHAMP LES LAVAL,0,0,1,0,0,53,53BONCHAMP LES LAVAL,53034,2016
Laval,CHANGE,1,0,0,0,0,53,53CHANGE,53054,2016
nan,CHATEAU GONTIER,3,0,0,0,0,53,53CHATEAU GONTIER,53062,2016
nan,CRAON,0,1,0,0,0,53,53CRAON,53084,2016
nan,ERNEE,2,0,0,0,0,53,53ERNEE,53096,2016
nan,EVRON,2,0,0,0,0,53,53EVRON,53097,2016
nan,LAVAL,7,5,0,0,0,53,53LAVAL,53130,2016
nan,MAYENNE,0,2,0,0,0,53,53MAYENNE,53147,2016
nan,SAINT BERTHEVIN,1,0,0,0,0,53,53SAINT BERTHEVIN,53201,2016
Meurthe-et-Moselle (54),AUBOUE,1,0,0,0,0,54,54AUBOUE,54028,2016
Nancy,BACCARAT,3,0,0,0,0,54,54BACCARAT,54039,2016
nan,BAYON,1,1,0,0,0,54,54BAYON,54054,2016
nan,BLAINVILLE SUR L EAU,0,2,0,0,0,54,54BLAINVILLE SUR L EAU,54076,2016
nan,BRIEY,2,1,0,0,0,54,54BRIEY,54099,2016
nan,CIREY SUR VEZOUZE,1,0,0,0,0,54,54CIREY SUR VEZOUZE,54129,2016
nan,CHAMPIGNEULLES,4,1,1,0,0,54,54CHAMPIGNEULLES,54115,2016
nan,CUSTINES,0,1,0,0,0,54,54CUSTINES,54150,2016
nan,DIEULOUARD,0,1,0,0,0,54,54DIEULOUARD,54157,2016
nan,ECROUVES,1,0,0,0,0,54,54ECROUVES,54174,2016
nan,ESSEY LES NANCY,2,0,0,0,0,54,54ESSEY LES NANCY,54184,2016
nan,FLEVILLE DEVANT NANCY,1,0,0,0,0,54,54FLEVILLE DEVANT NANCY,54197,2016
nan,FOUG,1,0,0,0,0,54,54FOUG,54205,2016
nan,FROUARD,3,0,0,0,0,54,54FROUARD,54215,2016
nan,GONDREVILLE,1,1,0,0,0,54,54GONDREVILLE,54232,2016
nan,GORCY,1,0,0,0,0,54,54GORCY,54234,2016
nan,HEILLECOURT,0,1,0,0,0,54,54HEILLECOURT,54257,2016
nan,HERSERANGE,2,0,0,0,0,54,54HERSERANGE,54261,2016
nan,HOUDEMONT,1,0,0,0,0,54,54HOUDEMONT,54265,2016
nan,JARVILLE LA MALGRANGE,2,0,0,0,0,54,54JARVILLE LA MALGRANGE,54274,2016
nan,JOEUF,1,1,0,0,0,54,54JOEUF,54280,2016
nan,LANEUVEVILLE DEVANT NANCY,2,0,0,0,0,54,54LANEUVEVILLE DEVANT NANCY,54300,2016
nan,LAXOU,4,1,0,0,0,54,54LAXOU,54304,2016
nan,LIVERDUN,1,0,0,0,0,54,54LIVERDUN,54318,2016
nan,LONGUYON,0,1,0,0,0,54,54LONGUYON,54322,2016
nan,LONGWY,3,4,0,0,0,54,54LONGWY,54323,2016
nan,LUDRES,3,0,0,0,0,54,54LUDRES,54328,2016
nan,LUNEVILLE,5,0,0,0,0,54,54LUNEVILLE,54329,2016
nan,MALZEVILLE,1,1,0,0,0,54,54MALZEVILLE,54339,2016
nan,MAXEVILLE,4,0,0,0,0,54,54MAXEVILLE,54357,2016
nan,NANCY,62,13,0,0,0,54,54NANCY,54395,2016
nan,NEUVES MAISONS,1,0,0,0,0,54,54NEUVES MAISONS,54397,2016
nan,PAGNY SUR MOSELLE,1,0,0,0,0,54,54PAGNY SUR MOSELLE,54415,2016
nan,POMPEY,2,0,0,0,0,54,54POMPEY,54430,2016
nan,PONT A MOUSSON,3,1,2,0,0,54,54PONT A MOUSSON,54431,2016
nan,PONT SAINT VINCENT,1,1,0,0,0,54,54PONT SAINT VINCENT,54432,2016
nan,PULNOY,2,0,0,0,0,54,54PULNOY,54439,2016
nan,SAINT MAX,4,0,0,0,0,54,54SAINT MAX,54482,2016
nan,SAINT NICOLAS DE PORT,1,3,0,0,0,54,54SAINT NICOLAS DE PORT,54483,2016
nan,SEICHAMPS,2,0,0,0,0,54,54SEICHAMPS,54498,2016
nan,TOUL,6,0,0,0,0,54,54TOUL,54528,2016
nan,VANDOEUVRE LES NANCY,12,0,0,0,0,54,54VANDOEUVRE LES NANCY,54547,2016
nan,VARANGEVILLE,1,0,0,0,0,54,54VARANGEVILLE,54549,2016
nan,VILLERS LES NANCY,1,0,0,0,0,54,54VILLERS LES NANCY,54578,2016
nan,VILLERUPT,0,1,0,0,0,54,54VILLERUPT,54580,2016
Meuse (55),BAR LE DUC,5,1,0,0,0,55,55BAR LE DUC,55029,2016
Bar-le-Duc,ETAIN,1,1,1,0,0,55,55ETAIN,55181,2016
nan,FAINS VEEL,1,0,0,0,0,55,55FAINS VEEL,55186,2016
nan,LIGNY EN BARROIS,1,1,1,0,0,55,55LIGNY EN BARROIS,55291,2016
nan,REVIGNY SUR ORNAIN,1,0,0,0,0,55,55REVIGNY SUR ORNAIN,55427,2016
nan,SAINT MIHIEL,2,0,0,0,0,55,55SAINT MIHIEL,55463,2016
nan,VERDUN,7,3,0,0,0,55,55VERDUN,55545,2016
Morbihan (56),ARRADON,2,0,0,0,0,56,56ARRADON,56003,2016
Vannes,ARZON,3,2,0,0,0,56,56ARZON,56005,2016
nan,AUGAN,0,0,1,0,0,56,56AUGAN,56006,2016
nan,AURAY,6,0,0,0,0,56,56AURAY,56007,2016
nan,BADEN,1,0,0,0,0,56,56BADEN,56008,2016
nan,BAUD,1,1,0,0,0,56,56BAUD,56010,2016
nan,BELZ,1,0,0,0,0,56,56BELZ,56013,2016
nan,BRECH,1,0,0,0,0,56,56BRECH,56023,2016
nan,CARNAC,5,6,0,0,0,56,56CARNAC,56034,2016
nan,CAUDAN,1,0,0,0,0,56,56CAUDAN,56036,2016
nan,CLEGUEREC,1,1,0,0,0,56,56CLEGUEREC,56041,2016
nan,CRACH,1,0,0,0,0,56,56CRACH,56046,2016
nan,DAMGAN,1,1,0,0,0,56,56DAMGAN,56052,2016
nan,ELVEN,1,0,0,0,0,56,56ELVEN,56053,2016
nan,ETEL,1,2,0,0,0,56,56ETEL,56055,2016
nan,FAOUET,0,1,0,0,0,56,56FAOUET,56057,2016
nan,GACILLY,1,0,0,0,0,56,56GACILLY,56061,2016
nan,GAVRES,0,1,0,0,0,56,56GAVRES,56062,2016
nan,GOURIN,1,0,0,0,0,56,56GOURIN,56066,2016
nan,GROIX,1,0,0,0,0,56,56GROIX,56069,2016
nan,GUER,1,0,0,0,0,56,56GUER,56075,2016
nan,GUIDEL,2,1,0,0,0,56,56GUIDEL,56078,2016
nan,HENNEBONT,2,2,0,0,0,56,56HENNEBONT,56083,2016
nan,ILE AUX MOINES,1,0,0,0,0,56,56ILE AUX MOINES,56087,2016
nan,INZINZAC LOCHRIST,1,0,0,0,0,56,56INZINZAC LOCHRIST,56090,2016
nan,JOSSELIN,1,1,0,0,0,56,56JOSSELIN,56091,2016
nan,LANDAUL,0,1,0,0,0,56,56LANDAUL,56096,2016
nan,LANESTER,2,0,0,0,0,56,56LANESTER,56098,2016
nan,LANGUIDIC,1,1,0,0,0,56,56LANGUIDIC,56101,2016
nan,LARMOR BADEN,1,1,0,0,0,56,56LARMOR BADEN,56106,2016
nan,LARMOR PLAGE,2,2,0,0,0,56,56LARMOR PLAGE,56107,2016
nan,LOCMARIAQUER,1,1,0,0,0,56,56LOCMARIAQUER,56116,2016
nan,LOCMINE,1,0,0,0,0,56,56LOCMINE,56117,2016
nan,LOCMIQUELIC,0,1,0,0,0,56,56LOCMIQUELIC,56118,2016
nan,LORIENT,10,1,0,0,0,56,56LORIENT,56121,2016
nan,MALESTROIT,2,0,0,0,0,56,56MALESTROIT,56124,2016
nan,MAURON,1,0,0,0,0,56,56MAURON,56127,2016
nan,MOREAC,1,0,0,0,0,56,56MOREAC,56140,2016
nan,MUZILLAC,2,1,0,0,0,56,56MUZILLAC,56143,2016
nan,NIVILLAC,1,0,0,0,0,56,56NIVILLAC,56147,2016
nan,NOYAL PONTIVY,1,0,0,0,0,56,56NOYAL PONTIVY,56151,2016
nan,PALAIS,1,0,0,0,0,56,56PALAIS,56152,2016
nan,PENESTIN,1,1,0,0,0,56,56PENESTIN,56155,2016
nan,PLEUCADEUC,1,0,0,0,0,56,56PLEUCADEUC,56159,2016
nan,PLOEMEUR,5,0,0,0,0,56,56PLOEMEUR,56162,2016
nan,PLOEREN,2,0,0,0,0,56,56PLOEREN,56164,2016
nan,PLOERMEL,5,0,0,0,0,56,56PLOERMEL,56165,2016
nan,PLOUAY,1,0,0,0,0,56,56PLOUAY,56166,2016
nan,PLOUHARNEL,1,4,0,0,0,56,56PLOUHARNEL,56168,2016
nan,PLOUHINEC,1,0,0,0,0,56,56PLOUHINEC,56169,2016
nan,PLUMERGAT,0,0,1,0,0,56,56PLUMERGAT,56175,2016
nan,PLUNERET,1,0,0,0,0,56,56PLUNERET,56176,2016
nan,PLUVIGNER,1,1,0,0,0,56,56PLUVIGNER,56177,2016
nan,PONTIVY,5,2,0,0,0,56,56PONTIVY,56178,2016
nan,PORT LOUIS,1,0,0,0,0,56,56PORT LOUIS,56181,2016
nan,QUESTEMBERT,3,0,0,0,0,56,56QUESTEMBERT,56184,2016
nan,QUEVEN,1,1,0,0,0,56,56QUEVEN,56185,2016
nan,QUIBERON,3,6,0,0,0,56,56QUIBERON,56186,2016
nan,RIANTEC,1,0,0,0,0,56,56RIANTEC,56193,2016
nan,ROCHE BERNARD,1,0,0,0,0,56,56ROCHE BERNARD,56195,2016
nan,ROCHEFORT EN TERRE,0,0,1,0,0,56,56ROCHEFORT EN TERRE,56196,2016
nan,VAL D OUST,0,0,1,0,0,56,56VAL D OUST,56197,2016
nan,SAINT AVE,2,0,0,0,0,56,56SAINT AVE,56206,2016
nan,SAINT GILDAS DE RHUYS,1,0,1,0,0,56,56SAINT GILDAS DE RHUYS,56214,2016
nan,SAINT GUYOMARD,1,0,1,0,0,56,56SAINT GUYOMARD,56219,2016
nan,SAINT PHILIBERT,1,1,0,0,0,56,56SAINT PHILIBERT,56233,2016
nan,SAINT PIERRE QUIBERON,1,0,0,0,0,56,56SAINT PIERRE QUIBERON,56234,2016
nan,SARZEAU,3,1,0,0,0,56,56SARZEAU,56240,2016
nan,SENE,2,1,0,0,0,56,56SENE,56243,2016
nan,SERENT,1,0,0,0,0,56,56SERENT,56244,2016
nan,TRINITE SUR MER,1,4,0,0,0,56,56TRINITE SUR MER,56258,2016
nan,VANNES,14,6,0,0,0,56,56VANNES,56260,2016
nan,BONO,0,0,1,0,0,56,56BONO,56262,2016
nan,SAINTE ANNE D AURAY,1,0,0,0,0,56,56SAINTE ANNE D AURAY,56263,2016
Moselle (57),AMNEVILLE,10,0,0,0,0,57,57AMNEVILLE,57019,2016
Metz,ARS SUR MOSELLE,1,0,0,0,0,57,57ARS SUR MOSELLE,57032,2016
nan,CHATEL SAINT GERMAIN,1,0,0,0,0,57,57CHATEL SAINT GERMAIN,57134,2016
nan,ENNERY,6,0,0,0,0,57,57ENNERY,57193,2016
nan,HAGONDANGE,3,2,0,0,0,57,57HAGONDANGE,57283,2016
nan,MAIZIERES LES METZ,8,3,0,0,0,57,57MAIZIERES LES METZ,57433,2016
nan,MARANGE SILVANGE,3,2,0,0,0,57,57MARANGE SILVANGE,57443,2016
nan,MARLY,5,0,0,0,0,57,57MARLY,57447,2016
nan,METZ,85,17,8,0,0,57,57METZ,57463,2016
nan,MONTIGNY LES METZ,10,3,0,0,0,57,57MONTIGNY LES METZ,57480,2016
nan,MOULINS LES METZ,1,0,0,0,0,57,57MOULINS LES METZ,57487,2016
nan,ROMBAS,4,2,0,0,0,57,57ROMBAS,57591,2016
nan,SAINT JULIEN LES METZ,2,1,0,0,0,57,57SAINT JULIEN LES METZ,57616,2016
nan,SCY CHAZELLES,1,0,0,0,0,57,57SCY CHAZELLES,57642,2016
nan,TALANGE,4,2,0,0,0,57,57TALANGE,57663,2016
nan,WOIPPY,19,0,2,0,0,57,57WOIPPY,57751,2016
nan,BEHREN LES FORBACH,3,0,0,0,0,57,57BEHREN LES FORBACH,57058,2016
nan,BOUZONVILLE,2,0,0,0,0,57,57BOUZONVILLE,57106,2016
nan,CARLING,1,0,0,0,0,57,57CARLING,57123,2016
nan,CREHANGE,1,1,0,0,0,57,57CREHANGE,57159,2016
nan,FAULQUEMONT,1,2,0,0,0,57,57FAULQUEMONT,57209,2016
nan,FOLSCHVILLER,3,1,0,0,0,57,57FOLSCHVILLER,57224,2016
nan,FORBACH,10,2,0,0,0,57,57FORBACH,57227,2016
nan,FREYMING MERLEBACH,7,1,0,0,0,57,57FREYMING MERLEBACH,57240,2016
nan,LONGEVILLE LES SAINT AVOLD,1,0,0,0,0,57,57LONGEVILLE LES SAINT AVOLD,57413,2016
nan,MACHEREN,2,0,0,0,0,57,57MACHEREN,57428,2016
nan,MORHANGE,2,0,0,0,0,57,57MORHANGE,57483,2016
nan,PETITE ROSSELLE,1,1,0,0,0,57,57PETITE ROSSELLE,57537,2016
nan,SAINT AVOLD,10,0,1,0,0,57,57SAINT AVOLD,57606,2016
nan,STIRING WENDEL,2,2,0,0,0,57,57STIRING WENDEL,57660,2016
nan,VALMONT,2,0,0,0,0,57,57VALMONT,57690,2016
nan,CHATEAU SALINS,1,0,0,0,0,57,57CHATEAU SALINS,57132,2016
nan,DIEUZE,1,0,0,0,0,57,57DIEUZE,57177,2016
nan,SARREBOURG,1,1,0,0,0,57,57SARREBOURG,57630,2016
nan,BITCHE,1,0,1,0,0,57,57BITCHE,57089,2016
nan,GROSBLIEDERSTROFF,1,0,0,0,0,57,57GROSBLIEDERSTROFF,57260,2016
nan,REMERING LES PUTTELANGE,1,0,0,0,0,57,57REMERING LES PUTTELANGE,57571,2016
nan,SARRALBE,2,0,0,0,0,57,57SARRALBE,57628,2016
nan,SARREGUEMINES,6,2,0,0,0,57,57SARREGUEMINES,57631,2016
nan,ALGRANGE,2,2,0,0,0,57,57ALGRANGE,57012,2016
nan,AUDUN LE TICHE,1,3,0,0,0,57,57AUDUN LE TICHE,57038,2016
nan,CATTENOM,1,0,0,0,0,57,57CATTENOM,57124,2016
nan,DISTROFF,1,0,0,0,0,57,57DISTROFF,57179,2016
nan,FAMECK,3,0,0,0,0,57,57FAMECK,57206,2016
nan,FONTOY,1,0,0,0,0,57,57FONTOY,57226,2016
nan,GANDRANGE,1,0,0,0,0,57,57GANDRANGE,57242,2016
nan,GUENANGE,5,0,0,0,0,57,57GUENANGE,57269,2016
nan,HAYANGE,5,5,0,0,0,57,57HAYANGE,57306,2016
nan,HETTANGE GRANDE,1,0,0,0,0,57,57HETTANGE GRANDE,57323,2016
nan,KNUTANGE,1,0,0,0,0,57,57KNUTANGE,57368,2016
nan,MANOM,1,0,0,0,0,57,57MANOM,57441,2016
nan,OTTANGE,1,0,0,0,0,57,57OTTANGE,57529,2016
nan,SEREMANGE ERZANGE,1,0,0,0,0,57,57SEREMANGE ERZANGE,57647,2016
nan,SIERCK LES BAINS,1,0,0,0,0,57,57SIERCK LES BAINS,57650,2016
nan,TERVILLE,5,0,0,0,0,57,57TERVILLE,57666,2016
nan,THIONVILLE,25,3,0,0,0,57,57THIONVILLE,57672,2016
nan,UCKANGE,2,0,0,0,0,57,57UCKANGE,57683,2016
nan,VOLMERANGE LES MINES,1,0,0,0,0,57,57VOLMERANGE LES MINES,57731,2016
nan,YUTZ,6,2,0,0,0,57,57YUTZ,57757,2016
Nièvre (58),NEVERS,13,4,0,0,0,58,58NEVERS,58194,2016
Nevers,VARENNES VAUZELLES,2,0,0,0,0,58,58VARENNES VAUZELLES,58303,2016
nan,CHARITE SUR LOIRE,3,1,0,0,0,58,58CHARITE SUR LOIRE,58059,2016
nan,CLAMECY,2,0,0,0,0,58,58CLAMECY,58079,2016
nan,COSNE COURS SUR LOIRE,6,1,0,0,0,58,58COSNE COURS SUR LOIRE,58086,2016
nan,DECIZE,2,0,0,0,0,58,58DECIZE,58095,2016
nan,FOURCHAMBAULT,2,0,0,0,0,58,58FOURCHAMBAULT,58117,2016
nan,GARCHIZY,1,0,0,0,0,58,58GARCHIZY,58121,2016
nan,GUERIGNY,1,0,0,0,0,58,58GUERIGNY,58131,2016
nan,IMPHY,1,0,0,0,0,58,58IMPHY,58134,2016
nan,MACHINE,1,0,0,0,0,58,58MACHINE,58151,2016
nan,POUGUES LES EAUX,2,0,0,0,0,58,58POUGUES LES EAUX,58214,2016
nan,CORBIGNY,0,0,1,0,0,58,58CORBIGNY,58083,2016
nan,MARZY,0,0,1,0,0,58,58MARZY,58160,2016
nan,PREMERY,0,0,1,0,0,58,58PREMERY,58218,2016
nan,TRACY SUR LOIRE,0,0,1,0,0,58,58TRACY SUR LOIRE,58295,2016
nan,SAINT PERE,0,0,1,0,0,58,58SAINT PERE,58261,2016
nan,MAGNY COURS,0,0,1,0,0,58,58MAGNY COURS,58152,2016
nan,PARIGNY LES VAUX,0,0,1,0,0,58,58PARIGNY LES VAUX,58207,2016
Nord (59),ALLENNES LES MARAIS,1,0,0,0,0,59,59ALLENNES LES MARAIS,59005,2016
