Dep,Nom Ville,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre d agents cynophiles,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année
nan,LHERM,0,1,0,0,0,31,31LHERM,31299,2016
nan,LONGAGES,0,1,0,0,0,31,31LONGAGES,31303,2016
nan,MARQUEFAVE,0,1,0,0,0,31,31MARQUEFAVE,31320,2016
nan,MERVILLE,1,1,0,0,0,31,31MERVILLE,31341,2016
nan,MIREPOIX SUR TARN,1,0,0,0,0,31,31MIREPOIX SUR TARN,31346,2016
nan,MONDONVILLE,2,0,0,0,9,31,31MONDONVILLE,31351,2016
nan,MONTASTRUC LA CONSEILLERE,1,0,0,0,0,31,31MONTASTRUC LA CONSEILLERE,31358,2016
nan,MONTESQUIEU VOLVESTRE,2,0,0,0,0,31,31MONTESQUIEU VOLVESTRE,31375,2016
nan,MONTGISCARD,1,0,0,0,0,31,31MONTGISCARD,31381,2016
nan,MONTRABE,3,0,0,0,0,31,31MONTRABE,31389,2016
nan,MONTREJEAU,2,1,0,0,0,31,31MONTREJEAU,31390,2016
nan,MURET,12,0,0,0,0,31,31MURET,31395,2016
nan,NAILLOUX,1,0,0,0,0,31,31NAILLOUX,31396,2016
nan,PIBRAC,2,0,0,0,0,31,31PIBRAC,31417,2016
nan,PINS JUSTARET,2,0,0,0,0,31,31PINS JUSTARET,31421,2016
nan,PINSAGUEL,1,0,0,0,0,31,31PINSAGUEL,31420,2016
nan,PLAISANCE DU TOUCH,5,3,0,0,0,31,31PLAISANCE DU TOUCH,31424,2016
nan,PORTET SUR GARONNE,6,0,0,0,0,31,31PORTET SUR GARONNE,31433,2016
nan,QUINT FONSEGRIVES,4,1,1,0,0,31,31QUINT FONSEGRIVES,31445,2016
nan,RAMONVILLE SAINT AGNE,2,1,0,0,0,31,31RAMONVILLE SAINT AGNE,31446,2016
nan,REVEL,5,0,0,0,0,31,31REVEL,31451,2016
nan,RIEUMES,1,1,0,0,0,31,31RIEUMES,31454,2016
nan,RIEUX VOLVESTRE,1,0,0,0,0,31,31RIEUX VOLVESTRE,31455,2016
nan,ROQUESERIERE,0,0,1,0,0,31,31ROQUESERIERE,31459,2016
nan,ROQUETTES,0,1,0,0,0,31,31ROQUETTES,31460,2016
nan,ROUFFIAC TOLOSAN,1,0,0,0,0,31,31ROUFFIAC TOLOSAN,31462,2016
nan,SABONNERES,0,0,1,0,0,31,31SABONNERES,31464,2016
nan,SAINT ORENS DE GAMEVILLE,5,0,0,0,0,31,31SAINT ORENS DE GAMEVILLE,31506,2016
nan,SAINT SAUVEUR,0,0,1,0,0,31,31SAINT SAUVEUR,31516,2016
nan,SAINT ALBAN,3,0,0,0,0,31,31SAINT ALBAN,31467,2016
nan,SAINT GAUDENS,7,4,0,0,0,31,31SAINT GAUDENS,31483,2016
nan,SAINT JEAN,4,0,0,0,0,31,31SAINT JEAN,31488,2016
nan,SAINT JORY,4,1,0,0,0,31,31SAINT JORY,31490,2016
nan,SAINT LYS,3,1,0,0,0,31,31SAINT LYS,31499,2016
nan,SALIES DU SALAT,2,0,0,0,0,31,31SALIES DU SALAT,31523,2016
nan,SEILH,1,0,0,0,0,31,31SEILH,31541,2016
nan,SEYSSES,1,0,0,0,0,31,31SEYSSES,31547,2016
nan,TOULOUSE,287,34,0,9,0,31,31TOULOUSE,31555,2016
nan,TOURNEFEUILLE,4,1,0,0,0,31,31TOURNEFEUILLE,31557,2016
nan,VALENTINE,0,0,1,0,0,31,31VALENTINE,31565,2016
nan,VENERQUE,1,0,0,0,0,31,31VENERQUE,31572,2016
nan,VERFEIL,1,1,0,0,0,31,31VERFEIL,31573,2016
nan,VIGOULET AUZIL,0,1,0,0,0,31,31VIGOULET AUZIL,31578,2016
nan,VILLEFRANCHE DE LAURAGAIS,3,1,0,0,0,31,31VILLEFRANCHE DE LAURAGAIS,31582,2016
nan,VILLEMUR SUR TARN,3,0,0,0,0,31,31VILLEMUR SUR TARN,31584,2016
nan,VILLENEUVE TOLOSANE,3,2,0,0,0,31,31VILLENEUVE TOLOSANE,31588,2016
Gers (32),AUCH,7,3,0,0,0,32,32AUCH,32013,2016
Auch,CAZAUBON,1,0,0,0,0,32,32CAZAUBON,32096,2016
nan,CONDOM,3,0,0,0,0,32,32CONDOM,32107,2016
nan,EAUZE,2,0,0,0,0,32,32EAUZE,32119,2016
nan,FLEURANCE,2,2,0,0,0,32,32FLEURANCE,32132,2016
nan,GIMONT,1,0,0,0,0,32,32GIMONT,32147,2016
nan,ISLE JOURDAIN,3,2,0,0,0,32,32ISLE JOURDAIN,32160,2016
nan,LECTOURE,1,1,0,0,0,32,32LECTOURE,32208,2016
nan,MIRANDE,3,0,0,0,0,32,32MIRANDE,32256,2016
nan,NOGARO,1,0,0,0,0,32,32NOGARO,32296,2016
nan,MARCIAC,0,0,1,0,0,32,32MARCIAC,32233,2016
nan,MAUVEZIN,0,1,0,0,0,32,32MAUVEZIN,32249,2016
nan,SAINT PUY,0,0,1,0,0,32,32SAINT PUY,32404,2016
nan,SEISSAN,0,1,0,0,0,32,32SEISSAN,32426,2016
nan,VIC FEZENSAC,0,2,0,0,0,32,32VIC FEZENSAC,32462,2016
Gironde (33),AMBARES ET LAGRAVE,2,0,1,0,0,33,33AMBARES ET LAGRAVE,33003,2016
Bordeaux,AMBES,0,0,1,0,0,33,33AMBES,33004,2016
nan,ARTIGUES PRES BORDEAUX,2,0,0,0,0,33,33ARTIGUES PRES BORDEAUX,33013,2016
nan,AYGUEMORTE LES GRAVES,0,0,0,0,0,33,33AYGUEMORTE LES GRAVES,33023,2016
nan,BASSENS,3,0,0,0,0,33,33BASSENS,33032,2016
nan,BEYCHAC ET CAILLAU,0,0,0,0,0,33,33BEYCHAC ET CAILLAU,33049,2016
nan,BLANQUEFORT,3,0,0,0,0,33,33BLANQUEFORT,33056,2016
nan,BLESIGNAC,0,0,0,0,0,33,33BLESIGNAC,33059,2016
nan,BONNETAN,0,0,0,0,0,33,33BONNETAN,33061,2016
nan,BORDEAUX,114,79,0,0,0,33,33BORDEAUX,33063,2016
nan,BOULIAC,1,0,0,0,0,33,33BOULIAC,33065,2016
nan,BOUSCAT,4,0,0,0,0,33,33BOUSCAT,33069,2016
nan,BRUGES,7,0,0,0,0,33,33BRUGES,33075,2016
nan,CABANAC ET VILLAGRAINS,0,0,0,0,0,33,33CABANAC ET VILLAGRAINS,33077,2016
nan,CADAUJAC,2,0,0,0,0,33,33CADAUJAC,33080,2016
nan,CAMARSAC,0,0,0,0,0,33,33CAMARSAC,33083,2016
nan,CAMBES,0,0,0,0,0,33,33CAMBES,33084,2016
nan,CAMBLANES ET MEYNAC,0,0,0,0,0,33,33CAMBLANES ET MEYNAC,33085,2016
nan,CANEJAN,1,0,0,0,0,33,33CANEJAN,33090,2016
nan,CARBON BLANC,2,0,0,0,0,33,33CARBON BLANC,33096,2016
nan,CARIGNAN DE BORDEAUX,0,0,1,0,0,33,33CARIGNAN DE BORDEAUX,33099,2016
nan,CASTRES GIRONDE,0,0,0,0,0,33,33CASTRES GIRONDE,33109,2016
nan,CENAC,0,0,0,0,0,33,33CENAC,33118,2016
nan,CENON,10,4,0,0,0,33,33CENON,33119,2016
nan,CESTAS,3,0,0,0,0,33,33CESTAS,33122,2016
nan,CREON,0,2,0,0,0,33,33CREON,33140,2016
nan,CROIGNON,0,0,0,0,0,33,33CROIGNON,33141,2016
nan,CURSAN,0,0,0,0,0,33,33CURSAN,33145,2016
nan,EYSINES,2,0,0,0,0,33,33EYSINES,33162,2016
nan,FARGUES SAINT HILAIRE,0,0,0,0,0,33,33FARGUES SAINT HILAIRE,33165,2016
nan,FLOIRAC,4,0,0,0,0,33,33FLOIRAC,33167,2016
nan,GRADIGNAN,0,4,0,1,1,33,33GRADIGNAN,33192,2016
nan,HAILLAN,3,0,0,0,0,33,33HAILLAN,33200,2016
nan,HAUX,0,0,0,0,0,33,33HAUX,33201,2016
nan,ISLE SAINT GEORGES,0,0,0,0,0,33,33ISLE SAINT GEORGES,33206,2016
nan,BREDE,2,0,0,0,0,33,33BREDE,33213,2016
nan,LATRESNE,0,1,0,0,0,33,33LATRESNE,33234,2016
nan,LEOGNAN,2,0,0,0,0,33,33LEOGNAN,33238,2016
nan,LIGNAN DE BORDEAUX,0,0,0,0,0,33,33LIGNAN DE BORDEAUX,33245,2016
nan,LORMONT,4,1,0,0,0,33,33LORMONT,33249,2016
nan,LOUPES,0,0,0,0,0,33,33LOUPES,33252,2016
nan,MADIRAC,0,0,0,0,0,33,33MADIRAC,33263,2016
nan,MARTIGNAS SUR JALLE,3,0,0,0,0,33,33MARTIGNAS SUR JALLE,33273,2016
nan,MARTILLAC,0,0,0,0,0,33,33MARTILLAC,33274,2016
nan,MERIGNAC,14,4,0,0,0,33,33MERIGNAC,33281,2016
nan,MONTUSSAN,1,0,0,0,0,33,33MONTUSSAN,33293,2016
nan,PAREMPUYRE,1,1,0,0,0,33,33PAREMPUYRE,33312,2016
nan,PESSAC,14,2,0,0,0,33,33PESSAC,33318,2016
nan,POMPIGNAC,0,0,0,0,0,33,33POMPIGNAC,33330,2016
nan,POUT,0,0,0,0,0,33,33POUT,33335,2016
nan,QUINSAC,0,0,0,0,0,33,33QUINSAC,33349,2016
nan,SADIRAC,1,0,0,0,0,33,33SADIRAC,33363,2016
nan,SAINT AUBIN DE MEDOC,2,0,0,0,0,33,33SAINT AUBIN DE MEDOC,33376,2016
nan,SAINT CAPRAIS DE BORDEAUX,1,0,0,0,0,33,33SAINT CAPRAIS DE BORDEAUX,33381,2016
nan,SAINTE EULALIE,3,1,0,0,0,33,33SAINTE EULALIE,33397,2016
nan,SAINT GENES DE LOMBAUD,0,0,0,0,0,33,33SAINT GENES DE LOMBAUD,33408,2016
nan,SAINT JEAN D ILLAC,3,1,0,0,0,33,33SAINT JEAN D ILLAC,33422,2016
nan,SAINT LEON,0,0,0,0,0,33,33SAINT LEON,33431,2016
nan,SAINT LOUBES,2,0,0,0,0,33,33SAINT LOUBES,33433,2016
nan,SAINT LOUIS DE MONTFERRAND,1,0,0,0,0,33,33SAINT LOUIS DE MONTFERRAND,33434,2016
nan,SAINT MEDARD EN JALLES,6,0,0,0,0,33,33SAINT MEDARD EN JALLES,33449,2016
nan,SAINT SELVE,0,0,1,0,0,33,33SAINT SELVE,33474,2016
nan,SAINT SULPICE ET CAMEYRAC,1,0,0,0,0,33,33SAINT SULPICE ET CAMEYRAC,33483,2016
nan,SAINT VINCENT DE PAUL,0,0,0,0,0,33,33SAINT VINCENT DE PAUL,33487,2016
nan,TAILLAN MEDOC,3,0,0,0,0,33,33TAILLAN MEDOC,33519,2016
nan,TALENCE,12,11,0,0,0,33,33TALENCE,33522,2016
nan,TOURNE,0,0,0,0,0,33,33TOURNE,33534,2016
nan,TRESSES,0,0,0,0,0,33,33TRESSES,33535,2016
nan,VILLENAVE D ORNON,8,1,0,0,0,33,33VILLENAVE D ORNON,33550,2016
nan,YVRAC,0,0,0,0,0,33,33YVRAC,33554,2016
nan,ANDERNOS LES BAINS,9,4,0,0,0,33,33ANDERNOS LES BAINS,33005,2016
nan,ARCACHON,15,15,0,0,0,33,33ARCACHON,33009,2016
nan,ARES,6,0,0,0,0,33,33ARES,33011,2016
nan,AUDENGE,2,0,0,0,0,33,33AUDENGE,33019,2016
nan,BARP,2,0,0,0,0,33,33BARP,33029,2016
nan,BIGANOS,4,2,0,0,0,33,33BIGANOS,33051,2016
nan,GUJAN MESTRAS,8,1,0,0,0,33,33GUJAN MESTRAS,33199,2016
nan,LANTON,4,1,0,0,0,33,33LANTON,33229,2016
nan,LEGE CAP FERRET,10,11,0,0,0,33,33LEGE CAP FERRET,33236,2016
nan,MARCHEPRIME,2,0,0,0,0,33,33MARCHEPRIME,33555,2016
nan,MIOS,2,0,0,0,0,33,33MIOS,33284,2016
nan,SALLES,1,1,0,0,0,33,33SALLES,33498,2016
nan,TESTE DE BUCH,19,3,0,1,1,33,33TESTE DE BUCH,33529,2016
nan,TEICH,2,0,0,0,0,33,33TEICH,33527,2016
nan,CAVIGNAC,0,0,1,0,0,33,33CAVIGNAC,33114,2016
nan,SAINT ANDRE DE CUBZAC,1,2,3,0,0,33,33SAINT ANDRE DE CUBZAC,33366,2016
nan,SAINT CIERS SUR GIRONDE,1,0,0,0,0,33,33SAINT CIERS SUR GIRONDE,33389,2016
nan,BOURG,1,0,0,0,0,33,33BOURG,33067,2016
nan,SAINT SAVIN,1,0,0,0,0,33,33SAINT SAVIN,33473,2016
nan,BLAYE,1,0,0,0,0,33,33BLAYE,33058,2016
nan,BAZAS,1,0,1,0,0,33,33BAZAS,33036,2016
nan,BOURDELLES,0,0,1,0,0,33,33BOURDELLES,33066,2016
nan,GIRONDE SUR DROPT,0,0,1,0,0,33,33GIRONDE SUR DROPT,33187,2016
nan,LANGON,4,0,0,0,0,33,33LANGON,33227,2016
nan,REOLE,3,0,0,0,0,33,33REOLE,33352,2016
nan,PIAN SUR GARONNE,0,0,1,0,0,33,33PIAN SUR GARONNE,33323,2016
nan,PORTETS,1,0,0,0,0,33,33PORTETS,33334,2016
nan,PREIGNAC,0,1,0,0,0,33,33PREIGNAC,33337,2016
nan,RIONS,0,1,0,0,0,33,33RIONS,33355,2016
nan,SAUVETERRE DE GUYENNE,0,0,1,0,0,33,33SAUVETERRE DE GUYENNE,33506,2016
nan,TOULENNE,1,0,0,0,0,33,33TOULENNE,33533,2016
nan,ARCINS,0,0,0,0,0,33,33ARCINS,33010,2016
nan,ARSAC,0,0,0,0,0,33,33ARSAC,33012,2016
nan,AVENSAN,1,0,0,0,0,33,33AVENSAN,33022,2016
nan,CARCANS,2,2,0,0,0,33,33CARCANS,33097,2016
nan,CASTELNAU DE MEDOC,2,1,0,0,0,33,33CASTELNAU DE MEDOC,33104,2016
nan,CISSAC MEDOC,0,0,0,0,0,33,33CISSAC MEDOC,33125,2016
nan,CIVRAC EN MEDOC,0,0,0,0,0,33,33CIVRAC EN MEDOC,33128,2016
nan,COUQUEQUES,0,0,0,0,0,33,33COUQUEQUES,33134,2016
nan,CUSSAC FORT MEDOC,0,0,0,0,0,33,33CUSSAC FORT MEDOC,33146,2016
nan,GAILLAN EN MEDOC,0,0,1,0,0,33,33GAILLAN EN MEDOC,33177,2016
nan,GRAYAN ET L HOPITAL,2,1,0,0,0,33,33GRAYAN ET L HOPITAL,33193,2016
nan,HOURTIN,2,1,0,0,0,33,33HOURTIN,33203,2016
nan,JAU DIGNAC ET LOIRAC,0,0,0,0,0,33,33JAU DIGNAC ET LOIRAC,33208,2016
nan,LABARDE,0,0,0,0,0,33,33LABARDE,33211,2016
nan,LACANAU,7,0,0,1,1,33,33LACANAU,33214,2016
nan,LAMARQUE,0,0,0,0,0,33,33LAMARQUE,33220,2016
nan,LESPARRE MEDOC,2,1,0,0,0,33,33LESPARRE MEDOC,33240,2016
nan,LISTRAC MEDOC,1,0,0,0,0,33,33LISTRAC MEDOC,33248,2016
nan,PORGE,2,0,0,0,0,33,33PORGE,33333,2016
nan,TEMPLE,0,0,0,0,0,33,33TEMPLE,33528,2016
nan,VERDON SUR MER,0,1,0,0,0,33,33VERDON SUR MER,33544,2016
nan,MOULIS EN MEDOC,0,0,1,0,0,33,33MOULIS EN MEDOC,33297,2016
nan,NAUJAC SUR MER,0,4,0,0,0,33,33NAUJAC SUR MER,33300,2016
nan,ORDONNAC,0,0,0,0,0,33,33ORDONNAC,33309,2016
nan,PAUILLAC,3,2,0,0,0,33,33PAUILLAC,33314,2016
nan,QUEYRAC,0,0,0,0,0,33,33QUEYRAC,33348,2016
nan,SAINT ESTEPHE,0,1,0,0,0,33,33SAINT ESTEPHE,33395,2016
nan,SAINT GERMAIN D ESTEUIL,0,0,0,0,0,33,33SAINT GERMAIN D ESTEUIL,33412,2016
nan,SAINT JULIEN BEYCHEVELLE,0,0,1,0,0,33,33SAINT JULIEN BEYCHEVELLE,33423,2016
nan,SAINT LAURENT MEDOC,1,1,0,0,0,33,33SAINT LAURENT MEDOC,33424,2016
nan,SAINT SAUVEUR,0,0,0,0,0,33,33SAINT SAUVEUR,33471,2016
nan,SAINT SEURIN DE CADOURNE,0,0,0,0,0,33,33SAINT SEURIN DE CADOURNE,33476,2016
nan,SAINT VIVIEN DE MEDOC,0,0,1,0,0,33,33SAINT VIVIEN DE MEDOC,33490,2016
nan,SAINT YZANS DE MEDOC,0,0,0,0,0,33,33SAINT YZANS DE MEDOC,33493,2016
nan,SAINTE HELENE,1,0,0,0,0,33,33SAINTE HELENE,33417,2016
nan,SALAUNES,0,0,0,0,0,33,33SALAUNES,33494,2016
nan,SAUMOS,0,0,0,0,0,33,33SAUMOS,33503,2016
nan,SOULAC SUR MER,7,0,0,2,2,33,33SOULAC SUR MER,33514,2016
nan,SOUSSANS,0,0,0,0,0,33,33SOUSSANS,33517,2016
nan,TALAIS,0,1,0,0,0,33,33TALAIS,33521,2016
nan,VALEYRAC,0,0,0,0,0,33,33VALEYRAC,33538,2016
nan,VENDAYS MONTALIVET,2,2,1,0,0,33,33VENDAYS MONTALIVET,33540,2016
nan,VENSAC,0,0,1,0,0,33,33VENSAC,33541,2016
nan,VERTHEUIL,0,1,0,0,0,33,33VERTHEUIL,33545,2016
nan,ABZAC,0,0,0,0,0,33,33ABZAC,33001,2016
nan,ARTIGUES DE LUSSAC,0,0,0,0,0,33,33ARTIGUES DE LUSSAC,33014,2016
nan,ARVEYRES,0,1,0,0,0,33,33ARVEYRES,33015,2016
nan,CAPLONG,0,0,0,0,0,33,33CAPLONG,33094,2016
nan,CASTILLON LA BATAILLE,3,0,0,0,0,33,33CASTILLON LA BATAILLE,33108,2016
nan,CHAMADELLE,0,0,0,0,0,33,33CHAMADELLE,33124,2016
nan,COUBEYRAC,0,0,0,0,0,33,33COUBEYRAC,33133,2016
nan,COUTRAS,4,3,0,0,0,33,33COUTRAS,33138,2016
nan,ESPIET,0,1,0,0,0,33,33ESPIET,33157,2016
nan,EYNESSE,0,0,0,0,0,33,33EYNESSE,33160,2016
nan,GENISSAC,1,0,0,0,0,33,33GENISSAC,33185,2016
nan,GUITRES,0,1,0,0,0,33,33GUITRES,33198,2016
nan,IZON,1,1,0,0,0,33,33IZON,33207,2016
nan,LAGORCE,0,0,0,0,0,33,33LAGORCE,33218,2016
nan,LALANDE DE POMEROL,0,0,0,0,0,33,33LALANDE DE POMEROL,33222,2016
nan,LAPOUYADE,0,0,0,0,0,33,33LAPOUYADE,33230,2016
nan,LEVES ET THOUMEYRAGUES,0,0,0,0,0,33,33LEVES ET THOUMEYRAGUES,33242,2016
nan,LIBOURNE,12,6,0,0,0,33,33LIBOURNE,33243,2016
nan,LIGUEUX,0,0,0,0,0,33,33LIGUEUX,33246,2016
nan,MOULON,0,0,1,0,0,33,33MOULON,33298,2016
nan,PINEUILH,2,0,0,0,0,33,33PINEUILH,33324,2016
nan,SAINT CIERS D ABZAC,0,0,0,0,0,33,33SAINT CIERS D ABZAC,33387,2016
nan,SAINT DENIS DE PILE,1,1,0,0,0,33,33SAINT DENIS DE PILE,33393,2016
nan,SAINT EMILION,2,1,0,0,0,33,33SAINT EMILION,33394,2016
nan,SAINT GERMAIN DU PUCH,1,0,0,0,0,33,33SAINT GERMAIN DU PUCH,33413,2016
nan,SAINT HIPPOLYTE,0,0,0,0,0,33,33SAINT HIPPOLYTE,33420,2016
nan,SAINT JEAN DE BLAIGNAC,0,0,0,0,0,33,33SAINT JEAN DE BLAIGNAC,33421,2016
nan,SAINT LAURENT DES COMBES,0,0,0,0,0,33,33SAINT LAURENT DES COMBES,33426,2016
nan,SAINT MAGNE DE CASTILLON,0,0,0,0,0,33,33SAINT MAGNE DE CASTILLON,33437,2016
nan,SAINT MARTIN DE LAYE,0,0,0,0,0,33,33SAINT MARTIN DE LAYE,33442,2016
nan,SAINT MEDARD DE GUIZIERES,0,1,0,0,0,33,33SAINT MEDARD DE GUIZIERES,33447,2016
nan,SAINT MICHEL DE FRONSAC,0,0,0,0,0,33,33SAINT MICHEL DE FRONSAC,33451,2016
nan,SAINT SEURIN SUR L ISLE,1,2,0,0,0,33,33SAINT SEURIN SUR L ISLE,33478,2016
nan,SAINT SULPICE DE FALEYRENS,0,0,0,0,0,33,33SAINT SULPICE DE FALEYRENS,33480,2016
nan,SAINT VINCENT DE PERTIGNAS,0,0,0,0,0,33,33SAINT VINCENT DE PERTIGNAS,33488,2016
nan,SAINTE COLOMBE,0,0,0,0,0,33,33SAINTE COLOMBE,33390,2016
nan,SAINTE FLORENCE,0,0,0,0,0,33,33SAINTE FLORENCE,33401,2016
nan,SAINTE FOY LA GRANDE,3,0,0,0,0,33,33SAINTE FOY LA GRANDE,33402,2016
nan,VAYRES,1,1,0,0,0,33,33VAYRES,33539,2016
Hérault (34),ABEILHAN,0,2,0,0,0,34,34ABEILHAN,34001,2016
Montpellier,ADISSAN,0,1,0,0,0,34,34ADISSAN,34002,2016
nan,AGDE,51,9,3,4,2,34,34AGDE,34003,2016
nan,ANIANE,2,0,0,0,0,34,34ANIANE,34010,2016
nan,AUMELAS,0,1,0,0,0,34,34AUMELAS,34016,2016
nan,BAILLARGUES,5,0,0,0,0,34,34BAILLARGUES,34022,2016
nan,BALARUC LE VIEUX,2,1,0,0,0,34,34BALARUC LE VIEUX,34024,2016
nan,BALARUC LES BAINS,7,1,0,0,0,34,34BALARUC LES BAINS,34023,2016
nan,BASSAN,1,0,0,0,0,34,34BASSAN,34025,2016
nan,BEDARIEUX,8,2,0,0,0,34,34BEDARIEUX,34028,2016
nan,BESSAN,3,1,0,0,0,34,34BESSAN,34031,2016
nan,BEZIERS,81,43,0,2,1,34,34BEZIERS,34032,2016
nan,BOUJAN SUR LIBRON,2,5,0,0,0,34,34BOUJAN SUR LIBRON,34037,2016
nan,BOUSQUET D ORB,2,0,0,0,0,34,34BOUSQUET D ORB,34038,2016
nan,BOUZIGUES,1,1,0,0,0,34,34BOUZIGUES,34039,2016
nan,CANET,1,1,0,0,0,34,34CANET,34051,2016
nan,CAPESTANG,3,0,0,0,0,34,34CAPESTANG,34052,2016
nan,CASTELNAU DE GUERS,1,0,0,0,0,34,34CASTELNAU DE GUERS,34056,2016
nan,CASTELNAU LE LEZ,20,7,0,2,2,34,34CASTELNAU LE LEZ,34057,2016
nan,CASTRIES,5,0,0,0,0,34,34CASTRIES,34058,2016
nan,CAUX,2,1,0,0,0,34,34CAUX,34063,2016
nan,CAZOULS D HERAULT,0,1,0,0,0,34,34CAZOULS D HERAULT,34068,2016
nan,CAZOULS LES BEZIERS,4,0,0,0,0,34,34CAZOULS LES BEZIERS,34069,2016
nan,CERS,0,2,0,0,0,34,34CERS,34073,2016
nan,CESSENON SUR ORB,0,0,1,0,0,34,34CESSENON SUR ORB,34074,2016
nan,CLAPIERS,5,0,0,0,0,34,34CLAPIERS,34077,2016
nan,CLARET,1,0,0,0,0,34,34CLARET,34078,2016
nan,CLERMONT L HERAULT,8,2,0,0,0,34,34CLERMONT L HERAULT,34079,2016
nan,COLOMBIERS,2,0,0,0,0,34,34COLOMBIERS,34081,2016
nan,COMBAILLAUX,1,0,0,0,0,34,34COMBAILLAUX,34082,2016
nan,CORNEILHAN,1,0,0,0,0,34,34CORNEILHAN,34084,2016
nan,COURNONTERRAL,4,0,0,0,0,34,34COURNONTERRAL,34088,2016
nan,CREISSAN,1,0,0,0,0,34,34CREISSAN,34089,2016
nan,CRES,7,4,0,0,0,34,34CRES,34090,2016
nan,ESPONDEILHAN,1,0,0,0,0,34,34ESPONDEILHAN,34094,2016
nan,FABREGUES,7,0,0,0,0,34,34FABREGUES,34095,2016
nan,FLORENSAC,3,0,0,0,0,34,34FLORENSAC,34101,2016
nan,FRONTIGNAN,22,4,0,0,0,34,34FRONTIGNAN,34108,2016
nan,GABIAN,1,0,0,0,0,34,34GABIAN,34109,2016
nan,GANGES,3,0,0,0,0,34,34GANGES,34111,2016
nan,GIGEAN,4,1,0,0,0,34,34GIGEAN,34113,2016
nan,GIGNAC,4,2,0,0,0,34,34GIGNAC,34114,2016
nan,GRABELS,6,0,0,0,0,34,34GRABELS,34116,2016
nan,GRANDE MOTTE,27,2,0,0,0,34,34GRANDE MOTTE,34344,2016
nan,HEREPIAN,0,1,0,0,0,34,34HEREPIAN,34119,2016
nan,JACOU,3,0,0,0,0,34,34JACOU,34120,2016
nan,JUVIGNAC,7,4,0,0,0,34,34JUVIGNAC,34123,2016
nan,SALVETAT SUR AGOUT,0,0,1,0,0,34,34SALVETAT SUR AGOUT,34293,2016
nan,LAMALOU LES BAINS,2,1,0,0,0,34,34LAMALOU LES BAINS,34126,2016
nan,LANSARGUES,2,0,0,0,0,34,34LANSARGUES,34127,2016
nan,LAROQUE,0,1,0,0,0,34,34LAROQUE,34128,2016
nan,LATTES,22,8,0,0,0,34,34LATTES,34129,2016
nan,LAURENS,0,1,0,0,0,34,34LAURENS,34130,2016
nan,LAVERUNE,3,1,0,0,0,34,34LAVERUNE,34134,2016
nan,LESPIGNAN,3,0,0,0,0,34,34LESPIGNAN,34135,2016
nan,LEZIGNAN LA CEBE,0,1,0,0,0,34,34LEZIGNAN LA CEBE,34136,2016
nan,LIGNAN SUR ORB,0,0,2,0,0,34,34LIGNAN SUR ORB,34140,2016
nan,LODEVE,7,2,0,0,0,34,34LODEVE,34142,2016
nan,LOUPIAN,2,1,1,0,0,34,34LOUPIAN,34143,2016
nan,LUNAS,1,1,0,0,0,34,34LUNAS,34144,2016
nan,LUNEL,35,6,2,0,0,34,34LUNEL,34145,2016
nan,LUNEL VIEL,3,1,0,0,0,34,34LUNEL VIEL,34146,2016
nan,MAGALAS,2,2,0,0,0,34,34MAGALAS,34147,2016
nan,MARAUSSAN,2,0,1,0,0,34,34MARAUSSAN,34148,2016
nan,MARSILLARGUES,8,1,0,0,0,34,34MARSILLARGUES,34151,2016
nan,MAUGUIO,24,3,0,0,0,34,34MAUGUIO,34154,2016
nan,MAUREILHAN,2,1,0,0,0,34,34MAUREILHAN,34155,2016
nan,MEZE,8,0,0,0,0,34,34MEZE,34157,2016
nan,MIREVAL,3,1,0,0,0,34,34MIREVAL,34159,2016
nan,MONTADY,2,1,0,0,0,34,34MONTADY,34161,2016
nan,MONTAGNAC,3,1,0,0,0,34,34MONTAGNAC,34162,2016
nan,MONTARNAUD,1,0,0,0,0,34,34MONTARNAUD,34163,2016
nan,MONTBAZIN,2,1,0,0,0,34,34MONTBAZIN,34165,2016
nan,MONTBLANC,3,0,0,0,0,34,34MONTBLANC,34166,2016
nan,MONTFERRIER SUR LEZ,2,0,0,0,0,34,34MONTFERRIER SUR LEZ,34169,2016
nan,MONTPELLIER,183,58,0,0,0,34,34MONTPELLIER,34172,2016
nan,MONTPEYROUX,1,1,0,0,0,34,34MONTPEYROUX,34173,2016
nan,MUDAISON,0,1,1,0,0,34,34MUDAISON,34176,2016
nan,MURVIEL LES BEZIERS,2,0,0,0,0,34,34MURVIEL LES BEZIERS,34178,2016
nan,MURVIEL LES MONTPELLIER,0,0,1,0,0,34,34MURVIEL LES MONTPELLIER,34179,2016
nan,NEZIGNAN L EVEQUE,2,0,0,0,0,34,34NEZIGNAN L EVEQUE,34182,2016
nan,NISSAN LEZ ENSERUNE,3,1,0,0,0,34,34NISSAN LEZ ENSERUNE,34183,2016
nan,OLONZAC,0,2,0,0,0,34,34OLONZAC,34189,2016
nan,PALAVAS LES FLOTS,22,2,0,0,0,34,34PALAVAS LES FLOTS,34192,2016
nan,PAULHAN,2,1,0,0,0,34,34PAULHAN,34194,2016
nan,PEROLS,10,6,0,0,0,34,34PEROLS,34198,2016
nan,PEZENAS,8,2,0,0,0,34,34PEZENAS,34199,2016
