Dep,Nom Département,Inconnu,Nom Ville,Nombre d habitants,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de maîtres chiens de police municipale,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année
nan,0,1.0,BALAN,2856,1,0,0,0,0,01,01BALAN,1027,2018
nan,0,1.0,BELIGNEUX,3314,1,0,0,0,0,01,01BELIGNEUX,1032,2018
nan,0,1.0,BELLEGARDE SUR VALSERINE,11666,7,2,0,0,0,01,01BELLEGARDE SUR VALSERINE,1033,2018
nan,0,1.0,BELLEY,9133,4,2,0,0,0,01,01BELLEY,1034,2018
nan,0,1.0,BELLEYDOUX,317,0,0,1,0,0,01,01BELLEYDOUX,1035,2018
nan,0,1.0,BELLIGNAT,3618,2,0,0,0,0,01,01BELLIGNAT,1031,2018
nan,0,1.0,BEYNOST,4557,4,0,0,0,0,01,01BEYNOST,1043,2018
nan,0,1.0,BIZIAT,857,0,0,1,0,0,01,01BIZIAT,1046,2018
nan,0,1.0,BOURG EN BRESSE,41365,23,8,0,0,0,01,01BOURG EN BRESSE,1053,2018
nan,0,1.0,CERDON,785,0,0,1,0,0,01,01CERDON,1068,2018
nan,0,1.0,CEYZERIAT,3138,1,0,0,0,0,01,01CEYZERIAT,1072,2018
nan,0,1.0,CHALAMONT,2406,0,2,0,0,0,01,01CHALAMONT,1074,2018
nan,0,1.0,CHANAY,633,0,1,0,0,0,01,01CHANAY,1082,2018
nan,0,1.0,CHATILLON EN MICHAILLE,3586,1,0,0,0,0,01,01CHATILLON EN MICHAILLE,1091,2018
nan,0,1.0,CHATILLON SUR CHALARONNE,4886,3,0,0,0,0,01,01CHATILLON SUR CHALARONNE,1093,2018
nan,0,1.0,CIVRIEUX,1606,0,1,0,0,0,01,01CIVRIEUX,1105,2018
nan,0,1.0,COLIGNY,1187,1,0,0,0,0,01,01COLIGNY,1108,2018
nan,0,1.0,COLLONGES,2223,2,0,0,0,0,01,01COLLONGES,1109,2018
nan,0,1.0,CULOZ,3053,2,0,0,0,0,01,01CULOZ,1138,2018
nan,0,1.0,DAGNEUX,4706,1,0,0,0,0,01,01DAGNEUX,1142,2018
nan,0,1.0,DIVONNE LES BAINS,9465,9,0,0,0,0,01,01DIVONNE LES BAINS,1143,2018
nan,0,1.0,DOMPIERRE SUR VEYLE,1164,0,0,1,0,0,01,01DOMPIERRE SUR VEYLE,1145,2018
nan,0,1.0,DORTAN,1846,1,0,0,0,0,01,01DORTAN,1148,2018
nan,0,1.0,FERNEY VOLTAIRE,9637,4,2,0,0,0,01,01FERNEY VOLTAIRE,1160,2018
nan,0,1.0,GEX,12652,6,1,0,0,0,01,01GEX,1173,2018
nan,0,1.0,GORREVOD,861,0,0,1,0,0,01,01GORREVOD,1175,2018
nan,0,1.0,GROISSIAT,1223,0,1,1,0,0,01,01GROISSIAT,1181,2018
nan,0,1.0,HAUTEVILLE LOMPNES,3650,1,0,0,0,0,01,01HAUTEVILLE LOMPNES,1185,2018
nan,0,1.0,JASSANS RIOTTIER,6391,4,1,0,0,0,01,01JASSANS RIOTTIER,1194,2018
nan,0,1.0,BOISSE,3021,0,0,1,0,0,01,01BOISSE,1049,2018
nan,0,1.0,LAGNIEU,7090,1,2,0,0,0,01,01LAGNIEU,1202,2018
nan,0,1.0,MANZIAT,1977,1,0,0,0,0,01,01MANZIAT,1231,2018
nan,0,1.0,MARBOZ,2226,0,0,1,0,0,01,01MARBOZ,1232,2018
nan,0,1.0,MASSIEUX,2516,1,0,0,0,0,01,01MASSIEUX,1238,2018
nan,0,1.0,MEXIMIEUX,7669,3,0,0,0,0,01,01MEXIMIEUX,1244,2018
nan,0,1.0,MIONNAY,2132,1,0,0,0,0,01,01MIONNAY,1248,2018
nan,0,1.0,MIRIBEL,9742,4,0,0,0,0,01,01MIRIBEL,1249,2018
nan,0,1.0,MONTLUEL,7005,3,0,0,0,0,01,01MONTLUEL,1262,2018
nan,0,1.0,MONTMERLE SUR SAONE,3811,1,1,0,0,0,01,01MONTMERLE SUR SAONE,1263,2018
nan,0,1.0,MONTREAL LA CLUSE,3409,2,0,0,0,0,01,01MONTREAL LA CLUSE,1265,2018
nan,0,1.0,NANTUA,3482,1,0,0,0,0,01,01NANTUA,1269,2018
nan,0,1.0,NEYROLLES,636,0,1,0,0,0,01,01NEYROLLES,1274,2018
nan,0,1.0,NEYRON,2507,1,0,0,0,0,01,01NEYRON,1275,2018
nan,0,1.0,NIEVROZ,1577,1,0,0,0,0,01,01NIEVROZ,1276,2018
nan,0,1.0,ORNEX,4400,1,1,0,0,0,01,01ORNEX,1281,2018
nan,0,1.0,OYONNAX,22559,14,3,0,1,1,01,01OYONNAX,1283,2018
nan,0,1.0,PERONNAS,6287,2,0,0,0,0,01,01PERONNAS,1289,2018
nan,0,1.0,PONCIN,1696,0,1,1,0,0,01,01PONCIN,1303,2018
nan,0,1.0,PONT D AIN,2914,0,1,0,0,0,01,01PONT D AIN,1304,2018
nan,0,1.0,PONT DE VAUX,2290,1,0,0,0,0,01,01PONT DE VAUX,1305,2018
nan,0,1.0,PONT DE VEYLE,1618,0,1,0,0,0,01,01PONT DE VEYLE,1306,2018
nan,0,1.0,PREVESSIN MOENS,7991,3,0,0,0,0,01,01PREVESSIN MOENS,1313,2018
nan,0,1.0,REYRIEUX,4670,2,0,0,0,0,01,01REYRIEUX,1322,2018
nan,0,1.0,SAINT ANDRE DE CORCY,3241,1,0,0,0,0,01,01SAINT ANDRE DE CORCY,1333,2018
nan,0,1.0,SAINT BERNARD,1434,0,0,1,0,0,01,01SAINT BERNARD,1339,2018
nan,0,1.0,SAINT DENIS EN BUGEY,2293,1,0,0,0,0,01,01SAINT DENIS EN BUGEY,1345,2018
nan,0,1.0,SAINT DENIS LES BOURG,5667,1,0,0,0,0,01,01SAINT DENIS LES BOURG,1344,2018
nan,0,1.0,SAINT DIDIER SUR CHALARONNE,2832,1,0,0,0,0,01,01SAINT DIDIER SUR CHALARONNE,1348,2018
nan,0,1.0,SAINT ETIENNE DU BOIS,2490,0,0,1,0,0,01,01SAINT ETIENNE DU BOIS,1350,2018
nan,0,1.0,SAINT GENIS POUILLY,11892,3,1,0,0,0,01,01SAINT GENIS POUILLY,1354,2018
nan,0,1.0,SAINT JEAN LE VIEUX,1699,1,0,0,0,0,01,01SAINT JEAN LE VIEUX,1363,2018
nan,0,1.0,SAINT JUST,917,0,0,1,0,0,01,01SAINT JUST,1369,2018
nan,0,1.0,SAINT LAURENT SUR SAONE,1754,2,0,0,0,0,01,01SAINT LAURENT SUR SAONE,1370,2018
nan,0,1.0,SAINT MARCEL,1303,0,0,1,0,0,01,01SAINT MARCEL,1371,2018
nan,0,1.0,SAINT MAURICE DE BEYNOST,3965,3,0,0,0,0,01,01SAINT MAURICE DE BEYNOST,1376,2018
nan,0,1.0,SAINT RAMBERT EN BUGEY,2310,0,2,0,0,0,01,01SAINT RAMBERT EN BUGEY,1384,2018
nan,0,1.0,SAINT TRIVIER DE COURTES,1095,0,1,0,0,0,01,01SAINT TRIVIER DE COURTES,1388,2018
nan,0,1.0,SAULT BRENAZ,960,0,0,1,0,0,01,01SAULT BRENAZ,1396,2018
nan,0,1.0,SEYSSEL,997,0,2,0,0,0,01,01SEYSSEL,1407,2018
nan,0,1.0,THOIRY,6094,2,0,0,0,0,01,01THOIRY,1419,2018
nan,0,1.0,THOISSEY,1725,0,1,0,0,0,01,01THOISSEY,1420,2018
nan,0,1.0,TRAMOYES,1664,1,0,0,0,0,01,01TRAMOYES,1424,2018
nan,0,1.0,TREVOUX,6849,1,2,0,0,0,01,01TREVOUX,1427,2018
nan,0,1.0,VERSONNEX,2189,0,0,1,0,0,01,01VERSONNEX,1435,2018
nan,0,1.0,VILLARS LES DOMBES,4628,2,0,0,0,0,01,01VILLARS LES DOMBES,1443,2018
nan,0,1.0,VILLIEU LOYES MOLLON,3586,1,0,0,0,0,01,01VILLIEU LOYES MOLLON,1450,2018
nan,0,1.0,VIRIAT,6350,1,0,0,0,0,01,01VIRIAT,1451,2018
nan,0,1.0,VONNAS,2929,0,0,1,0,0,01,01VONNAS,1457,2018
2,Aisne,0.0,NAN,0,0,0,0,0,0,02,02NAN,0,2018
nan,0,1.0,AMBLENY,1212,0,0,1,0,0,02,02AMBLENY,2011,2018
nan,0,1.0,BEAUTOR,2700,0,0,1,0,0,02,02BEAUTOR,2059,2018
nan,0,1.0,BELLEU,3820,2,0,0,0,0,02,02BELLEU,2064,2018
nan,0,1.0,BOHAIN EN VERMANDOIS,5792,2,0,0,0,0,02,02BOHAIN EN VERMANDOIS,2095,2018
nan,0,1.0,BRAINE,2272,0,1,0,0,0,02,02BRAINE,2110,2018
nan,0,1.0,CHARLY SUR MARNE,2680,0,1,0,0,0,02,02CHARLY SUR MARNE,2163,2018
nan,0,1.0,CHATEAU THIERRY,15262,1,1,1,0,0,02,02CHATEAU THIERRY,2168,2018
nan,0,1.0,ESSIGNY LE PETIT,354,0,0,1,0,0,02,02ESSIGNY LE PETIT,2288,2018
nan,0,1.0,FERE EN TARDENOIS,3153,0,1,0,0,0,02,02FERE EN TARDENOIS,2305,2018
nan,0,1.0,FLAVY LE MARTEL,1713,0,0,1,0,0,02,02FLAVY LE MARTEL,2315,2018
nan,0,1.0,FRESNOY LE GRAND,3070,1,0,0,0,0,02,02FRESNOY LE GRAND,2334,2018
nan,0,1.0,GAUCHY,5343,2,1,0,0,0,02,02GAUCHY,2340,2018
nan,0,1.0,GUISE,5000,3,0,0,0,0,02,02GUISE,2361,2018
nan,0,1.0,HARAMONT,604,0,0,2,0,0,02,02HARAMONT,2368,2018
nan,0,1.0,HARLY,1669,1,0,0,0,0,02,02HARLY,2371,2018
nan,0,1.0,FERE,3000,0,0,1,0,0,02,02FERE,2304,2018
nan,0,1.0,FERTE MILON,2258,0,0,0,0,0,02,02FERTE MILON,2307,2018
nan,0,1.0,LAON,26031,4,2,0,0,0,02,02LAON,2408,2018
nan,0,1.0,MARLE,2281,1,0,0,0,0,02,02MARLE,2468,2018
nan,0,1.0,OULCHY LE CHATEAU,841,0,0,1,0,0,02,02OULCHY LE CHATEAU,2580,2018
nan,0,1.0,PARGNY LES BOIS,134,0,0,1,0,0,02,02PARGNY LES BOIS,2591,2018
nan,0,1.0,PINON,1787,0,1,0,0,0,02,02PINON,2602,2018
nan,0,1.0,RIBEMONT,1995,1,0,0,0,0,02,02RIBEMONT,2648,2018
nan,0,1.0,SAINT QUENTIN,55840,31,6,0,0,0,02,02SAINT QUENTIN,2691,2018
nan,0,1.0,SOISSONS,30000,11,8,0,0,0,02,02SOISSONS,2722,2018
nan,0,1.0,VILLERS COTTERETS,11300,7,0,0,0,0,02,02VILLERS COTTERETS,2810,2018
nan,0,1.0,VIRY NOUREUIL,1745,1,0,0,0,0,02,02VIRY NOUREUIL,2820,2018
3,Allier,0.0,NAN,0,0,0,0,0,0,03,03NAN,0,2018
nan,0,1.0,ABREST,2991,1,0,0,0,0,03,03ABREST,3001,2018
nan,0,1.0,AINAY LE CHATEAU,1028,0,0,1,0,0,03,03AINAY LE CHATEAU,3003,2018
nan,0,1.0,AVERMES,4057,2,0,0,0,0,03,03AVERMES,3013,2018
nan,0,1.0,BELLERIVE SUR ALLIER,8857,4,0,0,0,0,03,03BELLERIVE SUR ALLIER,3023,2018
nan,0,1.0,BOURBON L ARCHAMBAULT,2619,1,0,0,0,0,03,03BOURBON L ARCHAMBAULT,3036,2018
nan,0,1.0,COMMENTRY,6448,3,0,0,0,0,03,03COMMENTRY,3082,2018
nan,0,1.0,COSNE D ALLIER,2082,1,0,0,0,0,03,03COSNE D ALLIER,3084,2018
nan,0,1.0,CUSSET,13290,4,1,0,0,0,03,03CUSSET,3095,2018
nan,0,1.0,DOMERAT,8992,0,0,1,0,0,03,03DOMERAT,3101,2018
nan,0,1.0,GANNAT,6048,3,0,0,0,0,03,03GANNAT,3118,2018
nan,0,1.0,LAPALISSE,3191,0,0,1,0,0,03,03LAPALISSE,3138,2018
nan,0,1.0,LAVAULT SAINTE ANNE,1203,0,0,1,0,0,03,03LAVAULT SAINTE ANNE,3140,2018
nan,0,1.0,MAYET DE MONTAGNE,1466,1,0,0,0,0,03,03MAYET DE MONTAGNE,3165,2018
nan,0,1.0,MALICORNE,820,0,0,1,0,0,03,03MALICORNE,3159,2018
nan,0,1.0,MOULINS,20321,5,3,0,0,0,03,03MOULINS,3190,2018
nan,0,1.0,MONTLUCON,37417,0,4,0,0,0,03,03MONTLUCON,3185,2018
nan,0,1.0,NERIS LES BAINS,2697,1,0,0,0,0,03,03NERIS LES BAINS,3195,2018
nan,0,1.0,SAINT GERMAIN DES FOSSES,3774,2,0,0,0,0,03,03SAINT GERMAIN DES FOSSES,3236,2018
nan,0,1.0,YZEURE,13787,4,3,0,0,0,03,03YZEURE,3321,2018
4,Alpes de Haute-Provence,0.0,NAN,0,0,0,0,0,0,04,04NAN,0,2018
nan,0,1.0,ALLOS,639,3,2,0,0,0,04,04ALLOS,4006,2018
nan,0,1.0,BARCELONNETTE,2698,1,1,0,0,0,04,04BARCELONNETTE,4019,2018
nan,0,1.0,CASTELLANE,1541,3,2,0,0,0,04,04CASTELLANE,4039,2018
nan,0,1.0,CHATEAU ARNOUX,5210,2,0,0,0,0,04,04CHATEAU ARNOUX,0,2018
nan,0,1.0,CORBIERES,1097,1,0,0,0,0,04,04CORBIERES,0,2018
nan,0,1.0,CURBANS,512,1,0,0,0,0,04,04CURBANS,4066,2018
nan,0,1.0,DIGNE LES BAINS,16304,7,2,0,0,0,04,04DIGNE LES BAINS,4070,2018
nan,0,1.0,ENCHASTRAYES,390,0,1,0,0,0,04,04ENCHASTRAYES,4073,2018
nan,0,1.0,ESPARRON DE VERDON,422,0,1,0,0,0,04,04ESPARRON DE VERDON,4081,2018
nan,0,1.0,FORCALQUIER,4910,3,1,0,0,0,04,04FORCALQUIER,4088,2018
nan,0,1.0,GREOUX LES BAINS,2645,4,1,0,0,0,04,04GREOUX LES BAINS,4094,2018
nan,0,1.0,JAUSIERS,1134,0,1,0,0,0,04,04JAUSIERS,4096,2018
nan,0,1.0,MEES,3629,1,1,0,0,0,04,04MEES,4116,2018
nan,0,1.0,MALIJAI,1990,0,1,0,0,0,04,04MALIJAI,4108,2018
nan,0,1.0,MANOSQUE,21241,21,7,0,2,2,04,04MANOSQUE,4112,2018
nan,0,1.0,MOUSTIERS SAINTE MARIE,688,1,1,1,0,0,04,04MOUSTIERS SAINTE MARIE,4135,2018
nan,0,1.0,ORAISON,5792,3,1,0,0,0,04,04ORAISON,4143,2018
nan,0,1.0,PEYRUIS,2829,1,0,1,0,0,04,04PEYRUIS,4149,2018
nan,0,1.0,PIERREVERT,3690,3,0,0,0,0,04,04PIERREVERT,4152,2018
nan,0,1.0,REILLANNE,1589,0,1,0,0,0,04,04REILLANNE,4160,2018
nan,0,1.0,RIEZ,1825,1,6,0,0,0,04,04RIEZ,4166,2018
nan,0,1.0,UVERNET FOURS,582,1,1,0,0,0,04,04UVERNET FOURS,4226,2018
nan,0,1.0,VALENSOLE,3206,1,0,0,0,0,04,04VALENSOLE,4230,2018
nan,0,1.0,VILLENEUVE,4048,2,1,0,0,0,04,04VILLENEUVE,4242,2018
nan,0,1.0,VOLX,3134,1,0,0,0,0,04,04VOLX,4245,2018
5,Hautes-Alpes,0.0,NAN,0,0,0,0,0,0,05,05NAN,0,2018
nan,0,1.0,AIGUILLES EN QUEYRAS,428,0,2,0,0,0,05,05AIGUILLES EN QUEYRAS,0,2018
nan,0,1.0,BARATIER,593,0,1,0,0,0,05,05BARATIER,5012,2018
nan,0,1.0,BRIANCON,11950,8,4,0,0,0,05,05BRIANCON,5023,2018
nan,0,1.0,EMBRUN,6174,2,4,0,0,0,05,05EMBRUN,5046,2018
nan,0,1.0,GAP,40805,15,6,0,0,0,05,05GAP,5061,2018
nan,0,1.0,GUILLESTRE,2314,0,1,0,0,0,05,05GUILLESTRE,5065,2018
nan,0,1.0,ARGENTIERE LA BESSEE,2293,0,1,0,0,0,05,05ARGENTIERE LA BESSEE,5006,2018
nan,0,1.0,GRAVE,484,0,1,0,0,0,05,05GRAVE,5063,2018
nan,0,1.0,SALLE LES ALPES,1012,2,2,0,0,0,05,05SALLE LES ALPES,5161,2018
nan,0,1.0,LARAGNE MONTEGLIN,3485,1,1,0,0,0,05,05LARAGNE MONTEGLIN,5070,2018
nan,0,1.0,DEVOLUY,990,0,2,0,0,0,05,05DEVOLUY,5139,2018
nan,0,1.0,MONETIER LES BAINS,1040,2,1,0,0,0,05,05MONETIER LES BAINS,5079,2018
nan,0,1.0,ORRES,575,1,4,0,0,0,05,05ORRES,5098,2018
nan,0,1.0,MONTGENEVRE,483,0,4,0,0,0,05,05MONTGENEVRE,5085,2018
nan,0,1.0,PRUNIERES,298,0,0,1,0,0,05,05PRUNIERES,5106,2018
nan,0,1.0,PUY SAINT VINCENT,284,0,5,0,0,0,05,05PUY SAINT VINCENT,5110,2018
nan,0,1.0,RISOUL,641,0,6,0,0,0,05,05RISOUL,5119,2018
nan,0,1.0,SAINT ANDRE D EMBRUN,646,0,0,1,0,0,05,05SAINT ANDRE D EMBRUN,5128,2018
nan,0,1.0,SAINT BONNET EN CHAMPSAUR,2025,0,1,0,0,0,05,05SAINT BONNET EN CHAMPSAUR,5132,2018
nan,0,1.0,SAINT CHAFFREY,1635,2,3,0,0,0,05,05SAINT CHAFFREY,5133,2018
nan,0,1.0,VEYNES,3161,1,2,0,0,0,05,05VEYNES,5179,2018
nan,0,1.0,VILLARD D ARENE,322,0,1,0,0,0,05,05VILLARD D ARENE,0,2018
nan,0,1.0,VILLARD SAINT PANCRACE,1471,0,1,0,0,0,05,05VILLARD SAINT PANCRACE,0,2018
6,Alpes Maritimes,0.0,NAN,0,0,0,0,0,0,06,06NAN,0,2018
nan,0,1.0,ANTIBES JUAN LES PINS,75731,79,12,0,2,2,06,06ANTIBES JUAN LES PINS,0,2018
nan,0,1.0,BAR SUR LOUP,3041,2,1,0,0,0,06,06BAR SUR LOUP,6010,2018
nan,0,1.0,BEAULIEU SUR MER,3749,8,1,0,0,0,06,06BEAULIEU SUR MER,6011,2018
nan,0,1.0,BEAUSOLEIL,13800,20,9,0,2,2,06,06BEAUSOLEIL,6012,2018
nan,0,1.0,BIOT,9800,15,0,0,0,0,06,06BIOT,6018,2018
nan,0,1.0,BREIL SUR ROYA,2217,1,0,0,0,0,06,06BREIL SUR ROYA,6023,2018
nan,0,1.0,CAGNES SUR MER,50000,35,15,0,0,0,06,06CAGNES SUR MER,6027,2018
nan,0,1.0,CANNES,74152,191,48,0,10,10,06,06CANNES,6029,2018
nan,0,1.0,CANNET,43037,68,26,0,0,0,06,06CANNET,6030,2018
nan,0,1.0,CAP D AIL,4727,3,5,0,0,0,06,06CAP D AIL,6032,2018
nan,0,1.0,CARROS,13000,17,0,0,0,0,06,06CARROS,6033,2018
nan,0,1.0,CHATEAUNEUF DE GRASSE,3300,1,0,1,0,0,06,06CHATEAUNEUF DE GRASSE,0,2018
nan,0,1.0,COLOMARS,3377,2,1,0,0,0,06,06COLOMARS,6046,2018
nan,0,1.0,EZE,2498,5,2,0,0,0,06,06EZE,6059,2018
nan,0,1.0,FALICON,2011,1,1,1,0,0,06,06FALICON,6060,2018
nan,0,1.0,GRASSE,51580,53,12,0,1,1,06,06GRASSE,6069,2018
nan,0,1.0,ISOLA,697,1,0,0,0,0,06,06ISOLA,6073,2018
nan,0,1.0,COLLE SUR LOUP,8000,7,3,0,0,0,06,06COLLE SUR LOUP,6044,2018
nan,0,1.0,GAUDE,6800,4,0,0,0,0,06,06GAUDE,6065,2018
nan,0,1.0,TRINITE,10500,12,4,0,0,0,06,06TRINITE,6149,2018
nan,0,1.0,TURBIE,3100,5,0,0,0,0,06,06TURBIE,6150,2018
nan,0,1.0,ROURET,4200,2,0,0,0,0,06,06ROURET,6112,2018
nan,0,1.0,TIGNET,3063,2,0,0,0,0,06,06TIGNET,6140,2018
nan,0,1.0,LEVENS,4826,1,0,0,0,0,06,06LEVENS,6075,2018
nan,0,1.0,MANDELIEU LA NAPOULE,22381,40,11,0,0,0,06,06MANDELIEU LA NAPOULE,6079,2018
nan,0,1.0,PEILLE,2353,1,0,0,0,0,06,06PEILLE,6091,2018
nan,0,1.0,PEYMEINADE,8300,6,1,0,0,0,06,06PEYMEINADE,6095,2018
nan,0,1.0,ROQUEBRUNE CAP MARTIN,13000,16,11,0,0,0,06,06ROQUEBRUNE CAP MARTIN,6104,2018
nan,0,1.0,ROQUETTE SUR SIAGNE,5744,3,3,0,0,0,06,06ROQUETTE SUR SIAGNE,6108,2018
nan,0,1.0,ROQUEFORT LES PINS,6600,3,2,0,0,0,06,06ROQUEFORT LES PINS,6105,2018
nan,0,1.0,SAINT ANDRE DE LA ROCHE,5300,3,2,0,0,0,06,06SAINT ANDRE DE LA ROCHE,6114,2018
nan,0,1.0,SAINT CEZAIRE SUR SIAGNE,4000,2,1,0,0,0,06,06SAINT CEZAIRE SUR SIAGNE,6118,2018
nan,0,1.0,SAINT JEAN CAP FERRAT,1800,8,1,0,0,0,06,06SAINT JEAN CAP FERRAT,6121,2018
nan,0,1.0,SAINT JEANNET,4200,4,0,0,0,0,06,06SAINT JEANNET,6122,2018
nan,0,1.0,SAINT LAURENT DU VAR,30000,37,13,0,0,0,06,06SAINT LAURENT DU VAR,6123,2018
nan,0,1.0,SAINT MARTIN VESUBIE,1400,1,0,0,0,0,06,06SAINT MARTIN VESUBIE,6127,2018
nan,0,1.0,SAINT PAUL DE VENCE,3441,6,1,0,0,0,06,06SAINT PAUL DE VENCE,6128,2018
nan,0,1.0,SOSPEL,0,0,0,0,0,0,06,06SOSPEL,6136,2018
nan,0,1.0,THEOULE SUR MER,1501,2,4,1,0,0,06,06THEOULE SUR MER,6138,2018
nan,0,1.0,TOURRETTE LEVENS,4884,2,0,0,0,0,06,06TOURRETTE LEVENS,6147,2018
nan,0,1.0,TOURRETTE SUR LOUP,4000,1,1,1,0,0,06,06TOURRETTE SUR LOUP,0,2018
nan,0,1.0,VALBONNE,13734,18,4,0,1,1,06,06VALBONNE,6152,2018
nan,0,1.0,VALDEBLORE,0,0,0,0,0,0,06,06VALDEBLORE,6153,2018
nan,0,1.0,VALLAURIS GOLFE JUAN,26787,37,6,0,0,0,06,06VALLAURIS GOLFE JUAN,0,2018
nan,0,1.0,VENCE,18536,22,0,0,0,0,06,06VENCE,6157,2018
nan,0,1.0,VILLEFRANCHE SUR MER,5400,14,4,0,0,0,06,06VILLEFRANCHE SUR MER,6159,2018
nan,0,1.0,VILLENEUVE LOUBET,14844,28,5,0,0,0,06,06VILLENEUVE LOUBET,6161,2018
7,Ardèche,0.0,NAN,0,0,0,0,0,0,07,07NAN,0,2018
nan,0,1.0,ALBA LA ROMAINE,1419,0,1,0,0,0,07,07ALBA LA ROMAINE,7005,2018
nan,0,1.0,ANNONAY,17000,8,0,1,0,0,07,07ANNONAY,7010,2018
nan,0,1.0,AUBENAS,12645,6,2,0,0,0,07,07AUBENAS,7019,2018
nan,0,1.0,BALAZUC,376,0,2,0,0,0,07,07BALAZUC,7023,2018
nan,0,1.0,BEAUCHASTEL,1900,1,0,0,0,0,07,07BEAUCHASTEL,7027,2018
nan,0,1.0,BOULIEU LES ANNONAY,2300,1,0,0,0,0,07,07BOULIEU LES ANNONAY,7041,2018
nan,0,1.0,BOURG SAINT ANDEOL,7367,4,0,0,0,0,07,07BOURG SAINT ANDEOL,7042,2018
nan,0,1.0,CHARMES SUR RHONE,3000,1,0,0,0,0,07,07CHARMES SUR RHONE,7055,2018
nan,0,1.0,CHOMERAC,3200,0,0,1,0,0,07,07CHOMERAC,7066,2018
nan,0,1.0,CRUAS,3069,1,0,0,0,0,07,07CRUAS,7076,2018
nan,0,1.0,DAVEZIEUX,3200,1,0,0,0,0,07,07DAVEZIEUX,7078,2018
nan,0,1.0,GUILHERAND GRANGES,11600,6,0,0,0,0,07,07GUILHERAND GRANGES,7102,2018
nan,0,1.0,JOYEUSE,1749,1,1,0,0,0,07,07JOYEUSE,7110,2018
nan,0,1.0,LABEGUDE,1400,0,1,0,0,0,07,07LABEGUDE,7116,2018
nan,0,1.0,LACHAMP RAPHAEL,74,0,0,1,0,0,07,07LACHAMP RAPHAEL,7120,2018
nan,0,1.0,LAMASTRE,2405,0,0,1,0,0,07,07LAMASTRE,7129,2018
nan,0,1.0,LAVILLEDIEU,2149,0,2,0,0,0,07,07LAVILLEDIEU,7138,2018
nan,0,1.0,CHEYLARD,3252,1,0,0,0,0,07,07CHEYLARD,7064,2018
nan,0,1.0,POUZIN,2850,2,0,0,0,0,07,07POUZIN,7181,2018
nan,0,1.0,PRIVAS,8729,3,3,0,0,0,07,07PRIVAS,7186,2018
nan,0,1.0,RUOMS,2300,1,4,0,0,0,07,07RUOMS,7201,2018
nan,0,1.0,SAINT ETIENNE DE FONTBELLON,2759,0,1,0,0,0,07,07SAINT ETIENNE DE FONTBELLON,7231,2018
nan,0,1.0,SAINT JEAN DE MUZOLS,2400,0,1,0,0,0,07,07SAINT JEAN DE MUZOLS,7245,2018
nan,0,1.0,SAINT LAURENT DU PAPE,1620,0,1,0,0,0,07,07SAINT LAURENT DU PAPE,7261,2018
nan,0,1.0,SAINT MARCEL D ARDECHE,2410,0,1,0,0,0,07,07SAINT MARCEL D ARDECHE,7264,2018
nan,0,1.0,SAINT MARTIN D ARDECHE,1000,0,1,1,0,0,07,07SAINT MARTIN D ARDECHE,7268,2018
nan,0,1.0,SAINT PAUL LE JEUNE,983,0,1,0,0,0,07,07SAINT PAUL LE JEUNE,7280,2018
nan,0,1.0,SAINT PERAY,7800,3,0,0,0,0,07,07SAINT PERAY,7281,2018
nan,0,1.0,SARRAS,2177,0,1,0,0,0,07,07SARRAS,7308,2018
nan,0,1.0,TEIL,8793,2,2,0,0,0,07,07TEIL,7319,2018
nan,0,1.0,TOURNON SUR RHONE,11423,5,0,0,0,0,07,07TOURNON SUR RHONE,7324,2018
nan,0,1.0,VALLEES D ANTRAIGUES ASPERJOC,968,0,1,0,0,0,07,07VALLEES D ANTRAIGUES ASPERJOC,7011,2018
nan,0,1.0,VALLON PONT D ARC,2500,1,1,0,0,0,07,07VALLON PONT D ARC,7330,2018
8,Ardennes,0.0,NAN,0,0,0,0,0,0,08,08NAN,0,2018
nan,0,1.0,ARDENNES THIERACHE,6000,2,0,0,0,0,08,08ARDENNES THIERACHE,0,2018
nan,0,1.0,BOGNY SUR MEUSE,5250,1,0,1,0,0,08,08BOGNY SUR MEUSE,8081,2018
nan,0,1.0,CARIGNAN,2900,2,0,0,0,0,08,08CARIGNAN,8090,2018
nan,0,1.0,CHARLEVILLE MEZIERES,48000,34,6,0,0,0,08,08CHARLEVILLE MEZIERES,8105,2018
nan,0,1.0,CHOOZ,760,1,0,0,0,0,08,08CHOOZ,8122,2018
nan,0,1.0,DONCHERY,2200,1,0,0,0,0,08,08DONCHERY,8142,2018
nan,0,1.0,FLOING,2449,1,0,0,0,0,08,08FLOING,8174,2018
nan,0,1.0,FROMELENNES,1068,1,0,0,0,0,08,08FROMELENNES,8183,2018
nan,0,1.0,FUMAY,3534,3,0,0,0,0,08,08FUMAY,8185,2018
nan,0,1.0,GESPUNSART,1069,1,0,0,0,0,08,08GESPUNSART,8188,2018
nan,0,1.0,GIVET,6920,6,1,0,0,0,08,08GIVET,8190,2018
nan,0,1.0,GUE D HOSSUS,525,0,0,1,0,0,08,08GUE D HOSSUS,8202,2018
nan,0,1.0,HAM SUR MEUSE,250,0,0,1,0,0,08,08HAM SUR MEUSE,8207,2018
nan,0,1.0,HAYBES,1950,1,0,0,0,0,08,08HAYBES,8222,2018
