CODGEO,Année,Nombre d habitants,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de chiens de patrouille de police municipale,somme_ligne
29239,2017,3354.0,2,2.0,0,0,4.0
29239,2018,3439.0,2,2.0,0,0,4.0
29241,2017,7608.0,1,0.0,0,0,1.0
29241,2018,7780.0,1,0.0,0,0,1.0
29259,2017,6584.0,2,1.0,0,0,3.0
29259,2018,6838.0,2,1.0,0,0,3.0
29260,2017,8101.0,2,0.0,0,0,2.0
29260,2018,8097.0,2,0.0,0,0,2.0
29274,2017,5402.0,0,0.0,1,0,1.0
29274,2018,5400.0,0,0.0,1,0,1.0
29279,2017,2985.0,1,0.0,0,0,1.0
29279,2018,3079.0,1,0.0,0,0,1.0
29284,2017,2404.0,0,1.0,0,0,1.0
29284,2018,2506.0,0,1.0,0,0,1.0
29293,2017,7043.0,2,0.0,0,0,2.0
29293,2018,7300.0,2,1.0,0,0,3.0
30003,2017,8471.0,22,5.0,1,0,28.0
30003,2018,8471.0,19,5.0,1,0,25.0
30004,2017,3257.0,3,0.0,0,0,3.0
30004,2018,3257.0,4,0.0,0,0,4.0
30020,2017,2435.0,1,0.0,0,0,1.0
30020,2018,2435.0,1,0.0,0,0,1.0
30028,2017,18649.0,18,0.0,1,0,19.0
30028,2018,18648.0,18,8.0,0,0,26.0
30032,2017,16269.0,26,2.0,0,0,28.0
30032,2018,16269.0,23,3.0,0,1,27.0
30033,2017,4731.0,3,3.0,0,1,7.0
30033,2018,4731.0,1,1.0,0,0,2.0
30034,2017,6948.0,5,1.0,0,0,6.0
30034,2018,6948.0,4,2.0,0,0,6.0
30036,2017,3330.0,2,1.0,0,0,3.0
30036,2018,3330.0,2,0.0,0,0,2.0
30037,2017,2939.0,3,2.0,0,0,5.0
30037,2018,2939.0,3,1.0,0,0,4.0
30039,2017,2297.0,2,0.0,0,0,2.0
30039,2018,2297.0,2,0.0,0,0,2.0
30047,2017,6444.0,6,1.0,0,0,7.0
30047,2018,6444.0,4,1.0,4,0,9.0
30060,2017,4041.0,3,1.0,4,0,8.0
30060,2018,4041.0,4,0.0,0,0,4.0
30061,2017,2141.0,2,2.0,0,0,4.0
30061,2018,2141.0,2,0.0,0,0,2.0
30062,2017,5550.0,3,0.0,0,0,3.0
30062,2018,5550.0,2,1.0,0,0,3.0
30083,2017,2471.0,2,0.0,1,0,3.0
30083,2018,2471.0,2,0.0,1,0,3.0
30085,2017,1153.0,1,0.0,1,0,2.0
30085,2018,1153.0,1,0.0,0,0,1.0
30089,2017,1782.0,2,0.0,0,0,2.0
30089,2018,1782.0,2,1.0,0,0,3.0
30117,2017,2925.0,2,0.0,3,0,5.0
30117,2018,2925.0,2,0.0,1,0,3.0
30123,2017,3745.0,4,0.0,1,0,5.0
30123,2018,3745.0,4,0.0,1,0,5.0
30125,2017,4863.0,5,1.0,0,0,6.0
30125,2018,4863.0,4,0.0,0,0,4.0
30135,2017,3732.0,2,1.0,0,0,3.0
30135,2018,3722.0,2,1.0,0,0,3.0
30138,2017,2200.0,1,0.0,0,0,1.0
30138,2018,2200.0,1,0.0,0,0,1.0
30156,2017,8741.0,6,0.0,0,0,6.0
30156,2018,8741.0,5,0.0,0,0,5.0
30166,2017,2598.0,3,2.0,0,0,5.0
30166,2018,2598.0,2,1.0,0,0,3.0
30169,2017,5839.0,6,0.0,0,0,6.0
30169,2018,5839.0,6,0.0,0,0,6.0
30189,2017,153889.0,168,1.0,0,0,169.0
30189,2018,153889.0,177,24.0,0,4,205.0
30202,2017,10512.0,21,27.0,0,4,52.0
30202,2018,10512.0,18,2.0,0,0,20.0
30206,2017,3989.0,4,0.0,1,0,5.0
30206,2018,3989.0,4,1.0,0,0,5.0
30209,2017,4318.0,2,2.0,0,0,4.0
30209,2018,4318.0,3,0.0,1,0,4.0
30210,2017,3192.0,3,1.0,0,0,4.0
30210,2018,3192.0,3,0.0,0,0,3.0
30211,2017,4167.0,2,0.0,1,0,3.0
30211,2018,4167.0,2,1.0,0,0,3.0
30217,2017,7682.0,6,1.0,0,0,7.0
30217,2018,7682.0,5,1.0,0,0,6.0
30221,2017,5533.0,7,0.0,0,0,7.0
30221,2018,5533.0,6,0.0,0,0,6.0
30222,2017,186.0,0,1.0,0,0,1.0
30255,2017,3006.0,4,1.0,0,0,5.0
30255,2018,3006.0,4,1.0,0,0,5.0
30258,2017,13609.0,21,1.0,0,0,22.0
30258,2018,13609.0,18,3.0,1,0,22.0
30259,2017,4274.0,1,0.0,1,0,2.0
30259,2018,4274.0,1,0.0,0,0,1.0
30263,2017,4049.0,4,0.0,0,0,4.0
30263,2018,4049.0,3,0.0,0,0,3.0
30269,2017,2777.0,2,2.0,0,0,4.0
30269,2018,2777.0,2,1.0,0,0,3.0
30276,2017,3503.0,4,0.0,1,0,5.0
30276,2018,3503.0,4,1.0,0,0,5.0
30278,2017,2944.0,1,0.0,0,0,1.0
30278,2018,2944.0,1,0.0,0,0,1.0
30284,2017,4415.0,2,0.0,0,0,2.0
30284,2018,4415.0,2,1.0,0,0,3.0
30294,2017,5247.0,2,0.0,1,0,3.0
30294,2018,5247.0,2,0.0,0,0,2.0
30295,2017,3118.0,2,1.0,0,0,3.0
30295,2018,3118.0,1,1.0,0,0,2.0
30312,2017,2016.0,1,0.0,0,0,1.0
30312,2018,2016.0,1,0.0,0,1,2.0
30315,2017,2055.0,1,1.0,1,0,3.0
30315,2018,2055.0,1,0.0,0,0,1.0
30321,2017,4814.0,5,0.0,0,0,5.0
30321,2018,4814.0,5,2.0,0,0,7.0
30333,2017,4307.0,5,0.0,1,0,6.0
30333,2018,4307.0,5,1.0,0,0,6.0
30334,2017,8912.0,10,1.0,0,0,11.0
30334,2018,8912.0,8,3.0,0,0,11.0
30336,2017,1398.0,1,1.0,0,0,2.0
30336,2018,1398.0,1,0.0,0,0,1.0
30341,2017,11635.0,20,0.0,0,0,20.0
30341,2018,11635.0,16,2.0,1,0,19.0
30344,2017,5127.0,7,1.0,0,0,8.0
30344,2018,5127.0,6,1.0,0,0,7.0
30347,2017,1454.0,1,1.0,0,0,2.0
30347,2018,1454.0,1,0.0,0,0,1.0
30351,2017,11949.0,21,2.0,0,0,23.0
30351,2018,11949.0,23,4.0,0,0,27.0
30356,2017,3102.0,1,1.0,1,0,3.0
30356,2018,3102.0,1,0.0,0,0,1.0
31004,2017,2600.0,0,1.0,0,0,1.0
31004,2018,2690.0,0,1.0,0,0,1.0
31022,2017,8200.0,4,0.0,0,0,4.0
31022,2018,8484.0,5,0.0,0,0,5.0
31032,2017,7000.0,2,0.0,0,0,2.0
31032,2018,7500.0,2,0.0,0,0,2.0
31033,2017,9557.0,5,1.0,0,0,6.0
31033,2018,9723.0,5,1.0,0,0,6.0
31036,2017,1460.0,1,0.0,0,0,1.0
31036,2018,1553.0,1,0.0,0,0,1.0
31042,2017,2400.0,7,0.0,0,0,7.0
31042,2018,2537.0,7,0.0,0,0,7.0
31044,2017,15319.0,7,3.0,0,0,10.0
31044,2018,17000.0,7,3.0,0,0,10.0
31048,2017,3357.0,1,1.0,0,0,2.0
31048,2018,3400.0,1,1.0,0,0,2.0
31056,2017,6600.0,2,0.0,0,0,2.0
31056,2018,6800.0,2,0.0,0,0,2.0
31066,2017,4200.0,3,0.0,1,0,4.0
31066,2018,4100.0,3,0.0,1,0,4.0
31069,2017,26000.0,21,1.0,0,0,22.0
31069,2018,26000.0,20,2.0,0,0,22.0
31079,2017,4600.0,1,1.0,0,0,2.0
31079,2018,4500.0,1,1.0,0,0,2.0
31091,2017,5526.0,3,2.0,0,0,5.0
31091,2018,5736.0,3,0.0,0,0,3.0
31094,2017,2850.0,2,0.0,0,0,2.0
31094,2018,2800.0,2,0.0,0,0,2.0
31106,2017,2443.0,0,0.0,1,0,1.0
31106,2018,2443.0,0,0.0,1,0,1.0
31107,2017,5619.0,4,1.0,0,0,5.0
31107,2018,5726.0,4,0.0,0,0,4.0
31113,2017,12640.0,6,0.0,0,0,6.0
31113,2018,12830.0,6,0.0,0,0,6.0
31116,2017,11000.0,9,1.0,0,0,10.0
31116,2018,11000.0,9,1.0,0,0,10.0
31118,2017,6200.0,3,0.0,0,0,3.0
31118,2018,6200.0,4,0.0,0,0,4.0
31145,2017,2935.0,0,1.0,0,0,1.0
31145,2018,2960.0,0,1.0,0,0,1.0
31149,2017,38541.0,10,4.0,0,0,14.0
31149,2018,39200.0,16,15.0,0,0,31.0
31150,2017,7000.0,3,0.0,0,0,3.0
31150,2018,6618.0,3,0.0,0,0,3.0
31157,2017,17600.0,6,0.0,0,0,6.0
31157,2018,17600.0,6,0.0,0,0,6.0
31163,2017,2600.0,1,0.0,0,0,1.0
31163,2018,2600.0,1,0.0,0,0,1.0
31165,2017,6140.0,2,0.0,0,0,2.0
31165,2018,6197.0,2,0.0,0,0,2.0
31169,2017,6500.0,2,1.0,0,0,3.0
31169,2018,6500.0,2,1.0,0,0,3.0
31182,2017,5300.0,4,0.0,0,0,4.0
31182,2018,5128.0,3,0.0,0,0,3.0
31184,2017,1940.0,1,0.0,0,0,1.0
31184,2018,1959.0,1,0.0,0,0,1.0
31186,2017,2991.0,0,1.0,0,0,1.0
31186,2018,2956.0,0,1.0,0,0,1.0
31187,2017,11988.0,5,0.0,0,0,5.0
31187,2018,12000.0,5,0.0,0,0,5.0
31188,2017,5663.0,1,1.0,0,0,2.0
31188,2018,5877.0,1,1.0,0,0,2.0
31203,2017,9051.0,1,3.0,0,0,4.0
31203,2018,9088.0,2,2.0,0,1,5.0
31205,2017,3000.0,0,1.0,0,0,1.0
31205,2018,3000.0,0,1.0,0,0,1.0
31227,2017,850.0,0,0.0,1,0,1.0
31227,2018,868.0,0,0.0,1,0,1.0
31230,2017,3605.0,2,1.0,0,0,3.0
31230,2018,3755.0,2,1.0,0,0,3.0
31248,2017,5698.0,2,0.0,0,0,2.0
31248,2018,5938.0,2,0.0,0,0,2.0
31254,2017,4548.0,4,1.0,0,0,5.0
31254,2018,4200.0,4,1.0,0,0,5.0
31259,2017,2200.0,0,0.0,1,0,1.0
31259,2018,2096.0,0,0.0,1,0,1.0
31263,2017,2933.0,0,0.0,1,0,1.0
31263,2018,2769.0,0,0.0,1,0,1.0
31273,2017,2881.0,1,0.0,0,0,1.0
31273,2018,2807.0,1,0.0,0,0,1.0
31282,2017,8880.0,3,0.0,0,0,3.0
31282,2018,8900.0,3,0.0,0,0,3.0
31286,2017,642.0,0,0.0,1,0,1.0
31286,2018,652.0,0,0.0,1,0,1.0
31291,2017,10000.0,1,2.0,0,0,3.0
31291,2018,10000.0,1,2.0,0,0,3.0
31293,2017,3500.0,2,1.0,1,0,4.0
31293,2018,3500.0,2,1.0,1,0,4.0
31299,2017,3647.0,0,1.0,0,0,1.0
31299,2018,3711.0,0,1.0,0,0,1.0
31303,2017,3018.0,0,1.0,0,0,1.0
31303,2018,3079.0,1,1.0,0,0,2.0
31320,2017,1081.0,0,1.0,0,0,1.0
31320,2018,1052.0,0,1.0,0,0,1.0
31341,2017,5000.0,2,0.0,0,0,2.0
31341,2018,5200.0,3,0.0,0,0,3.0
31346,2017,1100.0,1,0.0,0,0,1.0
31346,2018,1100.0,1,0.0,0,0,1.0
31351,2017,4500.0,2,0.0,0,0,2.0
31351,2018,4538.0,2,0.0,0,0,2.0
31358,2017,3400.0,1,0.0,0,0,1.0
31358,2018,3381.0,1,0.0,0,0,1.0
31375,2017,3161.0,2,0.0,0,0,2.0
31375,2018,3096.0,3,0.0,0,0,3.0
31381,2017,2222.0,1,0.0,0,0,1.0
31381,2018,2222.0,1,0.0,0,0,1.0
31389,2017,4023.0,3,0.0,0,0,3.0
31389,2018,4200.0,3,0.0,0,0,3.0
31395,2017,26038.0,10,2.0,0,0,12.0
31395,2018,25961.0,14,0.0,0,0,14.0
31396,2017,3800.0,1,0.0,0,0,1.0
31396,2018,3858.0,1,0.0,0,0,1.0
31417,2017,8564.0,2,0.0,0,0,2.0
31417,2018,8564.0,2,0.0,0,0,2.0
31420,2017,2825.0,1,0.0,0,0,1.0
31420,2018,2822.0,1,0.0,0,0,1.0
31421,2017,4499.0,2,0.0,0,0,2.0
31421,2018,4457.0,2,0.0,0,0,2.0
31424,2017,18196.0,6,2.0,0,0,8.0
31424,2018,18581.0,4,2.0,0,0,6.0
31446,2017,14000.0,2,1.0,0,0,3.0
31446,2018,13389.0,3,1.0,0,0,4.0
31451,2017,9700.0,5,0.0,0,0,5.0
31451,2018,9800.0,5,0.0,0,0,5.0
31454,2017,3606.0,2,1.0,0,0,3.0
31454,2018,3601.0,2,0.0,0,0,2.0
31455,2017,2621.0,1,0.0,0,0,1.0
31455,2018,2626.0,1,0.0,0,0,1.0
31459,2017,730.0,0,0.0,1,0,1.0
31459,2018,703.0,0,0.0,1,0,1.0
31460,2017,4235.0,0,1.0,0,0,1.0
31460,2018,4163.0,0,1.0,0,0,1.0
31462,2017,2013.0,1,0.0,0,0,1.0
31462,2018,4557.0,1,0.0,0,0,1.0
31464,2017,314.0,0,0.0,1,0,1.0
31464,2018,314.0,0,0.0,1,0,1.0
31483,2017,11000.0,7,1.0,0,0,8.0
31483,2018,11920.0,7,1.0,0,0,8.0
31488,2017,10500.0,4,0.0,0,0,4.0
31488,2018,10878.0,4,0.0,0,0,4.0
31490,2017,6400.0,4,1.0,0,0,5.0
31490,2018,5300.0,4,0.0,0,0,4.0
31499,2017,9378.0,3,1.0,0,0,4.0
31499,2018,9539.0,3,1.0,0,0,4.0
31506,2017,11631.0,5,0.0,0,0,5.0
31506,2018,11766.0,6,0.0,0,0,6.0
31516,2017,1799.0,0,0.0,1,0,1.0
31516,2018,1799.0,0,0.0,1,0,1.0
31523,2017,1922.0,2,1.0,0,0,3.0
31523,2018,1926.0,2,1.0,0,0,3.0
31526,2017,7512.0,4,0.0,0,0,4.0
31526,2018,7512.0,3,1.0,0,0,4.0
31541,2017,3195.0,1,0.0,0,0,1.0
31541,2018,3305.0,1,0.0,0,0,1.0
31547,2017,8715.0,1,0.0,0,0,1.0
31547,2018,8910.0,1,0.0,0,0,1.0
31555,2017,471941.0,314,39.0,0,10,363.0
31555,2018,471941.0,330,44.0,0,6,380.0
31557,2017,27300.0,6,0.0,0,0,6.0
31557,2018,27300.0,6,0.0,0,0,6.0
31565,2017,903.0,0,0.0,1,0,1.0
31565,2018,903.0,0,0.0,1,0,1.0
31572,2017,2638.0,1,0.0,0,0,1.0
31572,2018,3634.0,1,0.0,0,0,1.0
31573,2017,3513.0,2,0.0,0,0,2.0
31573,2018,3600.0,2,0.0,0,0,2.0
31574,2017,2784.0,1,0.0,0,0,1.0
31574,2018,2839.0,1,0.0,0,0,1.0
31578,2017,924.0,0,1.0,0,0,1.0
31578,2018,906.0,0,1.0,0,0,1.0
31582,2017,4300.0,3,1.0,0,0,4.0
31582,2018,4200.0,4,0.0,0,0,4.0
31584,2017,4975.0,3,0.0,0,0,3.0
31584,2018,5700.0,3,0.0,0,0,3.0
31588,2017,9397.0,3,1.0,0,0,4.0
31588,2018,9591.0,3,1.0,0,0,4.0
32013,2017,21943.0,7,4.0,0,0,11.0
32013,2018,21943.0,7,3.0,0,0,10.0
32096,2017,1661.0,1,0.0,0,0,1.0
32096,2018,1661.0,1,0.0,0,0,1.0
32107,2017,6695.0,3,0.0,0,0,3.0
32107,2018,6695.0,4,0.0,0,0,4.0
32119,2017,3896.0,2,0.0,0,0,2.0
32119,2018,3896.0,2,0.0,0,0,2.0
32132,2017,6181.0,2,2.0,0,0,4.0
32132,2018,6181.0,2,1.0,0,0,3.0
32147,2017,2973.0,1,2.0,0,0,3.0
32147,2018,2973.0,1,2.0,0,0,3.0
32160,2017,8568.0,1,0.0,0,0,1.0
32160,2018,8568.0,2,0.0,0,0,2.0
32208,2017,3710.0,1,1.0,0,0,2.0
32208,2018,3710.0,1,1.0,0,0,2.0
32249,2017,2149.0,0,1.0,0,0,1.0
32249,2018,2149.0,0,1.0,0,0,1.0
32256,2017,3483.0,3,0.0,0,0,3.0
32256,2018,3483.0,3,0.0,0,0,3.0
32296,2017,1980.0,1,0.0,0,0,1.0
32296,2018,1980.0,1,0.0,0,0,1.0
32426,2017,1100.0,0,1.0,0,0,1.0
32426,2018,1100.0,0,1.0,0,0,1.0
32462,2017,3488.0,0,2.0,0,0,2.0
32462,2018,3488.0,0,1.0,0,0,1.0
33005,2017,11926.0,9,4.0,0,0,13.0
33005,2018,12247.0,10,0.0,0,0,10.0
33009,2017,11188.0,13,3.0,0,0,16.0
33009,2018,11500.0,15,3.0,0,0,18.0
33011,2017,6243.0,6,0.0,0,0,6.0
33011,2018,6243.0,6,0.0,0,0,6.0
33015,2017,1983.0,0,1.0,0,0,1.0
33015,2018,2000.0,0,1.0,0,0,1.0
33019,2017,7200.0,2,0.0,0,0,2.0
33019,2018,7400.0,2,1.0,0,0,3.0
33029,2017,5409.0,2,0.0,0,0,2.0
33029,2018,5466.0,2,0.0,0,0,2.0
33032,2017,7094.0,3,0.0,0,0,3.0
33032,2018,7013.0,3,0.0,0,0,3.0
33036,2017,4734.0,1,0.0,1,0,2.0
33036,2018,5000.0,2,1.0,0,0,3.0
33051,2017,10000.0,5,2.0,0,0,7.0
33051,2018,10700.0,5,1.0,0,0,6.0
33056,2017,15463.0,3,0.0,0,0,3.0
33056,2018,16000.0,4,0.0,0,0,4.0
33058,2017,4665.0,2,0.0,0,0,2.0
33058,2018,4856.0,2,0.0,0,0,2.0
33063,2017,250776.0,114,44.0,0,0,158.0
33063,2018,254475.0,130,25.0,0,0,155.0
33065,2017,3500.0,1,0.0,0,0,1.0
33065,2018,3621.0,1,0.0,0,0,1.0
33066,2017,103.0,0,0.0,1,0,1.0
33066,2018,95.0,0,0.0,1,0,1.0
33067,2017,2182.0,1,0.0,0,0,1.0
33067,2018,2230.0,1,0.0,0,0,1.0
33069,2017,24000.0,4,0.0,0,0,4.0
33069,2018,24000.0,4,0.0,0,0,4.0
33075,2017,18000.0,7,0.0,0,0,7.0
33075,2018,18000.0,7,0.0,0,0,7.0
33080,2017,6043.0,2,0.0,0,0,2.0
33080,2018,6178.0,2,0.0,0,0,2.0
33090,2017,5477.0,1,0.0,0,0,1.0
33090,2018,5583.0,1,0.0,0,0,1.0
33096,2017,7500.0,2,0.0,0,0,2.0
33096,2018,8000.0,2,0.0,0,0,2.0
33138,2017,8705.0,3,3.0,0,0,6.0
33138,2018,8500.0,3,4.0,0,0,7.0
33140,2017,4600.0,0,1.0,0,0,1.0
33140,2018,4700.0,0,1.0,0,0,1.0
33157,2017,782.0,0,1.0,0,0,1.0
33157,2018,795.0,0,1.0,0,0,1.0
33162,2017,22864.0,2,0.0,0,0,2.0
33162,2018,24107.0,2,0.0,0,0,2.0
33167,2017,17000.0,4,0.0,0,0,4.0
33167,2018,17000.0,12,0.0,0,1,13.0
33177,2017,2275.0,0,1.0,0,0,1.0
33177,2018,2300.0,0,0.0,1,0,1.0
33185,2017,2002.0,1,0.0,0,0,1.0
33185,2018,2003.0,1,0.0,0,0,1.0
33192,2017,25719.0,0,3.0,0,0,3.0
33192,2018,25719.0,0,2.0,0,0,2.0
33193,2017,1340.0,1,0.0,0,0,1.0
33193,2018,1370.0,2,0.0,0,0,2.0
33198,2017,1641.0,0,1.0,0,0,1.0
33198,2018,1586.0,0,1.0,0,0,1.0
33199,2017,22000.0,9,1.0,0,0,10.0
33199,2018,21435.0,10,0.0,0,0,10.0
33200,2017,10790.0,3,0.0,0,0,3.0
33200,2018,11162.0,3,0.0,0,0,3.0
33203,2017,3432.0,2,1.0,0,0,3.0
33203,2018,3532.0,2,1.0,0,0,3.0
33207,2017,5677.0,2,1.0,0,0,3.0
33207,2018,5677.0,4,0.0,0,0,4.0
33227,2017,7396.0,4,0.0,0,0,4.0
33227,2018,8000.0,4,0.0,0,0,4.0
33229,2017,10000.0,4,1.0,0,0,5.0
33229,2018,6753.0,4,2.0,0,0,6.0
33234,2017,3352.0,0,1.0,0,0,1.0
33234,2018,3400.0,0,1.0,0,0,1.0
33236,2017,8200.0,10,8.0,0,0,18.0
33236,2018,8000.0,9,9.0,0,0,18.0
33238,2017,10100.0,2,2.0,0,0,4.0
33238,2018,10000.0,2,0.0,0,0,2.0
33240,2017,5699.0,2,1.0,0,0,3.0
33240,2018,5850.0,3,0.0,0,0,3.0
33243,2017,25522.0,12,6.0,0,0,18.0
33243,2018,248820.0,13,5.0,0,0,18.0
33249,2017,21128.0,6,0.0,0,0,6.0
33249,2018,22130.0,7,0.0,0,0,7.0
33281,2017,71000.0,19,3.0,0,0,22.0
33281,2018,71000.0,19,3.0,0,0,22.0
33284,2017,9170.0,2,0.0,0,0,2.0
33284,2018,11000.0,3,0.0,0,0,3.0
33293,2017,3147.0,1,0.0,0,0,1.0
33293,2018,3200.0,1,0.0,0,0,1.0
33297,2017,1834.0,0,0.0,1,0,1.0
33297,2018,1835.0,0,0.0,1,0,1.0
33300,2017,1046.0,0,4.0,0,0,4.0
33300,2018,1046.0,0,4.0,0,0,4.0
33318,2017,63000.0,13,2.0,0,0,15.0
33318,2018,63000.0,19,2.0,0,0,21.0
33324,2017,4455.0,2,0.0,0,0,2.0
33324,2018,4357.0,2,0.0,0,0,2.0
33333,2017,2800.0,2,0.0,0,0,2.0
33333,2018,3200.0,2,0.0,0,0,2.0
33334,2017,2615.0,1,0.0,0,0,1.0
33334,2018,2650.0,1,0.0,0,0,1.0
33352,2017,4091.0,3,0.0,0,0,3.0
33352,2018,4367.0,3,0.0,0,0,3.0
33363,2017,4000.0,1,0.0,0,0,1.0
33363,2018,4300.0,1,0.0,0,0,1.0
33366,2017,7234.0,3,2.0,0,0,5.0
33366,2018,11127.0,2,2.0,1,0,5.0
33389,2017,3095.0,1,0.0,0,0,1.0
33389,2018,3025.0,1,0.0,0,0,1.0
33393,2017,5387.0,1,1.0,0,0,2.0
33393,2018,5475.0,1,1.0,0,0,2.0
33394,2017,1941.0,2,1.0,0,0,3.0
33394,2018,1975.0,2,2.0,0,0,4.0
33397,2017,4644.0,3,0.0,0,0,3.0
33397,2018,4700.0,3,1.0,0,0,4.0
33402,2017,2451.0,3,0.0,0,0,3.0
33402,2018,2500.0,4,0.0,0,0,4.0
33417,2017,2700.0,0,1.0,0,0,1.0
33417,2018,2814.0,1,0.0,0,0,1.0
33422,2017,7500.0,3,0.0,0,0,3.0
33422,2018,8000.0,4,0.0,0,0,4.0
33424,2017,4583.0,1,1.0,0,0,2.0
33424,2018,4800.0,1,1.0,0,0,2.0
33433,2017,9700.0,2,0.0,0,0,2.0
33433,2018,9700.0,2,0.0,0,0,2.0
33434,2017,2237.0,1,0.0,0,0,1.0
33434,2018,2158.0,1,0.0,0,0,1.0
33449,2017,31235.0,6,0.0,0,0,6.0
33449,2018,32000.0,7,0.0,0,0,7.0
33473,2017,2077.0,1,0.0,0,0,1.0
33473,2018,3193.0,1,0.0,0,0,1.0
33483,2017,4626.0,1,0.0,0,0,1.0
33483,2018,4651.0,1,0.0,0,0,1.0
33498,2017,7000.0,2,0.0,0,0,2.0
33498,2018,7400.0,1,0.0,0,0,1.0
33514,2017,2647.0,6,0.0,0,2,8.0
33514,2018,2744.0,5,1.0,0,1,7.0
33519,2017,10000.0,3,0.0,0,0,3.0
33519,2018,10000.0,3,0.0,0,0,3.0
33521,2017,730.0,0,1.0,0,0,1.0
33521,2018,730.0,0,0.0,1,0,1.0
33522,2017,43000.0,12,11.0,0,0,23.0
33522,2018,41571.0,12,9.0,0,0,21.0
33527,2017,7837.0,2,0.0,0,0,2.0
33527,2018,7884.0,2,0.0,0,0,2.0
33529,2017,26400.0,19,4.0,0,1,24.0
33529,2018,27000.0,19,5.0,0,1,25.0
33533,2017,2541.0,1,0.0,0,0,1.0
33533,2018,2617.0,1,0.0,0,0,1.0
33539,2017,3812.0,2,1.0,0,0,3.0
33539,2018,4000.0,2,1.0,0,0,3.0
33540,2017,2442.0,2,3.0,0,0,5.0
33540,2018,2600.0,1,2.0,0,0,3.0
33541,2017,950.0,1,0.0,0,0,1.0
33541,2018,991.0,0,1.0,0,0,1.0
33550,2017,31967.0,9,0.0,0,0,9.0
33550,2018,33091.0,8,0.0,0,0,8.0
33555,2017,4700.0,2,0.0,0,0,2.0
33555,2018,4800.0,2,0.0,0,0,2.0
34001,2017,1670.0,0,1.0,0,0,1.0
34001,2018,1670.0,0,1.0,0,0,1.0
34002,2017,1124.0,0,1.0,0,0,1.0
34002,2018,1124.0,0,1.0,0,0,1.0
34003,2017,26512.0,51,9.0,3,2,65.0
34003,2018,26512.0,56,9.0,3,2,70.0
34010,2017,2950.0,2,0.0,0,0,2.0
34010,2018,2947.0,2,0.0,0,0,2.0
34022,2017,7105.0,5,0.0,0,0,5.0
34022,2018,7105.0,5,0.0,0,0,5.0
34023,2017,6851.0,7,1.0,0,0,8.0
34023,2018,6851.0,11,0.0,0,0,11.0
34024,2017,2611.0,2,1.0,0,0,3.0
34024,2018,2611.0,2,1.0,0,0,3.0
34025,2017,1944.0,1,0.0,0,0,1.0
34025,2018,1944.0,1,0.0,0,0,1.0
34028,2017,6366.0,8,1.0,0,0,9.0
34028,2018,6366.0,8,1.0,0,0,9.0
34031,2017,4857.0,3,0.0,0,0,3.0
34031,2018,4857.0,2,1.0,0,0,3.0
34037,2017,3413.0,2,5.0,0,0,7.0
34037,2018,3413.0,2,5.0,0,0,7.0
34038,2017,1609.0,1,0.0,0,0,1.0
34038,2018,1609.0,2,0.0,0,0,2.0
34039,2017,1724.0,1,1.0,0,0,2.0
34039,2018,1724.0,1,0.0,0,0,1.0
34051,2017,3493.0,1,0.0,0,0,1.0
34051,2018,3558.0,1,0.0,0,0,1.0
34052,2017,3210.0,3,0.0,0,0,3.0
34052,2018,3210.0,2,0.0,0,0,2.0
34056,2017,1173.0,1,0.0,0,0,1.0
34056,2018,1173.0,1,0.0,0,0,1.0
34057,2017,19504.0,19,7.0,0,2,28.0
34057,2018,19504.0,19,6.0,0,0,25.0
34058,2017,6041.0,4,0.0,0,0,4.0
34058,2018,6041.0,4,0.0,0,0,4.0
34063,2017,2588.0,2,1.0,0,0,3.0
34063,2018,2588.0,2,1.0,0,0,3.0
34068,2017,408.0,0,1.0,0,0,1.0
34068,2018,408.0,0,1.0,0,0,1.0
34069,2017,4925.0,4,0.0,0,0,4.0
34069,2018,4925.0,5,0.0,0,0,5.0
34073,2017,2349.0,1,1.0,0,0,2.0
34073,2018,2349.0,1,0.0,0,0,1.0
34074,2017,2240.0,0,0.0,1,0,1.0
34074,2018,2240.0,0,0.0,1,0,1.0
34077,2017,5426.0,4,0.0,0,0,4.0
34077,2018,5426.0,4,0.0,0,0,4.0
34078,2017,1423.0,1,0.0,0,0,1.0
34078,2018,1423.0,1,0.0,0,0,1.0
34081,2017,2397.0,2,0.0,0,0,2.0
34081,2018,2397.0,2,0.0,0,0,2.0
34082,2017,1453.0,1,0.0,0,0,1.0
34082,2018,1800.0,1,0.0,0,0,1.0
34084,2017,1738.0,1,0.0,0,0,1.0
34084,2018,1738.0,1,0.0,0,0,1.0
34088,2017,5790.0,3,0.0,0,0,3.0
34088,2018,5790.0,4,0.0,0,0,4.0
34090,2017,9220.0,7,0.0,0,0,7.0
34090,2018,9220.0,7,0.0,0,0,7.0
34095,2017,6739.0,6,1.0,0,0,7.0
34095,2018,6739.0,6,0.0,0,0,6.0
34101,2017,5073.0,3,0.0,0,0,3.0
34101,2018,5073.0,3,0.0,0,0,3.0
34108,2017,22771.0,21,3.0,0,0,24.0
34108,2018,22771.0,21,2.0,1,0,24.0
34109,2017,853.0,1,0.0,0,0,1.0
34109,2018,853.0,1,0.0,0,0,1.0
34111,2017,3916.0,3,0.0,0,0,3.0
34111,2018,4077.0,3,0.0,0,0,3.0
