Dep,Nom Ville,Nombre d habitants,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de maîtres chiens de police municipale,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année
nan,NEUBOURG,4397,4,0,0,0,0,27,27NEUBOURG,27428,2017
nan,VAUDREUIL,3794,1,1,0,0,0,27,27VAUDREUIL,27528,2017
nan,MANOIR,1208,0,0,1,0,0,27,27MANOIR,27386,2017
nan,ANDELYS,8354,4,0,0,0,0,27,27ANDELYS,27016,2017
nan,LOUVIERS,19081,6,2,0,0,0,27,27LOUVIERS,27375,2017
nan,PACY SUR EURE,5433,2,1,0,0,0,27,27PACY SUR EURE,27448,2017
nan,PITRES,2498,1,0,0,0,0,27,27PITRES,27458,2017
nan,PONT AUDEMER,9231,6,2,0,0,0,27,27PONT AUDEMER,27467,2017
nan,PONT DE L ARCHE,4235,1,1,0,0,0,27,27PONT DE L ARCHE,27469,2017
nan,ROMILLY SUR ANDELLE,3270,2,0,0,0,0,27,27ROMILLY SUR ANDELLE,27493,2017
nan,RUGLES,2388,1,0,0,0,0,27,27RUGLES,27502,2017
nan,SAINT ANDRE DE L EURE,4078,2,0,0,0,0,27,27SAINT ANDRE DE L EURE,27507,2017
nan,SAINT AUBIN SUR GAILLON,1875,0,0,1,0,0,27,27SAINT AUBIN SUR GAILLON,27517,2017
nan,SAINT MARCEL,4764,1,1,0,0,0,27,27SAINT MARCEL,27562,2017
nan,SAINT SEBASTIEN DE MORSENT,5846,2,0,0,0,0,27,27SAINT SEBASTIEN DE MORSENT,27602,2017
nan,SERQUIGNY,2076,0,1,0,0,0,27,27SERQUIGNY,27622,2017
nan,THIBERVILLE,1889,0,1,0,0,0,27,27THIBERVILLE,27629,2017
nan,VAL DE REUIL,13584,9,0,0,0,0,27,27VAL DE REUIL,27701,2017
nan,VAL D HAZEY,5612,7,0,0,0,0,27,27VAL D HAZEY,27022,2017
nan,VERNEUIL D AVRE ET D ITON,8605,5,1,0,0,0,27,27VERNEUIL D AVRE ET D ITON,27679,2017
nan,VERNON,24798,10,6,0,2,1,27,27VERNON,27681,2017
Chartres,AUNEAU BLEURY SAINT SYMPHORIEN,5641,2,1,0,0,0,28,28AUNEAU BLEURY SAINT SYMPHORIEN,28015,2017
nan,BONNEVAL,4715,2,1,0,0,0,28,28BONNEVAL,28051,2017
nan,BROU,3510,2,0,0,0,0,28,28BROU,28061,2017
nan,CHARTRES,40675,23,7,0,0,0,28,28CHARTRES,28085,2017
nan,CHATEAUDUN,14445,11,4,0,0,0,28,28CHATEAUDUN,28088,2017
nan,CHATEAUNEUF EN THYMERAIS,2640,1,0,0,0,0,28,28CHATEAUNEUF EN THYMERAIS,28089,2017
nan,COURVILLE SUR EURE,2810,1,0,0,0,0,28,28COURVILLE SUR EURE,28116,2017
nan,DREUX,31822,14,2,0,0,0,28,28DREUX,28134,2017
nan,EPERNON,5498,3,1,0,0,0,28,28EPERNON,28140,2017
nan,GALLARDON,3652,2,0,0,0,0,28,28GALLARDON,28168,2017
nan,HANCHES,2685,1,0,0,0,0,28,28HANCHES,28191,2017
nan,ILLIERS COMBRAY,3170,1,0,0,0,0,28,28ILLIERS COMBRAY,28196,2017
nan,JANVILLE,1828,1,0,0,0,0,28,28JANVILLE,28199,2017
nan,LOUPE,3630,1,0,0,0,0,28,28LOUPE,28214,2017
nan,COUDRAY,4133,1,0,0,0,0,28,28COUDRAY,28110,2017
nan,LEVES,5901,2,0,0,0,0,28,28LEVES,28209,2017
nan,LUCE,16599,9,0,0,1,1,28,28LUCE,28218,2017
nan,LUISANT,7124,2,0,0,0,0,28,28LUISANT,28220,2017
nan,MAINTENON,4439,1,0,0,0,0,28,28MAINTENON,28227,2017
nan,MAINVILLIERS,10471,6,2,0,0,0,28,28MAINVILLIERS,28229,2017
nan,NOGENT LE ROI,4200,1,0,0,0,0,28,28NOGENT LE ROI,28279,2017
nan,NOGENT LE ROTROU,11356,3,1,0,0,0,28,28NOGENT LE ROTROU,28280,2017
nan,PIERRES,2801,1,0,0,0,0,28,28PIERRES,28298,2017
nan,TOURY,2670,1,0,0,0,0,28,28TOURY,28391,2017
nan,VERNOUILLET,11986,5,0,0,0,0,28,28VERNOUILLET,28404,2017
nan,VILLAGES VOVEENS,3845,2,1,0,0,0,28,28VILLAGES VOVEENS,28422,2017
nan,VILLEMEUX SUR EURE,1657,1,0,0,0,0,28,28VILLEMEUX SUR EURE,28415,2017
Finistère (29),AUDIERNE,3708,0,1,0,0,0,29,29AUDIERNE,29003,2017
Quimper,BENODET,3505,1,0,0,0,0,29,29BENODET,29006,2017
nan,BREST,139163,0,17,0,0,0,29,29BREST,29019,2017
nan,BRIEC,5625,2,0,0,0,0,29,29BRIEC,29020,2017
nan,CARANTEC,3149,1,0,0,0,0,29,29CARANTEC,29023,2017
nan,CARHAIX PLOUGUER,7305,1,0,0,0,0,29,29CARHAIX PLOUGUER,29024,2017
nan,CHATEAULIN,5227,1,0,0,0,0,29,29CHATEAULIN,29026,2017
nan,CHATEAUNEUF DU FAOU,3690,1,0,0,0,0,29,29CHATEAUNEUF DU FAOU,29027,2017
nan,CLEDER,3770,1,0,0,0,0,29,29CLEDER,29030,2017
nan,CLOHARS CARNOET,4315,1,0,0,0,0,29,29CLOHARS CARNOET,29031,2017
nan,COMBRIT,4011,1,0,0,0,0,29,29COMBRIT,29037,2017
nan,CONCARNEAU,19182,0,2,0,0,0,29,29CONCARNEAU,29039,2017
nan,CONQUET,2662,1,1,0,0,0,29,29CONQUET,29040,2017
nan,CROZON,7601,1,0,0,0,0,29,29CROZON,29042,2017
nan,DOUARNENEZ,14208,2,0,0,0,0,29,29DOUARNENEZ,29046,2017
nan,FORET FOUESNANT,3289,0,1,0,0,0,29,29FORET FOUESNANT,29057,2017
nan,FOUESNANT,9569,3,0,0,0,0,29,29FOUESNANT,29058,2017
nan,GOUESNOU,6009,2,0,0,0,0,29,29GOUESNOU,29061,2017
nan,GUILVINEC,2704,0,2,0,0,0,29,29GUILVINEC,29072,2017
nan,GUIPAVAS,14418,0,1,0,0,0,29,29GUIPAVAS,29075,2017
nan,LANDERNEAU,15746,3,1,0,0,0,29,29LANDERNEAU,29103,2017
nan,LANDIVISIAU,9079,4,0,0,0,0,29,29LANDIVISIAU,29105,2017
nan,LANNILIS,5473,1,0,0,0,0,29,29LANNILIS,29117,2017
nan,LESNEVEN,7290,2,0,0,0,0,29,29LESNEVEN,29124,2017
nan,LOCMARIA PLOUZANE,4987,1,0,0,0,0,29,29LOCMARIA PLOUZANE,29130,2017
nan,LOCTUDY,4029,1,0,0,0,0,29,29LOCTUDY,29135,2017
nan,MOELAN SUR MER,6874,2,0,0,0,0,29,29MOELAN SUR MER,29150,2017
nan,MORLAIX,14830,4,2,0,0,0,29,29MORLAIX,29151,2017
nan,NEVEZ,2654,1,1,0,0,0,29,29NEVEZ,29153,2017
nan,OUESSANT,846,0,0,1,0,0,29,29OUESSANT,29155,2017
nan,PLABENNEC,8326,1,0,0,0,0,29,29PLABENNEC,29160,2017
nan,PLEYBEN,3743,1,0,0,0,0,29,29PLEYBEN,29162,2017
nan,PLOBANNALEC LESCONIL,3440,1,0,0,0,0,29,29PLOBANNALEC LESCONIL,29165,2017
nan,PLOUDALMEZEAU,6306,1,1,0,0,0,29,29PLOUDALMEZEAU,29178,2017
nan,PLOUESCAT,3471,1,0,0,0,0,29,29PLOUESCAT,29185,2017
nan,PLOUGASNOU,2999,1,0,0,0,0,29,29PLOUGASNOU,29188,2017
nan,PLOUGASTEL DAOULAS,13436,1,0,0,0,0,29,29PLOUGASTEL DAOULAS,29189,2017
nan,PLOUGONVELIN,4083,1,0,0,0,0,29,29PLOUGONVELIN,29190,2017
nan,PLOUGUERNEAU,6490,3,0,0,0,0,29,29PLOUGUERNEAU,29195,2017
nan,PLOUHINEC,4011,1,3,0,0,0,29,29PLOUHINEC,29197,2017
nan,PLOURIN LES MORLAIX,4368,0,1,0,0,0,29,29PLOURIN LES MORLAIX,29207,2017
nan,PLOUVIEN,3727,1,0,0,0,0,29,29PLOUVIEN,29209,2017
nan,PLOUZANE,12543,1,0,0,0,0,29,29PLOUZANE,29212,2017
nan,PLUGUFFAN,4005,0,0,0,0,0,29,29PLUGUFFAN,29216,2017
nan,PONT AVEN,2823,1,0,0,0,0,29,29PONT AVEN,29217,2017
nan,PONT L ABBE,80206,2,0,0,0,0,29,29PONT L ABBE,29220,2017
nan,POULLAN SUR MER,1523,0,0,1,0,0,29,29POULLAN SUR MER,29226,2017
nan,QUIMPER,63508,0,11,0,0,0,29,29QUIMPER,29232,2017
nan,QUIMPERLE,12018,3,0,0,0,0,29,29QUIMPERLE,29233,2017
nan,RELECQ KERHUON,11470,1,0,0,0,0,29,29RELECQ KERHUON,29235,2017
nan,RIEC SUR BELON,4165,0,1,0,0,0,29,29RIEC SUR BELON,29236,2017
nan,ROSCOFF,3354,2,2,0,0,0,29,29ROSCOFF,29239,2017
nan,ROSPORDEN,7608,1,0,0,0,0,29,29ROSPORDEN,29241,2017
nan,SAINT POL DE LEON,6584,2,1,0,0,0,29,29SAINT POL DE LEON,29259,2017
nan,SAINT RENAN,8101,2,0,0,0,0,29,29SAINT RENAN,29260,2017
nan,SCAER,5402,0,0,1,0,0,29,29SCAER,29274,2017
nan,TAULE,2985,1,0,0,0,0,29,29TAULE,29279,2017
nan,TREFFIAGAT,2404,0,1,0,0,0,29,29TREFFIAGAT,29284,2017
nan,TREGUNC,7043,2,0,0,0,0,29,29TREGUNC,29293,2017
Gard (30),AIGUES MORTES,8471,22,5,1,0,0,30,30AIGUES MORTES,30003,2017
Nîmes,AIGUES VIVES,3257,3,0,0,0,0,30,30AIGUES VIVES,30004,2017
nan,AIGUEZE,216,0,0,1,0,0,30,30AIGUEZE,30005,2017
nan,AIMARGUES,5499,4,1,0,0,0,30,30AIMARGUES,30006,2017
nan,ALES,40733,43,11,3,0,0,30,30ALES,30007,2017
nan,ANDUZE,3525,3,0,3,0,0,30,30ANDUZE,30010,2017
nan,ARAMON,4224,5,0,0,0,0,30,30ARAMON,30012,2017
nan,AUBAIS,2671,1,1,0,0,0,30,30AUBAIS,30019,2017
nan,AUBORD,2435,1,0,0,0,0,30,30AUBORD,30020,2017
nan,BAGARD,2695,0,0,0,0,0,30,30BAGARD,30027,2017
nan,BAGNOLS SUR CEZE,18649,18,0,1,0,0,30,30BAGNOLS SUR CEZE,30028,2017
nan,BARJAC,1603,0,8,2,0,0,30,30BARJAC,30029,2017
nan,BEAUCAIRE,16269,26,2,0,0,0,30,30BEAUCAIRE,30032,2017
nan,BEAUVOISIN,4731,3,3,0,1,1,30,30BEAUVOISIN,30033,2017
nan,BELLEGARDE,6948,5,1,0,0,0,30,30BELLEGARDE,30034,2017
nan,BERNIS,3330,2,1,0,0,0,30,30BERNIS,30036,2017
nan,BESSEGES,2939,3,2,0,0,0,30,30BESSEGES,30037,2017
nan,BEZOUCE,2297,2,0,0,0,0,30,30BEZOUCE,30039,2017
nan,BOISSET ET GAUJAC,2592,0,0,0,0,0,30,30BOISSET ET GAUJAC,30042,2017
nan,BOUILLARGUES,6444,6,1,0,0,0,30,30BOUILLARGUES,30047,2017
nan,CAISSARGUES,4041,3,1,4,0,0,30,30CAISSARGUES,30060,2017
nan,CALVISSON,5550,3,0,0,0,0,30,30CALVISSON,30062,2017
nan,CARSAN,666,0,1,0,0,0,30,30CARSAN,30070,2017
nan,CASTILLON DU GARD,1786,0,1,0,0,0,30,30CASTILLON DU GARD,30073,2017
nan,CHAMBORIGAUD,834,0,1,0,0,0,30,30CHAMBORIGAUD,30080,2017
nan,CODOGNAN,2471,2,0,1,0,0,30,30CODOGNAN,30083,2017
nan,CODOLET,696,0,0,1,0,0,30,30CODOLET,30084,2017
nan,COLLIAS,1153,1,0,1,0,0,30,30COLLIAS,30085,2017
nan,COMPS,1782,2,0,0,0,0,30,30COMPS,30089,2017
nan,CRUVIERS LASCOURS,714,0,0,0,0,0,30,30CRUVIERS LASCOURS,30100,2017
nan,DOMAZAN,928,0,1,0,0,0,30,30DOMAZAN,30103,2017
nan,FOURQUES,2925,2,0,3,0,0,30,30FOURQUES,30117,2017
nan,GAGNIERES,1200,0,4,0,0,0,30,30GAGNIERES,30120,2017
nan,GALLARGUES LE MONTUEUX,3745,4,0,1,0,0,30,30GALLARGUES LE MONTUEUX,30123,2017
nan,GARONS,4863,5,1,0,0,0,30,30GARONS,30125,2017
nan,GENERAC,4102,3,0,1,0,0,30,30GENERAC,30128,2017
nan,GOUDARGUES,1128,0,0,0,0,0,30,30GOUDARGUES,30131,2017
nan,JONQUIERES SAINT VINCENT,3732,2,1,0,0,0,30,30JONQUIERES SAINT VINCENT,30135,2017
nan,CALMETTE,2141,2,2,0,0,0,30,30CALMETTE,30061,2017
nan,LANGLADE,2200,1,0,0,0,0,30,30LANGLADE,30138,2017
nan,CAILAR,2447,2,0,0,0,0,30,30CAILAR,30059,2017
nan,GRAU DU ROI,8508,26,0,0,0,0,30,30GRAU DU ROI,30133,2017
nan,VIGAN,4061,3,0,0,0,0,30,30VIGAN,30350,2017
nan,ANGLES,8646,6,9,0,1,1,30,30ANGLES,30011,2017
nan,LIRAC,906,0,1,0,0,0,30,30LIRAC,30149,2017
nan,MANDUEL,6805,6,0,0,0,0,30,30MANDUEL,30155,2017
nan,MARGUERITTES,8741,6,0,0,0,0,30,30MARGUERITTES,30156,2017
nan,MEYNES,2598,3,2,0,0,0,30,30MEYNES,30166,2017
nan,MILHAUD,5839,6,0,0,0,0,30,30MILHAUD,30169,2017
nan,MOLIERES SUR CEZE,1463,1,0,2,0,0,30,30MOLIERES SUR CEZE,30171,2017
nan,MONS,3260,0,0,1,0,0,30,30MONS,30173,2017
nan,MONTAREN ET SAINT MEDIERS,1488,0,1,0,0,0,30,30MONTAREN ET SAINT MEDIERS,30174,2017
nan,MONTFRIN,3260,4,0,2,0,0,30,30MONTFRIN,30179,2017
nan,MOUSSAC,1451,0,0,1,0,0,30,30MOUSSAC,30184,2017
nan,NIMES,153889,168,1,0,0,0,30,30NIMES,30189,2017
nan,PARIGNARGUES,597,0,1,0,0,0,30,30PARIGNARGUES,30193,2017
nan,PONT SAINT ESPRIT,10512,21,27,0,7,4,30,30PONT SAINT ESPRIT,30202,2017
nan,POULX,3989,4,0,1,0,0,30,30POULX,30206,2017
nan,PUJAUT,4318,2,2,0,0,0,30,30PUJAUT,30209,2017
nan,QUISSAC,3192,3,1,0,0,0,30,30QUISSAC,30210,2017
nan,REDESSAN,4167,2,0,1,0,0,30,30REDESSAN,30211,2017
nan,REMOULINS,2358,0,0,0,0,0,30,30REMOULINS,30212,2017
nan,ROCHEFORT DU GARD,7682,6,1,0,0,0,30,30ROCHEFORT DU GARD,30217,2017
nan,RODILHAN,3102,1,1,1,0,0,30,30RODILHAN,30356,2017
nan,ROQUE SUR CEZE,186,0,1,0,0,0,30,30ROQUE SUR CEZE,30222,2017
nan,ROQUEMAURE,5533,7,0,0,0,0,30,30ROQUEMAURE,30221,2017
nan,SAINT ALEXANDRE,1211,0,1,0,0,0,30,30SAINT ALEXANDRE,30226,2017
nan,SAINT AMBROIX,3238,4,0,1,0,0,30,30SAINT AMBROIX,30227,2017
nan,SAINT CHAPTES,1879,0,0,0,0,0,30,30SAINT CHAPTES,30241,2017
nan,SAINT DIONISY,1022,0,2,0,0,0,30,30SAINT DIONISY,30249,2017
nan,SAINT GENIES DE COMOLAS,1942,0,0,0,0,0,30,30SAINT GENIES DE COMOLAS,30254,2017
nan,SAINT GENIES DE MALGOIRES,3006,4,1,0,0,0,30,30SAINT GENIES DE MALGOIRES,30255,2017
nan,SAINT GERVASY,1891,0,1,0,0,0,30,30SAINT GERVASY,30257,2017
nan,SAINT GILLES,13609,21,1,0,0,0,30,30SAINT GILLES,30258,2017
nan,SAINT HILAIRE D OZILHAN,1062,0,3,1,1,1,30,30SAINT HILAIRE D OZILHAN,30260,2017
nan,SAINT HILAIRE DE BRETHMAS,4274,1,0,1,0,0,30,30SAINT HILAIRE DE BRETHMAS,30259,2017
nan,SAINT HIPPOLYTE DU FORT,4049,4,0,0,0,0,30,30SAINT HIPPOLYTE DU FORT,30263,2017
nan,SAINT JEAN DU GARD,2777,2,2,0,0,0,30,30SAINT JEAN DU GARD,30269,2017
nan,SAINT JULIEN DE PEYROLAS,1389,0,0,0,0,0,30,30SAINT JULIEN DE PEYROLAS,30273,2017
nan,SAINT JULIEN LES ROSIERS,3408,1,1,0,0,0,30,30SAINT JULIEN LES ROSIERS,30274,2017
nan,SAINT LAURENT D AIGOUZE,3503,4,0,1,0,0,30,30SAINT LAURENT D AIGOUZE,30276,2017
nan,SAINT LAURENT DES ARBRES,2944,1,0,0,0,0,30,30SAINT LAURENT DES ARBRES,30278,2017
nan,SAINT MAMERT DU GARD,1632,0,1,0,0,0,30,30SAINT MAMERT DU GARD,30281,2017
nan,SAINT MARTIN DE VALGALGUES,4415,2,0,0,0,0,30,30SAINT MARTIN DE VALGALGUES,30284,2017
nan,SAINT NAZAIRE,1237,0,1,0,0,0,30,30SAINT NAZAIRE,30288,2017
nan,SAINT PAULET DE CAISSON,1834,0,0,1,0,0,30,30SAINT PAULET DE CAISSON,30290,2017
nan,SAINT PRIVAT DES VIEUX,5247,2,0,1,0,0,30,30SAINT PRIVAT DES VIEUX,30294,2017
nan,SAINT QUENTIN LA POTERIE,3118,2,1,0,0,0,30,30SAINT QUENTIN LA POTERIE,30295,2017
nan,SAINTE ANASTASIE,1695,0,1,0,0,0,30,30SAINTE ANASTASIE,30228,2017
nan,SALINDRES,3362,1,0,0,0,0,30,30SALINDRES,30305,2017
nan,SALINDRES,3362,1,0,1,0,0,30,30SALINDRES,30305,2017
nan,SAUVE,1965,0,0,1,0,0,30,30SAUVE,30311,2017
nan,SAUVETERRE,2016,1,0,0,0,0,30,30SAUVETERRE,30312,2017
nan,SAZE,2055,1,1,1,0,0,30,30SAZE,30315,2017
nan,SOMMIERES,4814,5,0,0,0,0,30,30SOMMIERES,30321,2017
nan,SUMENE,1617,0,0,0,0,0,30,30SUMENE,30325,2017
nan,TAVEL,1975,0,2,1,0,1,30,30TAVEL,30326,2017
nan,TRESQUES,1839,0,1,0,0,0,30,30TRESQUES,30331,2017
nan,UCHAUD,4307,5,0,1,0,0,30,30UCHAUD,30333,2017
nan,UZES,8912,10,1,0,0,0,30,30UZES,30334,2017
nan,VALLABREGUES,1398,1,1,0,0,0,30,30VALLABREGUES,30336,2017
nan,VAUVERT,11635,20,0,0,0,0,30,30VAUVERT,30341,2017
nan,VERGEZE,5127,7,1,0,0,0,30,30VERGEZE,30344,2017
nan,VERS PONT DU GARD,1916,0,2,1,0,0,30,30VERS PONT DU GARD,30346,2017
nan,VESTRIC ET CANDIAC,1454,1,1,0,0,0,30,30VESTRIC ET CANDIAC,30347,2017
nan,VILLENEUVE LES AVIGNON,11949,21,2,0,0,0,30,30VILLENEUVE LES AVIGNON,30351,2017
Haute Garonne (31),ASPET,989,0,2,0,0,0,31,31ASPET,31020,2017
Toulouse,AUCAMVILLE,8200,4,0,0,0,0,31,31AUCAMVILLE,31022,2017
nan,AURAGNE,435,0,0,1,0,0,31,31AURAGNE,31024,2017
nan,AUSSONNE,7000,2,0,0,0,0,31,31AUSSONNE,31032,2017
nan,AUTERIVE,9557,5,1,0,0,0,31,31AUTERIVE,31033,2017
nan,AUZEVILLE TOLOSANE,4439,1,0,0,0,0,31,31AUZEVILLE TOLOSANE,31035,2017
nan,AUZIELLE,1460,1,0,0,0,0,31,31AUZIELLE,31036,2017
nan,AYGUESVIVES,2600,0,1,0,0,0,31,31AYGUESVIVES,31004,2017
nan,BAGNERES DE LUCHON,2400,7,0,0,0,0,31,31BAGNERES DE LUCHON,31042,2017
nan,BALMA,15319,7,3,0,0,0,31,31BALMA,31044,2017
nan,BAZIEGE,3357,1,1,0,0,0,31,31BAZIEGE,31048,2017
nan,BEAUZELLE,6600,2,0,0,0,0,31,31BEAUZELLE,31056,2017
nan,BESSIERES,4200,3,0,1,0,0,31,31BESSIERES,31066,2017
nan,BLAGNAC,26000,21,1,0,0,0,31,31BLAGNAC,31069,2017
nan,BONREPOS SUR AUSSONNELLE,1170,0,1,0,0,0,31,31BONREPOS SUR AUSSONNELLE,31075,2017
nan,BOULOC,4600,1,1,0,0,0,31,31BOULOC,31079,2017
nan,BRUGUIERES,5526,3,2,0,0,0,31,31BRUGUIERES,31091,2017
nan,BUZET SUR TARN,2850,2,0,0,0,0,31,31BUZET SUR TARN,31094,2017
nan,CARAMAN,2443,0,0,1,0,0,31,31CARAMAN,31106,2017
nan,CARBONNE,5619,4,1,0,0,0,31,31CARBONNE,31107,2017
nan,CASTANET TOLOSAN,12640,6,0,0,0,0,31,31CASTANET TOLOSAN,31113,2017
nan,CASTELGINEST,11000,9,1,0,0,0,31,31CASTELGINEST,31116,2017
nan,CASTELNAU D ESTRETEFONDS,6200,3,0,0,0,0,31,31CASTELNAU D ESTRETEFONDS,31118,2017
nan,CINTEGABELLE,2935,0,1,0,0,0,31,31CINTEGABELLE,31145,2017
nan,COLOMIERS,38541,10,4,0,0,0,31,31COLOMIERS,31149,2017
nan,CORNEBARRIEU,7000,3,0,0,0,0,31,31CORNEBARRIEU,31150,2017
nan,CUGNAUX,17600,6,0,0,0,0,31,31CUGNAUX,31157,2017
nan,DREMIL LAFAGE,2600,1,0,0,0,0,31,31DREMIL LAFAGE,31163,2017
nan,EAUNES,6140,2,0,0,0,0,31,31EAUNES,31165,2017
nan,ESCALQUENS,6500,2,1,0,0,0,31,31ESCALQUENS,31169,2017
nan,ESTANCARBON,617,0,0,1,0,0,31,31ESTANCARBON,31175,2017
nan,FENOUILLET,5300,4,0,0,0,0,31,31FENOUILLET,31182,2017
nan,FLOURENS,1940,1,0,0,0,0,31,31FLOURENS,31184,2017
nan,FONBEAUZARD,2991,0,1,0,0,0,31,31FONBEAUZARD,31186,2017
nan,FONSORBES,11988,5,0,0,0,0,31,31FONSORBES,31187,2017
nan,FONTENILLES,5663,1,1,0,0,0,31,31FONTENILLES,31188,2017
nan,FRONTON,6009,2,1,0,0,0,31,31FRONTON,31202,2017
nan,FROUZINS,9051,1,3,0,0,0,31,31FROUZINS,31203,2017
nan,GAGNAC SUR GARONNE,3000,0,1,0,0,0,31,31GAGNAC SUR GARONNE,31205,2017
nan,GOYRANS,850,0,0,1,0,0,31,31GOYRANS,31227,2017
nan,GRATENTOUR,3605,2,1,0,0,0,31,31GRATENTOUR,31230,2017
nan,ISLE EN DODON,1800,1,0,0,0,0,31,31ISLE EN DODON,31239,2017
nan,UNION,11900,5,0,0,0,0,31,31UNION,31561,2017
nan,SALVETAT SAINT GILLES,7512,4,0,0,0,0,31,31SALVETAT SAINT GILLES,31526,2017
nan,LABARTHE SUR LEZE,5698,2,0,0,0,0,31,31LABARTHE SUR LEZE,31248,2017
nan,LABEGE,4548,4,1,0,0,0,31,31LABEGE,31254,2017
nan,LACROIX FALGARDE,2200,0,0,1,0,0,31,31LACROIX FALGARDE,31259,2017
nan,LAGARDELLE SUR LEZE,2933,0,0,1,0,0,31,31LAGARDELLE SUR LEZE,31263,2017
nan,LAPEYROUSE FOSSAT,2881,1,0,0,0,0,31,31LAPEYROUSE FOSSAT,31273,2017
nan,LAUNAGUET,8880,3,0,0,0,0,31,31LAUNAGUET,31282,2017
nan,LAVELANET DE COMMINGES,642,0,0,1,0,0,31,31LAVELANET DE COMMINGES,31286,2017
nan,VERNET,2784,1,0,0,0,0,31,31VERNET,31574,2017
nan,LEGUEVIN,10000,1,2,0,0,0,31,31LEGUEVIN,31291,2017
nan,LESPINASSE,3500,2,1,1,0,0,31,31LESPINASSE,31293,2017
nan,LHERM,3647,0,1,0,0,0,31,31LHERM,31299,2017
nan,LONGAGES,3018,0,1,0,0,0,31,31LONGAGES,31303,2017
nan,LUSSAN ADEILHAC,228,0,0,1,0,0,31,31LUSSAN ADEILHAC,31309,2017
nan,MARQUEFAVE,1081,0,1,0,0,0,31,31MARQUEFAVE,31320,2017
nan,MERVILLE,5000,2,0,0,0,0,31,31MERVILLE,31341,2017
nan,MIREPOIX SUR TARN,1100,1,0,0,0,0,31,31MIREPOIX SUR TARN,31346,2017
nan,MONDONVILLE,4500,2,0,0,0,0,31,31MONDONVILLE,31351,2017
nan,MONTASTRUC LA CONSEILLERE,3400,1,0,0,0,0,31,31MONTASTRUC LA CONSEILLERE,31358,2017
nan,MONTESQUIEU VOLVESTRE,3161,2,0,0,0,0,31,31MONTESQUIEU VOLVESTRE,31375,2017
nan,MONTGISCARD,2222,1,0,0,0,0,31,31MONTGISCARD,31381,2017
nan,MONTRABE,4023,3,0,0,0,0,31,31MONTRABE,31389,2017
nan,MONTREJEAU,2722,2,0,0,0,0,31,31MONTREJEAU,31390,2017
nan,MURET,26038,10,2,0,0,0,31,31MURET,31395,2017
nan,NAILLOUX,3800,1,0,0,0,0,31,31NAILLOUX,31396,2017
nan,PIBRAC,8564,2,0,0,0,0,31,31PIBRAC,31417,2017
nan,PINS JUSTARET,4499,2,0,0,0,0,31,31PINS JUSTARET,31421,2017
nan,PINSAGUEL,2825,1,0,0,0,0,31,31PINSAGUEL,31420,2017
nan,PLAISANCE DU TOUCH,18196,6,2,0,0,0,31,31PLAISANCE DU TOUCH,31424,2017
nan,PORTET SUR GARONNE,9836,7,0,0,0,0,31,31PORTET SUR GARONNE,31433,2017
nan,QUINT FONSEGRIVES,5281,2,1,1,0,0,31,31QUINT FONSEGRIVES,31445,2017
nan,RAMONVILLE SAINT AGNE,14000,2,1,0,0,0,31,31RAMONVILLE SAINT AGNE,31446,2017
nan,REVEL,9700,5,0,0,0,0,31,31REVEL,31451,2017
nan,RIEUMES,3606,2,1,0,0,0,31,31RIEUMES,31454,2017
nan,RIEUX VOLVESTRE,2621,1,0,0,0,0,31,31RIEUX VOLVESTRE,31455,2017
nan,ROQUESERIERE,730,0,0,1,0,0,31,31ROQUESERIERE,31459,2017
nan,ROQUETTES,4235,0,1,0,0,0,31,31ROQUETTES,31460,2017
nan,ROUFFIAC TOLOSAN,2013,1,0,0,0,0,31,31ROUFFIAC TOLOSAN,31462,2017
nan,SABONNERES,314,0,0,1,0,0,31,31SABONNERES,31464,2017
nan,SAINT ORENS DE GAMEVILLE,11631,5,0,0,0,0,31,31SAINT ORENS DE GAMEVILLE,31506,2017
nan,SAINT SAUVEUR,1799,0,0,1,0,0,31,31SAINT SAUVEUR,31516,2017
nan,SAINT ALBAN,6000,3,0,0,0,0,31,31SAINT ALBAN,31467,2017
nan,SAINT GAUDENS,11000,7,1,0,0,0,31,31SAINT GAUDENS,31483,2017
nan,SAINT JEAN,10500,4,0,0,0,0,31,31SAINT JEAN,31488,2017
nan,SAINT JORY,6400,4,1,0,0,0,31,31SAINT JORY,31490,2017
nan,SAINT LYS,9378,3,1,0,0,0,31,31SAINT LYS,31499,2017
nan,SALIES DU SALAT,1922,2,1,0,0,0,31,31SALIES DU SALAT,31523,2017
nan,SAUVETERRE DE COMMINGES,676,0,0,1,0,0,31,31SAUVETERRE DE COMMINGES,31535,2017
nan,SEILH,3195,1,0,0,0,0,31,31SEILH,31541,2017
nan,SEYSSES,8715,1,0,0,0,0,31,31SEYSSES,31547,2017
nan,TOULOUSE,471941,314,39,0,10,10,31,31TOULOUSE,31555,2017
nan,TOURNEFEUILLE,27300,6,0,0,0,0,31,31TOURNEFEUILLE,31557,2017
nan,VALENTINE,903,0,0,1,0,0,31,31VALENTINE,31565,2017
nan,VENERQUE,2638,1,0,0,0,0,31,31VENERQUE,31572,2017
nan,VERFEIL,3513,2,0,0,0,0,31,31VERFEIL,31573,2017
