Dep,Nom Ville,Nombre d habitants,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de maîtres chiens de police municipale,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année
nan,BAUGE EN ANJOU,12114,0,1,0,0,0,49,49BAUGE EN ANJOU,49018,2017
nan,BEAUPREAU EN MAUGES,23000,0,0,1,0,0,49,49BEAUPREAU EN MAUGES,49023,2017
nan,BELLEVIGNE EN LAYON,5817,0,0,3,0,0,49,49BELLEVIGNE EN LAYON,49345,2017
nan,BOUCHEMAINE,6782,0,2,0,0,0,49,49BOUCHEMAINE,49035,2017
nan,BRISSAC LOIRE AUBANCE,111119,0,1,0,0,0,49,49BRISSAC LOIRE AUBANCE,49050,2017
nan,CHALONNES SUR LOIRE,6500,0,1,0,0,0,49,49CHALONNES SUR LOIRE,49063,2017
nan,CHEMILLE EN ANJOU,22000,3,0,0,0,0,49,49CHEMILLE EN ANJOU,49092,2017
nan,CHOLET,53853,12,4,0,2,2,49,49CHOLET,49099,2017
nan,DOUE EN ANJOU,11048,1,1,0,0,0,49,49DOUE EN ANJOU,49125,2017
nan,ECOUFLANT,4000,1,0,0,0,0,49,49ECOUFLANT,49129,2017
nan,GARENNES SUR LOIRE,4500,0,0,1,0,0,49,49GARENNES SUR LOIRE,49167,2017
nan,GENNES VAL DE LOIRE,8498,0,1,0,0,0,49,49GENNES VAL DE LOIRE,49261,2017
nan,LONGUE JUMELLES,7002,1,0,0,0,0,49,49LONGUE JUMELLES,49180,2017
nan,MONTREUIL BELLAY,4400,1,0,0,0,0,49,49MONTREUIL BELLAY,49215,2017
nan,MONTREUIL JUIGNE,7671,3,0,0,0,0,49,49MONTREUIL JUIGNE,49214,2017
nan,MOULIHERNE,895,0,0,2,0,0,49,49MOULIHERNE,49221,2017
nan,MURS ERIGNE,5489,0,0,1,0,0,49,49MURS ERIGNE,49223,2017
nan,PONTS DE CE,13125,3,1,0,0,0,49,49PONTS DE CE,49246,2017
nan,ROCHEFORT SUR LOIRE,2336,0,1,0,0,0,49,49ROCHEFORT SUR LOIRE,49259,2017
nan,SAINT BARTHELEMY D ANJOU,9595,3,1,0,0,0,49,49SAINT BARTHELEMY D ANJOU,49267,2017
nan,SAINT GEORGES SUR LOIRE,3600,1,0,0,0,0,49,49SAINT GEORGES SUR LOIRE,49283,2017
nan,SAINTE GEMMES SUR LOIRE,3725,0,0,1,0,0,49,49SAINTE GEMMES SUR LOIRE,49278,2017
nan,SAUMUR,27486,8,4,0,0,0,49,49SAUMUR,49328,2017
nan,SEGRE EN ANJOU BLEU,18000,2,1,0,0,0,49,49SEGRE EN ANJOU BLEU,49331,2017
nan,TIERCE,4300,0,1,0,0,0,49,49TIERCE,49347,2017
nan,VAL DU LAYON,3407,0,0,1,0,0,49,49VAL DU LAYON,49292,2017
nan,VARENNES SUR LOIRE,1914,0,0,1,0,0,49,49VARENNES SUR LOIRE,49361,2017
nan,VERRIERES EN ANJOU,7000,0,1,0,0,0,49,49VERRIERES EN ANJOU,49323,2017
nan,YZERNAY,1886,0,0,1,0,0,49,49YZERNAY,49381,2017
Saint Lô,AVRANCHES,7770,5,5,0,0,0,50,50AVRANCHES,50025,2017
nan,BREHAL,3187,1,0,0,0,0,50,50BREHAL,50076,2017
nan,CARENTAN,5861,4,0,0,0,0,50,50CARENTAN,50099,2017
nan,CHERBOURG EN COTENTIN,80616,13,4,0,0,0,50,50CHERBOURG EN COTENTIN,50129,2017
nan,CONDE SUR VIRE,4141,1,1,0,0,0,50,50CONDE SUR VIRE,50139,2017
nan,COUTANCES,17246,0,2,0,0,0,50,50COUTANCES,50147,2017
nan,FLAMANVILLE,1724,0,2,0,0,0,50,50FLAMANVILLE,50184,2017
nan,HAUTEVILLE SUR MER,676,0,1,0,0,0,50,50HAUTEVILLE SUR MER,50231,2017
nan,HAYE DU PUITS,4014,1,0,0,0,0,50,50HAYE DU PUITS,50236,2017
nan,MONTEBOURG,2078,1,0,0,0,0,50,50MONTEBOURG,50341,2017
nan,PICAUVILLE,3334,1,0,0,0,0,50,50PICAUVILLE,50400,2017
nan,SAINT PAIR SUR MER,4025,3,0,0,0,0,50,50SAINT PAIR SUR MER,50532,2017
nan,SAINT HILAIRE DU HARCOUET,3936,2,2,0,0,0,50,50SAINT HILAIRE DU HARCOUET,50484,2017
nan,SAINT JAMES,2821,1,0,0,0,0,50,50SAINT JAMES,50487,2017
nan,SAINT LO,19300,4,1,0,0,0,50,50SAINT LO,50502,2017
nan,SAINTE MERE EGLISE,1629,1,0,0,0,0,50,50SAINTE MERE EGLISE,50523,2017
nan,VALOGNES,6745,3,0,0,0,0,50,50VALOGNES,50615,2017
nan,VILLEDIEU LES POELES,3614,1,0,0,0,0,50,50VILLEDIEU LES POELES,50639,2017
Marne (51),AY,6021,2,0,0,0,0,51,51AY,51030,2017
Châlons-en-Champagne,BETHENY,6500,2,1,0,0,0,51,51BETHENY,51055,2017
nan,CHALONS EN CHAMPAGNE,46618,17,6,0,0,0,51,51CHALONS EN CHAMPAGNE,51108,2017
nan,CORMONTREUIL,6210,1,0,0,0,0,51,51CORMONTREUIL,51172,2017
nan,DORMANS,2990,0,1,0,0,0,51,51DORMANS,51217,2017
nan,EPERNAY,23732,12,5,0,0,0,51,51EPERNAY,51230,2017
nan,FERE CHAMPENOISE,2242,1,0,0,0,0,51,51FERE CHAMPENOISE,51248,2017
nan,FISMES,5523,2,0,0,0,0,51,51FISMES,51250,2017
nan,FRIGNICOURT,1870,0,0,1,0,0,51,51FRIGNICOURT,51262,2017
nan,MAILLY CHAMPAGNE,751,0,0,1,0,0,51,51MAILLY CHAMPAGNE,51338,2017
nan,MONTMIRAIL,3719,1,1,0,0,0,51,51MONTMIRAIL,51380,2017
nan,REIMS,186971,101,20,0,0,0,51,51REIMS,51454,2017
nan,SAINTE MENEHOULD,4313,1,1,0,0,0,51,51SAINTE MENEHOULD,51507,2017
nan,SAINT BRICE COURCELLES,3509,2,0,0,0,0,51,51SAINT BRICE COURCELLES,51474,2017
nan,SEZANNE,5138,1,1,0,0,0,51,51SEZANNE,51535,2017
nan,SUIPPES,4020,1,0,0,0,0,51,51SUIPPES,51559,2017
nan,TINQUEUX,10200,0,2,0,0,0,51,51TINQUEUX,51573,2017
nan,VITRY LE FRANCOIS,14200,8,0,0,0,0,51,51VITRY LE FRANCOIS,51649,2017
-52,CHAUMONT,22300,0,5,0,0,0,52,52CHAUMONT,52121,2017
Chaumont,BOURBONNE LES BAINS,2200,2,0,0,0,0,52,52BOURBONNE LES BAINS,52060,2017
nan,JOINVILLE,3280,1,0,0,0,0,52,52JOINVILLE,52250,2017
nan,ORGES,372,0,0,1,0,0,52,52ORGES,52365,2017
nan,PONT LA VILLE,148,0,0,1,0,0,52,52PONT LA VILLE,52399,2017
nan,CHATEAUVILLAIN,1687,0,1,0,0,0,52,52CHATEAUVILLAIN,52114,2017
nan,THONNANCE LES JOINVILLE,711,0,0,1,0,0,52,52THONNANCE LES JOINVILLE,52490,2017
Laval,BONCHAMP LES LAVAL,6088,0,0,1,0,0,53,53BONCHAMP LES LAVAL,53034,2017
53,CHANGE,5948,1,0,0,0,0,53,53CHANGE,53054,2017
nan,CHATEAU GONTIER,11600,3,0,0,0,0,53,53CHATEAU GONTIER,53062,2017
nan,CRAON,4600,0,1,0,0,0,53,53CRAON,53084,2017
nan,ERNEE,5872,2,0,0,0,0,53,53ERNEE,53096,2017
nan,EVRON,7300,2,0,0,0,0,53,53EVRON,53097,2017
nan,LAVAL,50000,7,5,0,0,0,53,53LAVAL,53130,2017
nan,MAYENNE,14500,0,3,0,0,0,53,53MAYENNE,53147,2017
nan,SAINT BERTHEVIN,7355,1,0,0,0,0,53,53SAINT BERTHEVIN,53201,2017
Nancy,AUBOUE,2579,1,0,0,0,0,54,54AUBOUE,54028,2017
nan,BACCARAT,4539,3,0,0,0,0,54,54BACCARAT,54039,2017
nan,BLENOD LES PONT A MOUSSON,4539,2,0,0,0,0,54,54BLENOD LES PONT A MOUSSON,54079,2017
nan,DIEULOUARD,4681,0,1,0,0,0,54,54DIEULOUARD,54157,2017
nan,ECROUVES,4488,1,0,0,0,0,54,54ECROUVES,54174,2017
nan,ESSEY LES NANCY,8856,2,0,0,0,0,54,54ESSEY LES NANCY,54184,2017
nan,FLEVILLE DEVANT NANCY,2355,1,0,0,0,0,54,54FLEVILLE DEVANT NANCY,54197,2017
nan,FOUG,2762,0,0,0,0,0,54,54FOUG,54205,2017
nan,GONDREVILLE,2880,1,0,0,0,0,54,54GONDREVILLE,54232,2017
nan,GORCY,2660,1,0,0,0,0,54,54GORCY,54234,2017
nan,HEILLECOURT,5756,2,0,0,0,0,54,54HEILLECOURT,54257,2017
nan,HERSERANGE,4399,1,0,0,0,0,54,54HERSERANGE,54261,2017
nan,HOUDEMONT,2289,1,0,0,0,0,54,54HOUDEMONT,54265,2017
nan,JARVILLE LA MALGRANGE,9595,2,0,0,0,0,54,54JARVILLE LA MALGRANGE,54274,2017
nan,JOEUF,6672,3,0,0,0,0,54,54JOEUF,54280,2017
nan,LANEUVEVILLE DEVANT NANCY,6341,2,0,0,0,0,54,54LANEUVEVILLE DEVANT NANCY,54300,2017
nan,LAXOU,14795,4,1,0,0,0,54,54LAXOU,54304,2017
nan,LONGUYON,5489,1,0,0,0,0,54,54LONGUYON,54322,2017
nan,LONGWY,14619,2,3,0,0,0,54,54LONGWY,54323,2017
nan,LUDRES,6577,2,3,0,0,0,54,54LUDRES,54328,2017
nan,LUNEVILLE,19881,5,0,0,0,0,54,54LUNEVILLE,54329,2017
nan,MALZEVILLE,8226,1,1,0,0,0,54,54MALZEVILLE,54339,2017
nan,MAXEVILLE,10074,4,0,0,0,0,54,54MAXEVILLE,54357,2017
nan,NANCY,106860,60,3,0,0,0,54,54NANCY,54395,2017
nan,NEUVES MAISONS,7126,1,0,0,0,0,54,54NEUVES MAISONS,54397,2017
nan,PAGNY SUR MOSELLE,4172,1,0,0,0,0,54,54PAGNY SUR MOSELLE,54415,2017
nan,PONT A MOUSSON,15201,2,2.,1,0,0,54,54PONT A MOUSSON,54431,2017
nan,PONT SAINT VINCENT,1985,1,0,0,0,0,54,54PONT SAINT VINCENT,54432,2017
nan,PULNOY,4488,2,0,0,0,0,54,54PULNOY,54439,2017
nan,SAINT MAX,9892,2,0,0,0,0,54,54SAINT MAX,54482,2017
nan,SAINT NICOLAS DE PORT,7642,3,1,0,0,0,54,54SAINT NICOLAS DE PORT,54483,2017
nan,SEICHAMPS,4919,2,0,0,0,0,54,54SEICHAMPS,54498,2017
nan,TOUL,16355,6,2,0,0,0,54,54TOUL,54528,2017
nan,VAL DE BRIEY,8445,2,0,0,0,0,54,54VAL DE BRIEY,54099,2017
nan,VANDOEUVRE LES NANCY,30100,11,0,0,0,0,54,54VANDOEUVRE LES NANCY,54547,2017
nan,VARANGEVILLE,3815,1,0,0,0,0,54,54VARANGEVILLE,54549,2017
Meuse (55),BAR LE DUC,15548,5,1,0,0,0,55,55BAR LE DUC,55029,2017
Bar-le-Duc,COMMERCY,5826,1,0,0,0,0,55,55COMMERCY,55122,2017
nan,ETAIN,3609,1,1,1,0,0,55,55ETAIN,55181,2017
nan,FAINS VEEL,2187,1,0,0,0,0,55,55FAINS VEEL,55186,2017
nan,LIGNY EN BARROIS,4085,1,1,1,0,0,55,55LIGNY EN BARROIS,55291,2017
nan,REVIGNY SUR ORNAIN,2914,1,0,0,0,0,55,55REVIGNY SUR ORNAIN,55427,2017
nan,SAINT MIHIEL,4186,2,0,0,0,0,55,55SAINT MIHIEL,55463,2017
nan,VERDUN,18139,8,3,0,0,0,55,55VERDUN,55545,2017
Morbihan (56),SAINT GILDAS DE RHUYS,1769,1,1,0,0,0,56,56SAINT GILDAS DE RHUYS,56214,2017
Vannes,SAINT PHILIBERT,1561,1,0,0,0,0,56,56SAINT PHILIBERT,56233,2017
nan,SAINT PIERRE QUIBERON,2121,1,0,0,0,0,56,56SAINT PIERRE QUIBERON,56234,2017
nan,SARZEAU,8026,3,1,0,0,0,56,56SARZEAU,56240,2017
nan,SENE,9317,2,0,0,0,0,56,56SENE,56243,2017
nan,SERENT,3102,1,0,0,0,0,56,56SERENT,56244,2017
nan,SURZUR,4429,1,0,0,0,0,56,56SURZUR,56248,2017
nan,TRINITE SUR MER,1669,1,4,0,0,0,56,56TRINITE SUR MER,56258,2017
nan,VANNES,55577,17,6,0,0,0,56,56VANNES,56260,2017
nan,BONO,2268,0,0,1,0,0,56,56BONO,56262,2017
Metz,ARS SUR MOSELLE,4739,1,0,0,0,0,57,57ARS SUR MOSELLE,57032,2017
nan,HAGONDANGE,9904,3,2,0,0,0,57,57HAGONDANGE,57283,2017
nan,MAIZIERES LES METZ,9344,6,2,0,0,0,57,57MAIZIERES LES METZ,57433,2017
nan,MARLY,9848,5,0,0,0,0,57,57MARLY,57447,2017
nan,METZ,117619,85,15,7,0,0,57,57METZ,57463,2017
nan,MONTIGNY LES METZ,21551,10,4,0,1,1,57,57MONTIGNY LES METZ,57480,2017
nan,MOULINS LES METZ,5064,1,0,0,0,0,57,57MOULINS LES METZ,57487,2017
nan,ROMBAS,9343,4,1,0,0,0,57,57ROMBAS,57591,2017
nan,SAINT JULIEN LES METZ,3061,3,0,0,0,0,57,57SAINT JULIEN LES METZ,57616,2017
nan,SCY CHAZELLES,2725,1,0,0,0,0,57,57SCY CHAZELLES,57642,2017
nan,TALANGE,7679,4,2,0,0,0,57,57TALANGE,57663,2017
nan,SARREBOURG,12652,2,1,0,0,0,57,57SARREBOURG,57630,2017
nan,CHATEAU SALINS,2672,1,0,0,0,0,57,57CHATEAU SALINS,57132,2017
nan,DIEUZE,3512,1,0,0,0,0,57,57DIEUZE,57177,2017
nan,BITCHE,5228,2,0,0,0,0,57,57BITCHE,57089,2017
nan,GROSBLIEDERSTROFF,3348,1,0,0,0,0,57,57GROSBLIEDERSTROFF,57260,2017
nan,SARRALBE,4576,2,0,0,0,0,57,57SARRALBE,57628,2017
nan,SARREGUEMINES,21236,6,2,0,0,0,57,57SARREGUEMINES,57631,2017
nan,ALGRANGE,6500,1,2,0,0,0,57,57ALGRANGE,57012,2017
nan,AUDUN LE TICHE,6814,2,1,0,0,0,57,57AUDUN LE TICHE,57038,2017
nan,AUMETZ,2340,0,1,0,0,0,57,57AUMETZ,57041,2017
nan,CATTENOM,2700,1,0,0,0,0,57,57CATTENOM,57124,2017
nan,CLOUANGE,3787,0,1,0,0,0,57,57CLOUANGE,57143,2017
nan,DISTROFF,1714,1,0,0,0,0,57,57DISTROFF,57179,2017
nan,FAMECK,13980,3,0,0,0,0,57,57FAMECK,57206,2017
nan,FLORANGE,12000,5,0,0,0,0,57,57FLORANGE,57221,2017
nan,GANDRANGE,2800,1,0,0,0,0,57,57GANDRANGE,57242,2017
nan,HAYANGE,15833,4,5,0,1,1,57,57HAYANGE,57306,2017
nan,HETTANGE GRANDE,7785,1,0,0,0,0,57,57HETTANGE GRANDE,57323,2017
nan,KNUTANGE,3267,1,0,0,0,0,57,57KNUTANGE,57368,2017
nan,MANOM,2607,1,0,0,0,0,57,57MANOM,57441,2017
nan,MOYEUVRE GRANDE,7834,0,2,0,0,0,57,57MOYEUVRE GRANDE,57491,2017
nan,OTTANGE,3090,1,0,0,0,0,57,57OTTANGE,57529,2017
nan,RANGUEVAUX,837,0,0,1,0,0,57,57RANGUEVAUX,57562,2017
nan,SEREMANGE ERZANGE,4391,1,0,0,0,0,57,57SEREMANGE ERZANGE,57647,2017
nan,SIERCK LES BAINS,1720,1,0,0,0,0,57,57SIERCK LES BAINS,57650,2017
nan,TERVILLE,6903,7,1,0,0,0,57,57TERVILLE,57666,2017
nan,THIONVILLE,41961,24,2,0,0,0,57,57THIONVILLE,57672,2017
nan,UCKANGE,6800,2,0,0,0,0,57,57UCKANGE,57683,2017
nan,VITRY SUR ORNE,3043,0,0,1,0,0,57,57VITRY SUR ORNE,57724,2017
nan,VOLMERANGE LES MINES,2203,1,0,0,0,0,57,57VOLMERANGE LES MINES,57731,2017
nan,YUTZ,16356,7,3,0,0,0,57,57YUTZ,57757,2017
nan,ALTRIPPE,6699,3,0,1,0,0,57,57ALTRIPPE,57014,2017
nan,BEHREN LES FORBACH,4180,2,0,0,0,0,57,57BEHREN LES FORBACH,57058,2017
nan,BOUZONVILLE,13494,2,0,0,0,0,57,57BOUZONVILLE,57106,2017
nan,CARLING,3594,1,0,0,0,0,57,57CARLING,57123,2017
nan,CREHANGE,3890,1,1,0,0,0,57,57CREHANGE,57159,2017
nan,FAULQUEMONT,5479,1,1,0,0,0,57,57FAULQUEMONT,57209,2017
nan,FOLSCHVILLER,4634,2,1,0,0,0,57,57FOLSCHVILLER,57224,2017
nan,FORBACH,22784,10,2,0,0,0,57,57FORBACH,57227,2017
nan,HOMBOURG HAUT,6874,1,0,0,0,0,57,57HOMBOURG HAUT,57332,2017
nan,HOPITAL,5473,0,1,0,0,0,57,57HOPITAL,57336,2017
nan,LONGEVILLE LES SAINT AVOLD,3804,1,0,0,0,0,57,57LONGEVILLE LES SAINT AVOLD,57413,2017
nan,MACHEREN,2807,1,0,1,0,0,57,57MACHEREN,57428,2017
nan,MORHANGE,4050,1,1,0,0,0,57,57MORHANGE,57483,2017
nan,PETITE ROSSELLE,6491,1,1,0,0,0,57,57PETITE ROSSELLE,57537,2017
nan,SAINT AVOLD,16224,9,0,1,1,1,57,57SAINT AVOLD,57606,2017
nan,SCHOENECK,2715,0,0,1,0,0,57,57SCHOENECK,57638,2017
nan,STIRING WENDEL,12389,2,2,0,0,0,57,57STIRING WENDEL,57660,2017
nan,VALMONT,3311,2,0,0,0,0,57,57VALMONT,57690,2017
Nièvre (58),NEVERS,34228,13,4,0,0,0,58,58NEVERS,58194,2017
Nevers,VARENNES VAUZELLES,9449,2,0,0,0,0,58,58VARENNES VAUZELLES,58303,2017
nan,CHARITE SUR LOIRE,4966,3,1,0,0,0,58,58CHARITE SUR LOIRE,58059,2017
nan,CLAMECY,3867,2,0,0,0,0,58,58CLAMECY,58079,2017
nan,COSNE COURS SUR LOIRE,10338,6,1,0,0,0,58,58COSNE COURS SUR LOIRE,58086,2017
nan,DECIZE,5623,2,0,0,0,0,58,58DECIZE,58095,2017
nan,FOURCHAMBAULT,4291,2,0,0,0,0,58,58FOURCHAMBAULT,58117,2017
nan,GARCHIZY,3720,1,0,0,0,0,58,58GARCHIZY,58121,2017
nan,GUERIGNY,2482,1,0,0,0,0,58,58GUERIGNY,58131,2017
nan,IMPHY,3452,1,0,0,0,0,58,58IMPHY,58134,2017
nan,MACHINE,3392,1,0,0,0,0,58,58MACHINE,58151,2017
nan,POUGUES LES EAUX,2422,2,0,0,0,0,58,58POUGUES LES EAUX,58214,2017
nan,CORBIGNY,2525,0,0,1,0,0,58,58CORBIGNY,58083,2017
nan,MARZY,3661,0,0,1,0,0,58,58MARZY,58160,2017
nan,PREMERY,1868,0,0,1,0,0,58,58PREMERY,58218,2017
nan,TRACY SUR LOIRE,950,0,0,1,0,0,58,58TRACY SUR LOIRE,58295,2017
nan,SAINT PERE,1120,0,0,1,0,0,58,58SAINT PERE,58261,2017
nan,MAGNY COURS,1414,0,0,1,0,0,58,58MAGNY COURS,58152,2017
nan,PARIGNY LES VAUX,955,0,0,1,0,0,58,58PARIGNY LES VAUX,58207,2017
Nord (59),ALLENNES LES MARAIS,3500,1,0,0,0,0,59,59ALLENNES LES MARAIS,59005,2017
Lille,ANNOEULLIN,10000,3,0,0,0,0,59,59ANNOEULLIN,59011,2017
nan,ARMENTIERES,25066,0,11,0,0,0,59,59ARMENTIERES,59017,2017
nan,BAUVIN,5300,2,2,0,0,0,59,59BAUVIN,59052,2017
nan,BONDUES,9908,5,1,0,0,0,59,59BONDUES,59090,2017
nan,CHERENG,3038,1,0,0,0,0,59,59CHERENG,59146,2017
nan,COMINES,12491,5,0,0,0,0,59,59COMINES,59152,2017
nan,CROIX,22000,10,3,0,0,0,59,59CROIX,59163,2017
nan,CYSOING,4984,1,0,0,0,0,59,59CYSOING,59168,2017
nan,FACHES THUMESNIL,17486,3,12,0,0,0,59,59FACHES THUMESNIL,59220,2017
nan,FRETIN,3402,2,0,0,0,0,59,59FRETIN,59256,2017
nan,HALLENNES LEZ HAUBOURDIN,4144,2,0,0,0,0,59,59HALLENNES LEZ HAUBOURDIN,59278,2017
nan,HAUBOURDIN,14935,10,0,0,0,0,59,59HAUBOURDIN,59286,2017
nan,BASSEE,6500,1,0,0,0,0,59,59BASSEE,59051,2017
nan,MADELEINE,21724,14,7,0,0,0,59,59MADELEINE,59368,2017
nan,LAMBERSART,27517,10,0,0,0,0,59,59LAMBERSART,59328,2017
nan,LESQUIN,7600,2,2,0,0,0,59,59LESQUIN,59343,2017
nan,LEZENNES,4165,2,0,0,0,0,59,59LEZENNES,59346,2017
nan,LOOS,21500,13,2,0,0,0,59,59LOOS,59360,2017
nan,LYS LEZ LANNOY,13739,3,0,0,1,1,59,59LYS LEZ LANNOY,59367,2017
nan,MARCQ EN BAROEUL,40000,20,12,0,0,0,59,59MARCQ EN BAROEUL,59378,2017
nan,MARQUETTE LEZ LILLE,10104,4,1,0,0,0,59,59MARQUETTE LEZ LILLE,59386,2017
nan,MONS EN BAROEUL,21185,12,0,0,0,0,59,59MONS EN BAROEUL,59410,2017
nan,MOUVAUX,13324,4,1,0,0,0,59,59MOUVAUX,59421,2017
nan,OSTRICOURT,5387,0,1,0,0,0,59,59OSTRICOURT,59452,2017
nan,PERENCHIES,8457,3,1,0,0,0,59,59PERENCHIES,59457,2017
nan,PHALEMPIN,4683,1,0,0,0,0,59,59PHALEMPIN,59462,2017
nan,PROVIN,4300,1,0,0,0,0,59,59PROVIN,59477,2017
nan,QUESNOY SUR DEULE,6325,1,0,0,0,0,59,59QUESNOY SUR DEULE,59482,2017
nan,RONCQ,14177,3,0,0,0,0,59,59RONCQ,59508,2017
nan,RONCHIN,18900,3,3,0,0,0,59,59RONCHIN,59507,2017
nan,ROUBAIX,96959,57,3,0,0,0,59,59ROUBAIX,59512,2017
nan,SANTES,6000,1,1,0,0,0,59,59SANTES,59553,2017
nan,SECLIN,12700,4,2,0,0,0,59,59SECLIN,59560,2017
nan,TEMPLEMARS,3170,1,0,0,0,0,59,59TEMPLEMARS,59585,2017
nan,THUMERIES,3970,2,0,0,0,0,59,59THUMERIES,59592,2017
nan,TOURCOING,97443,63,8,0,8,3,59,59TOURCOING,59599,2017
nan,VILLENEUVE D ASCQ,62699,27,9,0,0,0,59,59VILLENEUVE D ASCQ,59009,2017
nan,WAMBRECHIES,10245,4,0,0,0,0,59,59WAMBRECHIES,59636,2017
nan,WASQUEHAL,22000,9,3,0,0,0,59,59WASQUEHAL,59646,2017
nan,WATTIGNIES,14467,0,3,0,0,0,59,59WATTIGNIES,59648,2017
nan,WATTRELOS,41000,20,7,0,0,0,59,59WATTRELOS,59650,2017
nan,WAVRIN,7661,3,0,0,0,0,59,59WAVRIN,59653,2017
nan,AVESNES SUR HELPE,4663,1,0.5,0,0,0,59,59AVESNES SUR HELPE,59036,2017
nan,BACHANT,2355,1,0,0,0,0,59,59BACHANT,59041,2017
nan,BAVAY,3581,2,0,0,0,0,59,59BAVAY,59053,2017
nan,BOUSIES,1702,1,0,0,0,0,59,59BOUSIES,59099,2017
nan,ENGLEFONTAINE,1314,1,0,0,0,0,59,59ENGLEFONTAINE,59194,2017
nan,FERRIERE LA GRANDE,5423,1,1,0,0,0,59,59FERRIERE LA GRANDE,59230,2017
nan,FOURMIES,12626,0,2,0,0,0,59,59FOURMIES,59249,2017
nan,JEUMONT,10779,8,0,0,0,0,59,59JEUMONT,59324,2017
nan,LANDRECIES,3600,1,1,0,0,0,59,59LANDRECIES,59331,2017
nan,QUESNOY,5151,2,0,0,0,0,59,59QUESNOY,59481,2017
nan,MAUBEUGE,33560,32,10,0,4,2,59,59MAUBEUGE,59392,2017
nan,SAINS DU NORD,2996,1,0,0,0,0,59,59SAINS DU NORD,59525,2017
nan,TRELON,2984,1,0,0,0,0,59,59TRELON,59601,2017
nan,BEAUVOIS EN CAMBRESIS,2135,1,0,0,0,0,59,59BEAUVOIS EN CAMBRESIS,59063,2017
nan,CAMBRAI,33609,0,6,0,0,0,59,59CAMBRAI,59122,2017
nan,CATEAU CAMBRESIS,7291,4,0,0,0,0,59,59CATEAU CAMBRESIS,59136,2017
nan,CAUDRY,15270,4,0,0,0,0,59,59CAUDRY,59139,2017
nan,ESCAUDOEUVRES,3340,0,0,1,0,0,59,59ESCAUDOEUVRES,59206,2017
nan,GOUZEAUCOURT,1601,0,1,0,0,0,59,59GOUZEAUCOURT,59269,2017
nan,HAUSSY,1595,0,0,1,0,0,59,59HAUSSY,59289,2017
nan,IWUY,3337,1,0,0,0,0,59,59IWUY,59322,2017
nan,MARETZ,1484,0,0,1,0,0,59,59MARETZ,59382,2017
nan,MASNIERES,2704,1,0,0,0,0,59,59MASNIERES,59389,2017
nan,NEUVILLE SAINT REMY,3922,1,0,0,0,0,59,59NEUVILLE SAINT REMY,59428,2017
nan,PROVILLE,3254,1,0,0,0,0,59,59PROVILLE,59476,2017
nan,RAILLENCOURT SAINTE OLLE,2355,0,1,0,0,0,59,59RAILLENCOURT SAINTE OLLE,59488,2017
nan,RUMILLY EN CAMBRESIS,1496,0,1,0,0,0,59,59RUMILLY EN CAMBRESIS,59520,2017
nan,SAINT HILAIRE LEZ CAMBRAI,1659,1,0,0,0,0,59,59SAINT HILAIRE LEZ CAMBRAI,59533,2017
nan,SOLESMES,4555,2,0,0,0,0,59,59SOLESMES,59571,2017
nan,WALINCOURT SELVIGNY,2138,0,1,0,0,0,59,59WALINCOURT SELVIGNY,59631,2017
nan,ANICHE,10600,0,2,0,0,0,59,59ANICHE,59008,2017
nan,AUBY,7386,0,3,0,0,0,59,59AUBY,59028,2017
nan,COURCHELETTES,2844,1,0,0,0,0,59,59COURCHELETTES,59156,2017
nan,CUINCY,6597,3,0,0,0,0,59,59CUINCY,59165,2017
nan,DOUAI,41172,16,5,0,0,0,59,59DOUAI,59178,2017
nan,FLERS EN ESCREBIEUX,5800,2,1,0,0,0,59,59FLERS EN ESCREBIEUX,59234,2017
nan,HORNAING,3614,1,0,0,0,0,59,59HORNAING,59314,2017
nan,LALLAING,6225,0,3,0,0,0,59,59LALLAING,59327,2017
nan,LECLUSE,1383,0,0,1,0,0,59,59LECLUSE,59336,2017
nan,ORCHIES,8361,3,0,0,0,0,59,59ORCHIES,59449,2017
nan,PECQUENCOURT,6262,0,1,0,0,0,59,59PECQUENCOURT,59456,2017
nan,RAIMBEAUCOURT,4115,0,1,0,0,0,59,59RAIMBEAUCOURT,59489,2017
nan,SIN LE NOBLE,16000,0,4,0,0,0,59,59SIN LE NOBLE,59569,2017
nan,BAILLEUL,14389,0,4,1,0,0,59,59BAILLEUL,59043,2017
nan,BERGUES,3882,1,1,0,0,0,59,59BERGUES,59067,2017
nan,BRAY DUNES,4655,1,2,0,0,0,59,59BRAY DUNES,59107,2017
nan,COUDEKERQUE BRANCHE,22710,4,5,0,0,0,59,59COUDEKERQUE BRANCHE,59155,2017
nan,ESTAIRES,6083,0,1,0,0,0,59,59ESTAIRES,59212,2017
nan,GRANDE SYNTHE,21364,13,3,0,0,0,59,59GRANDE SYNTHE,59271,2017
nan,GRAVELINES,11812,6,4,0,0,0,59,59GRAVELINES,59273,2017
nan,GORGUE,5923,1,0,0,0,0,59,59GORGUE,59268,2017
nan,LEFFRINCKOUCKE,4394,2,1,0,0,0,59,59LEFFRINCKOUCKE,59340,2017
nan,MERVILLE,10102,4,3,0,0,0,59,59MERVILLE,59400,2017
