CODGEO,Année,somme_ligne_effectifs,Nombre d habitants,CODGEO_2024,annee,somme_ligne_delits
77048,2018,1.0,2816.0,77048,2018,40
31420,2018,1.0,2822.0,31420,2018,57
29217,2017,1.0,2823.0,29217,2017,54
31420,2017,1.0,2825.0,31420,2017,56
4149,2018,2.0,2829.0,4149,2018,72
84027,2017,2.0,2831.0,84027,2017,53
1348,2018,1.0,2832.0,1348,2018,24
81288,2017,3.0,2833.0,81288,2017,33
77312,2018,1.0,2836.0,77312,2018,88
77312,2017,1.0,2836.0,77312,2017,68
31574,2018,1.0,2839.0,31574,2018,46
66145,2018,1.0,2840.0,66145,2018,52
77132,2017,3.0,2840.0,77132,2017,197
66145,2017,1.0,2840.0,66145,2017,75
62300,2018,1.0,2843.0,62300,2018,26
91136,2018,2.0,2844.0,91136,2018,79
17064,2017,2.0,2844.0,17064,2017,65
57242,2018,1.0,2846.0,57242,2018,26
60616,2018,5.0,2847.0,60616,2018,84
24223,2018,1.0,2848.0,24223,2018,34
7181,2017,1.0,2850.0,7181,2017,68
31094,2017,2.0,2850.0,31094,2017,47
7181,2018,2.0,2850.0,7181,2018,109
34244,2018,2.0,2853.0,34244,2018,69
34244,2017,2.0,2853.0,34244,2017,74
34166,2018,3.0,2854.0,34166,2018,105
2304,2017,1.0,2854.0,2304,2017,105
34166,2017,3.0,2854.0,34166,2017,149
1027,2018,1.0,2856.0,1027,2018,34
84069,2017,3.0,2856.0,84069,2017,98
34163,2017,2.0,2856.0,34163,2017,87
82087,2018,1.0,2860.0,82087,2018,32
85059,2018,1.0,2860.0,85059,2018,31
85294,2017,9.0,2863.0,85294,2017,205
67434,2018,1.0,2865.0,67434,2018,57
60616,2017,5.0,2866.0,60616,2017,37
1304,2017,1.0,2867.0,1304,2017,104
83059,2018,3.0,2870.0,83059,2018,60
89419,2018,2.0,2870.0,89419,2018,154
89419,2017,2.0,2870.0,89419,2017,153
4149,2017,2.0,2874.0,4149,2017,74
34225,2018,2.0,2874.0,34225,2018,62
34225,2017,1.0,2874.0,34225,2017,65
69003,2018,1.0,2875.0,69003,2018,76
69003,2017,1.0,2875.0,69003,2017,71
82087,2017,1.0,2877.0,82087,2017,24
39500,2018,2.0,2877.0,39500,2018,54
39500,2017,2.0,2877.0,39500,2017,58
54232,2018,1.0,2880.0,54232,2018,37
54232,2017,1.0,2880.0,54232,2017,52
62300,2017,2.0,2880.0,62300,2017,14
31273,2017,1.0,2881.0,31273,2017,7
80724,2017,2.0,2885.0,80724,2017,27
24223,2017,1.0,2887.0,24223,2017,36
80724,2018,2.0,2891.0,80724,2018,14
77378,2017,1.0,2896.0,77378,2017,51
72090,2018,1.0,2896.0,72090,2018,105
89338,2018,2.0,2899.0,89338,2018,97
95527,2018,4.0,2899.0,95527,2018,5232
77210,2017,1.0,2900.0,77210,2017,60
8090,2018,2.0,2900.0,8090,2018,37
83127,2018,3.0,2900.0,83127,2018,45
83127,2017,3.0,2900.0,83127,2017,42
68348,2018,1.0,2903.0,68348,2018,27
95527,2017,3.0,2904.0,95527,2017,4642
88451,2017,1.0,2907.0,88451,2017,58
85294,2018,9.0,2907.0,85294,2018,169
10064,2018,2.0,2907.0,10064,2018,110
10064,2017,2.0,2907.0,10064,2017,147
45187,2018,2.0,2910.0,45187,2018,39
41067,2017,1.0,2913.0,41067,2017,38
1304,2018,1.0,2914.0,1304,2018,119
62711,2018,1.0,2915.0,62711,2018,18
17228,2017,1.0,2917.0,17228,2017,49
22302,2018,2.0,2918.0,22302,2018,27
41067,2018,1.0,2919.0,41067,2018,41
43025,2017,1.0,2920.0,43025,2017,9
43025,2018,1.0,2920.0,43025,2018,20
17228,2018,1.0,2922.0,17228,2018,53
77378,2018,1.0,2923.0,77378,2018,74
30117,2017,5.0,2925.0,30117,2017,82
30117,2018,3.0,2925.0,30117,2018,80
1049,2017,1.0,2927.0,1049,2017,75
41164,2018,1.0,2929.0,41164,2018,85
1457,2018,1.0,2929.0,1457,2018,40
60665,2018,2.0,2931.0,60665,2018,188
22325,2017,2.0,2931.0,22325,2017,125
60665,2017,2.0,2931.0,60665,2017,250
38075,2017,1.0,2931.0,38075,2017,36
31263,2017,1.0,2933.0,31263,2017,45
31145,2017,1.0,2935.0,31145,2017,33
77371,2017,2.0,2937.0,77371,2017,116
22147,2017,1.0,2937.0,22147,2017,58
41164,2017,1.0,2937.0,41164,2017,62
30037,2018,4.0,2939.0,30037,2018,93
30037,2017,5.0,2939.0,30037,2017,106
22136,2018,1.0,2940.0,22136,2018,405
36093,2018,1.0,2940.0,36093,2018,27
26307,2018,2.0,2941.0,26307,2018,32
69296,2017,1.0,2941.0,69296,2017,169
57177,2018,1.0,2942.0,57177,2018,89
30278,2017,1.0,2944.0,30278,2017,45
30278,2018,1.0,2944.0,30278,2018,49
66176,2017,3.0,2945.0,66176,2017,55
66176,2018,3.0,2945.0,66176,2018,84
77371,2018,2.0,2947.0,77371,2018,108
34010,2018,2.0,2947.0,34010,2018,94
62711,2017,1.0,2949.0,62711,2017,16
67434,2017,1.0,2950.0,67434,2017,72
34010,2017,2.0,2950.0,34010,2017,60
45187,2017,2.0,2951.0,45187,2017,67
83138,2018,3.0,2952.0,83138,2018,85
8090,2017,2.0,2954.0,8090,2017,54
31186,2018,1.0,2956.0,31186,2018,68
72090,2017,1.0,2958.0,72090,2017,69
31145,2018,1.0,2960.0,31145,2018,46
38357,2018,1.0,2963.0,38357,2018,32
36093,2017,1.0,2964.0,36093,2017,35
2059,2017,1.0,2965.0,2059,2017,86
34310,2018,2.0,2966.0,34310,2018,60
34310,2017,2.0,2966.0,34310,2017,43
32147,2017,3.0,2973.0,32147,2017,80
32147,2018,3.0,2973.0,32147,2018,46
3001,2017,1.0,2973.0,3001,2017,39
83138,2017,2.0,2978.0,83138,2017,94
59601,2018,1.0,2978.0,59601,2018,32
84142,2017,3.0,2979.0,84142,2017,56
59601,2017,1.0,2984.0,59601,2017,50
57529,2018,1.0,2984.0,57529,2018,59
29279,2017,1.0,2985.0,29279,2017,26
41198,2017,2.0,2988.0,41198,2017,108
68348,2017,1.0,2988.0,68348,2017,36
88181,2017,1.0,2990.0,88181,2017,34
89338,2017,2.0,2990.0,89338,2017,115
3001,2018,1.0,2991.0,3001,2018,31
31186,2017,1.0,2991.0,31186,2017,100
83085,2017,4.0,2997.0,83085,2017,57
22210,2017,1.0,2997.0,22210,2017,37
1027,2017,1.0,2997.0,1027,2017,46
29188,2017,1.0,2999.0,29188,2017,30
31205,2018,1.0,3000.0,31205,2018,66
65226,2018,1.0,3000.0,65226,2018,99
31205,2017,1.0,3000.0,31205,2017,79
84142,2018,3.0,3000.0,84142,2018,46
2304,2018,1.0,3000.0,2304,2018,129
69296,2018,2.0,3000.0,69296,2018,148
73225,2018,1.0,3000.0,73225,2018,39
71336,2017,1.0,3000.0,71336,2017,13
80725,2017,2.0,3000.0,80725,2017,116
73330,2018,1.0,3000.0,73330,2018,86
45273,2017,1.0,3000.0,45273,2017,53
7055,2018,1.0,3000.0,7055,2018,46
79005,2017,2.0,3003.0,79005,2017,92
79005,2018,2.0,3003.0,79005,2018,81
40243,2018,1.0,3006.0,40243,2018,23
30255,2017,5.0,3006.0,30255,2017,28
30255,2018,5.0,3006.0,30255,2018,43
8488,2017,2.0,3008.0,8488,2017,46
97312,2017,8.0,3011.0,97312,2017,114
40243,2017,1.0,3011.0,40243,2017,34
74143,2017,1.0,3014.0,74143,2017,61
74143,2018,1.0,3014.0,74143,2018,64
69249,2017,1.0,3015.0,69249,2017,38
73330,2017,1.0,3016.0,73330,2017,79
31303,2017,1.0,3018.0,31303,2017,65
1049,2018,1.0,3021.0,1049,2018,80
60029,2018,1.0,3024.0,60029,2018,57
33389,2018,1.0,3025.0,33389,2018,54
45179,2017,1.0,3026.0,45179,2017,21
80680,2017,1.0,3034.0,80680,2017,42
8488,2018,2.0,3034.0,8488,2018,55
80680,2018,1.0,3035.0,80680,2018,77
44010,2018,4.0,3037.0,44010,2018,90
59146,2017,1.0,3038.0,59146,2017,61
6010,2018,3.0,3041.0,6010,2018,40
76101,2018,2.0,3041.0,76101,2018,148
38431,2018,1.0,3044.0,38431,2018,76
38431,2017,1.0,3044.0,38431,2017,56
26307,2017,2.0,3049.0,26307,2017,26
69207,2017,2.0,3050.0,69207,2017,97
60029,2017,1.0,3050.0,60029,2017,56
45282,2017,2.0,3050.0,45282,2017,50
69207,2018,2.0,3050.0,69207,2018,76
59146,2018,1.0,3050.0,59146,2018,54
65226,2017,1.0,3051.0,65226,2017,119
34178,2017,2.0,3052.0,34178,2017,89
34178,2018,2.0,3052.0,34178,2018,47
38071,2018,1.0,3053.0,38071,2018,34
1138,2018,2.0,3053.0,1138,2018,73
34140,2017,2.0,3055.0,34140,2017,42
24551,2018,1.0,3055.0,24551,2018,53
34140,2018,1.0,3055.0,34140,2018,28
24551,2017,1.0,3055.0,24551,2017,61
38071,2017,1.0,3057.0,38071,2017,35
14370,2018,2.0,3058.0,14370,2018,22
57616,2017,3.0,3061.0,57616,2017,182
88181,2018,1.0,3062.0,88181,2018,44
6140,2018,2.0,3063.0,6140,2018,45
14325,2017,1.0,3064.0,14325,2017,30
83085,2018,4.0,3068.0,83085,2018,61
9312,2017,1.0,3071.0,9312,2017,32
1138,2017,2.0,3071.0,1138,2017,70
13067,2018,3.0,3072.0,13067,2018,107
38075,2018,1.0,3073.0,38075,2018,27
6010,2017,3.0,3078.0,6010,2017,54
31303,2018,2.0,3079.0,31303,2018,47
29279,2018,1.0,3079.0,29279,2018,32
45282,2018,2.0,3080.0,45282,2018,44
71540,2018,2.0,3081.0,71540,2018,92
34127,2017,2.0,3085.0,34127,2017,41
34127,2018,1.0,3085.0,34127,2018,43
44010,2017,3.0,3086.0,44010,2017,65
57529,2017,1.0,3090.0,57529,2017,59
14370,2017,2.0,3091.0,14370,2017,20
69249,2018,1.0,3092.0,69249,2018,38
33389,2017,1.0,3095.0,33389,2017,72
38225,2018,3.0,3096.0,38225,2018,31
31375,2018,3.0,3096.0,31375,2018,66
17230,2018,3.0,3099.0,17230,2018,97
13067,2017,3.0,3100.0,13067,2017,133
6150,2018,5.0,3100.0,6150,2018,98
56244,2018,1.0,3100.0,56244,2018,33
76101,2017,2.0,3100.0,76101,2017,209
56244,2017,1.0,3102.0,56244,2017,51
45273,2018,1.0,3102.0,45273,2018,41
30356,2018,1.0,3102.0,30356,2018,79
30356,2017,3.0,3102.0,30356,2017,66
38225,2017,2.0,3105.0,38225,2017,25
77099,2018,1.0,3105.0,77099,2018,102
91579,2017,1.0,3107.0,91579,2017,32
14325,2018,1.0,3108.0,14325,2018,27
37015,2017,1.0,3111.0,37015,2017,39
30295,2017,3.0,3118.0,30295,2017,79
30295,2018,2.0,3118.0,30295,2018,52
1072,2017,1.0,3118.0,1072,2017,33
71512,2017,1.0,3120.0,71512,2017,71
24311,2018,3.0,3121.0,24311,2018,55
38039,2018,2.0,3122.0,38039,2018,53
9312,2018,1.0,3127.0,9312,2018,17
1333,2017,1.0,3129.0,1333,2017,101
4245,2018,1.0,3134.0,4245,2018,65
60107,2017,1.0,3138.0,60107,2017,60
1072,2018,1.0,3138.0,1072,2018,36
17409,2018,1.0,3138.0,17409,2018,19
2305,2017,1.0,3143.0,2305,2017,93
71512,2018,1.0,3144.0,71512,2018,92
33293,2017,1.0,3147.0,33293,2017,48
71336,2018,1.0,3147.0,71336,2018,14
38039,2017,2.0,3147.0,38039,2017,65
37015,2018,1.0,3149.0,37015,2018,30
17230,2017,4.0,3149.0,17230,2017,94
59346,2018,2.0,3150.0,59346,2018,206
27279,2017,2.0,3150.0,27279,2017,67
27279,2018,2.0,3152.0,27279,2018,113
34272,2017,1.0,3153.0,34272,2017,30
34272,2018,1.0,3153.0,34272,2018,27
2305,2018,1.0,3153.0,2305,2018,91
77450,2018,1.0,3154.0,77450,2018,120
6150,2017,5.0,3160.0,6150,2017,100
34134,2017,3.0,3161.0,34134,2017,79
5179,2018,3.0,3161.0,5179,2018,64
31375,2017,2.0,3161.0,31375,2017,80
79179,2018,1.0,3161.0,79179,2018,79
79179,2017,1.0,3161.0,79179,2017,71
34134,2018,3.0,3161.0,34134,2018,100
37225,2017,2.0,3165.0,37225,2017,26
28196,2017,1.0,3170.0,28196,2017,93
59585,2017,1.0,3170.0,59585,2017,162
17409,2017,1.0,3170.0,17409,2017,32
28196,2018,1.0,3170.0,28196,2018,86
77042,2018,2.0,3170.0,77042,2018,32
77042,2017,2.0,3170.0,77042,2017,39
3138,2017,1.0,3178.0,3138,2017,86
50076,2017,1.0,3187.0,50076,2017,28
71540,2017,2.0,3187.0,71540,2017,92
50076,2018,1.0,3187.0,50076,2018,36
60107,2018,1.0,3190.0,60107,2018,75
3138,2018,1.0,3191.0,3138,2018,82
97203,2018,2.0,3191.0,97203,2018,20
30210,2017,4.0,3192.0,30210,2017,95
30210,2018,3.0,3192.0,30210,2018,68
33473,2018,1.0,3193.0,33473,2018,64
72191,2018,1.0,3195.0,72191,2018,78
31541,2017,1.0,3195.0,31541,2017,74
10321,2017,3.0,3199.0,10321,2017,39
10321,2018,4.0,3199.0,10321,2018,40
7078,2017,1.0,3200.0,7078,2017,87
26114,2017,2.0,3200.0,26114,2017,78
33333,2018,2.0,3200.0,33333,2018,114
78003,2018,1.0,3200.0,78003,2018,50
59564,2018,2.0,3200.0,59564,2018,228
26114,2018,2.0,3200.0,26114,2018,62
33293,2018,1.0,3200.0,33293,2018,49
89013,2017,1.0,3200.0,89013,2017,89
61230,2018,1.0,3200.0,61230,2018,29
7078,2018,1.0,3200.0,7078,2018,103
61230,2017,1.0,3200.0,61230,2017,46
41198,2018,2.0,3201.0,41198,2018,80
4230,2018,1.0,3206.0,4230,2018,71
89013,2018,1.0,3206.0,89013,2018,122
77107,2018,2.0,3206.0,77107,2018,114
82002,2017,1.0,3207.0,82002,2017,37
34135,2017,3.0,3208.0,34135,2017,75
34135,2018,3.0,3208.0,34135,2018,57
64371,2018,1.0,3209.0,64371,2018,57
34052,2017,3.0,3210.0,34052,2017,79
34052,2018,2.0,3210.0,34052,2018,60
22210,2018,2.0,3210.0,22210,2018,29
74173,2018,12.0,3210.0,74173,2018,178
88078,2018,2.0,3211.0,88078,2018,75
26170,2018,1.0,3211.0,26170,2018,75
34240,2018,2.0,3212.0,34240,2018,153
34240,2017,2.0,3212.0,34240,2017,94
4245,2017,1.0,3213.0,4245,2017,73
81222,2017,3.0,3214.0,81222,2017,85
11370,2017,2.0,3218.0,11370,2017,115
45087,2018,1.0,3219.0,45087,2018,52
45087,2017,1.0,3223.0,45087,2017,50
25560,2017,1.0,3225.0,25560,2017,35
25560,2018,1.0,3225.0,25560,2018,55
14384,2017,2.0,3226.0,14384,2017,64
82002,2018,1.0,3226.0,82002,2018,35
72191,2017,1.0,3226.0,72191,2017,65
37225,2018,2.0,3230.0,37225,2018,24
64371,2017,1.0,3230.0,64371,2017,57
9306,2018,2.0,3231.0,9306,2018,109
65331,2018,1.0,3233.0,65331,2018,30
89055,2018,1.0,3233.0,89055,2018,109
89055,2017,1.0,3233.0,89055,2017,116
14384,2018,1.0,3236.0,14384,2018,51
59476,2018,1.0,3236.0,59476,2018,85
22214,2017,1.0,3239.0,22214,2017,59
1333,2018,1.0,3241.0,1333,2018,76
10265,2018,4.0,3244.0,10265,2018,74
10265,2017,3.0,3244.0,10265,2017,99
73003,2017,2.0,3250.0,73003,2017,40
45269,2017,2.0,3250.0,45269,2017,18
13089,2018,3.0,3250.0,13089,2018,77
73003,2018,2.0,3250.0,73003,2018,37
97216,2018,2.0,3251.0,97216,2018,0
7064,2017,1.0,3252.0,7064,2017,28
7064,2018,1.0,3252.0,7064,2018,30
66196,2017,3.0,3253.0,66196,2017,40
66196,2018,3.0,3253.0,66196,2018,37
59476,2017,1.0,3254.0,59476,2017,68
88158,2017,1.0,3255.0,88158,2017,16
45272,2018,1.0,3255.0,45272,2018,68
45272,2017,1.0,3255.0,45272,2017,70
60500,2018,6.0,3256.0,60500,2018,173
60143,2018,2.0,3257.0,60143,2018,116
30004,2017,3.0,3257.0,30004,2017,106
30004,2018,4.0,3257.0,30004,2018,94
14221,2018,2.0,3261.0,14221,2018,29
70467,2018,1.0,3263.0,70467,2018,80
66012,2018,1.0,3264.0,66012,2018,72
4230,2017,1.0,3264.0,4230,2017,82
66012,2017,1.0,3264.0,66012,2017,55
66133,2018,1.0,3265.0,66133,2018,67
66133,2017,2.0,3265.0,66133,2017,55
13101,2017,2.0,3267.0,13101,2017,58
38384,2017,2.0,3274.0,38384,2017,135
45308,2017,1.0,3276.0,45308,2017,77
45308,2018,1.0,3276.0,45308,2018,82
52250,2018,1.0,3280.0,52250,2018,127
52250,2017,1.0,3280.0,52250,2017,155
84030,2017,3.0,3283.0,84030,2017,51
62571,2018,1.0,3289.0,62571,2018,111
29057,2017,1.0,3289.0,29057,2017,55
63050,2017,1.0,3291.0,63050,2017,100
60667,2017,2.0,3291.0,60667,2017,199
45179,2018,1.0,3294.0,45179,2018,19
17240,2017,2.0,3294.0,17240,2017,155
83029,2018,3.0,3297.0,83029,2018,73
14221,2017,2.0,3298.0,14221,2017,38
47168,2017,1.0,3298.0,47168,2017,121
47168,2018,1.0,3298.0,47168,2018,101
40313,2017,4.0,3299.0,40313,2017,71
91225,2017,3.0,3300.0,91225,2017,112
59564,2017,3.0,3300.0,59564,2017,179
38384,2018,2.0,3300.0,38384,2018,94
78003,2017,1.0,3300.0,78003,2017,82
74241,2018,1.0,3300.0,74241,2018,65
45269,2018,2.0,3300.0,45269,2018,38
63050,2018,1.0,3300.0,63050,2018,92
45258,2017,1.0,3300.0,45258,2017,66
17240,2018,2.0,3300.0,17240,2018,156
38389,2017,1.0,3302.0,38389,2017,63
34209,2018,4.0,3303.0,34209,2018,110
34209,2017,5.0,3303.0,34209,2017,189
31541,2018,1.0,3305.0,31541,2018,70
40313,2018,4.0,3308.0,40313,2018,64
26170,2017,1.0,3309.0,26170,2017,46
38138,2017,2.0,3312.0,38138,2017,69
59206,2018,1.0,3313.0,59206,2018,104
73157,2017,1.0,3314.0,73157,2017,85
45327,2017,1.0,3315.0,45327,2017,24
66224,2017,4.0,3319.0,66224,2017,49
66224,2018,3.0,3319.0,66224,2018,44
25632,2017,1.0,3320.0,25632,2017,74
9306,2017,2.0,3322.0,9306,2017,80
57260,2018,1.0,3326.0,57260,2018,30
30036,2018,2.0,3330.0,30036,2018,88
30036,2017,3.0,3330.0,30036,2017,84
17140,2018,1.0,3331.0,17140,2018,105
25632,2018,1.0,3331.0,25632,2018,60
17140,2017,2.0,3334.0,17140,2017,97
50400,2018,1.0,3334.0,50400,2018,35
50400,2017,1.0,3334.0,50400,2017,26
65331,2017,1.0,3335.0,65331,2017,45
70467,2017,1.0,3336.0,70467,2017,53
26271,2017,1.0,3336.0,26271,2017,54
59322,2017,1.0,3337.0,59322,2017,91
69268,2018,2.0,3338.0,69268,2018,80
69268,2017,2.0,3338.0,69268,2017,82
67045,2018,1.0,3339.0,67045,2018,39
5179,2017,2.0,3339.0,5179,2017,61
67045,2017,1.0,3339.0,67045,2017,35
59206,2017,1.0,3340.0,59206,2017,124
97216,2017,3.0,3341.0,97216,2017,0
45127,2017,3.0,3345.0,45127,2017,100
41212,2018,2.0,3346.0,41212,2018,59
34159,2018,2.0,3346.0,34159,2018,90
34159,2017,2.0,3346.0,34159,2017,87
13089,2017,3.0,3346.0,13089,2017,101
77155,2017,1.0,3348.0,77155,2017,80
57260,2017,1.0,3348.0,57260,2017,27
22278,2018,2.0,3351.0,22278,2018,2801
33234,2017,1.0,3352.0,33234,2017,70
29239,2017,4.0,3354.0,29239,2017,90
74173,2017,12.0,3356.0,74173,2017,166
77315,2017,1.0,3356.0,77315,2017,97
77315,2018,1.0,3356.0,77315,2018,93
31048,2017,2.0,3357.0,31048,2017,78
62571,2017,1.0,3358.0,62571,2017,138
26271,2018,1.0,3359.0,26271,2018,55
38138,2018,1.0,3360.0,38138,2018,95
84030,2018,5.0,3360.0,84030,2018,63
88158,2018,1.0,3364.0,88158,2018,30
88078,2017,2.0,3365.0,88078,2017,85
57616,2018,2.0,3366.0,57616,2018,176
59322,2018,1.0,3366.0,59322,2018,61
34147,2018,3.0,3368.0,34147,2018,56
34147,2017,3.0,3368.0,34147,2017,60
18108,2018,1.0,3369.0,18108,2018,49
95256,2018,1.0,3371.0,95256,2018,93
18108,2017,1.0,3371.0,18108,2017,60
84036,2017,4.0,3371.0,84036,2017,81
66168,2017,3.0,3372.0,66168,2017,65
66168,2018,3.0,3372.0,66168,2018,57
45327,2018,1.0,3373.0,45327,2018,40
77251,2017,6.0,3374.0,77251,2017,877
6046,2018,3.0,3377.0,6046,2018,42
81222,2018,3.0,3379.0,81222,2018,68
45127,2018,3.0,3380.0,45127,2018,66
31358,2018,1.0,3381.0,31358,2018,42
58151,2018,1.0,3385.0,58151,2018,32
74241,2017,1.0,3389.0,74241,2017,62
6140,2017,1.0,3391.0,6140,2017,45
58151,2017,1.0,3392.0,58151,2017,39
88116,2018,1.0,3394.0,88116,2018,40
33234,2018,1.0,3400.0,33234,2018,81
91225,2018,3.0,3400.0,91225,2018,88
84036,2018,4.0,3400.0,84036,2018,53
29178,2018,1.0,3400.0,29178,2018,176
13118,2017,5.0,3400.0,13118,2017,90
31048,2018,2.0,3400.0,31048,2018,48
31358,2017,1.0,3400.0,31358,2017,50
13101,2018,2.0,3400.0,13101,2018,51
72260,2018,1.0,3405.0,72260,2018,58
38389,2018,1.0,3408.0,38389,2018,59
1265,2017,2.0,3409.0,1265,2017,69
1265,2018,2.0,3409.0,1265,2018,57
83029,2017,3.0,3412.0,83029,2017,86
77121,2018,1.0,3412.0,77121,2018,240
34037,2018,7.0,3413.0,34037,2018,69
34037,2017,7.0,3413.0,34037,2017,46
77155,2018,1.0,3414.0,77155,2018,80
11049,2017,3.0,3416.0,11049,2017,112
58134,2018,1.0,3416.0,58134,2018,51
41212,2017,2.0,3417.0,41212,2017,100
13031,2017,2.0,3418.0,13031,2017,96
6046,2017,3.0,3420.0,6046,2017,41
89346,2018,1.0,3420.0,89346,2018,59
35162,2018,1.0,3423.0,35162,2018,36
60450,2018,2.0,3425.0,60450,2018,77
60450,2017,3.0,3425.0,60450,2017,99
74128,2017,1.0,3431.0,74128,2017,70
33203,2017,3.0,3432.0,33203,2017,149
17021,2018,1.0,3436.0,17021,2018,104
29239,2018,4.0,3439.0,29239,2018,102
6128,2018,7.0,3441.0,6128,2018,109
77121,2017,1.0,3446.0,77121,2017,272
45258,2018,1.0,3446.0,45258,2018,59
29057,2018,1.0,3448.0,29057,2018,48
27103,2017,1.0,3449.0,27103,2017,67
89346,2017,1.0,3450.0,89346,2017,34
58134,2017,1.0,3452.0,58134,2017,49
66190,2017,1.0,3454.0,66190,2017,153
17021,2017,1.0,3462.0,17021,2017,84
77099,2017,1.0,3463.0,77099,2017,74
8185,2017,3.0,3464.0,8185,2017,71
60151,2017,2.0,3464.0,60151,2017,64
60151,2018,2.0,3464.0,60151,2018,52
57483,2018,4.0,3465.0,57483,2018,105
89309,2017,1.0,3469.0,89309,2017,181
89309,2018,1.0,3469.0,89309,2018,214
29185,2017,1.0,3471.0,29185,2017,49
81273,2018,1.0,3471.0,81273,2018,51
29188,2018,1.0,3471.0,29188,2018,26
72260,2017,1.0,3473.0,72260,2017,49
74128,2018,1.0,3473.0,74128,2018,87
16292,2018,3.0,3475.0,16292,2018,252
60482,2017,1.0,3477.0,60482,2017,89
89460,2017,1.0,3477.0,89460,2017,109
13031,2018,2.0,3478.0,13031,2018,73
89460,2018,1.0,3481.0,89460,2018,115
1269,2018,1.0,3482.0,1269,2018,90
32256,2018,3.0,3483.0,32256,2018,89
32256,2017,3.0,3483.0,32256,2017,91
5070,2018,2.0,3485.0,5070,2018,121
80674,2017,4.0,3485.0,80674,2017,94
32462,2018,1.0,3488.0,32462,2018,163
32462,2017,2.0,3488.0,32462,2017,108
34051,2017,1.0,3493.0,34051,2017,46
11304,2017,3.0,3495.0,11304,2017,121
24311,2017,1.0,3498.0,24311,2017,61
16292,2017,2.0,3499.0,16292,2017,200
97310,2018,4.0,3500.0,97310,2018,95
63263,2017,1.0,3500.0,63263,2017,135
63263,2018,1.0,3500.0,63263,2018,76
74293,2017,1.0,3500.0,74293,2017,105
13065,2017,2.0,3500.0,13065,2017,140
78382,2018,1.0,3500.0,78382,2018,80
59585,2018,1.0,3500.0,59585,2018,156
59053,2018,2.0,3500.0,59053,2018,110
37077,2017,1.0,3500.0,37077,2017,13
60143,2017,2.0,3500.0,60143,2017,136
59005,2018,1.0,3500.0,59005,2018,39
59005,2017,1.0,3500.0,59005,2017,31
45098,2017,1.0,3500.0,45098,2017,51
13065,2018,2.0,3500.0,13065,2018,82
91579,2018,1.0,3500.0,91579,2018,27
33065,2017,1.0,3500.0,33065,2017,135
83032,2017,4.0,3500.0,83032,2017,100
31293,2018,4.0,3500.0,31293,2018,71
61508,2017,1.0,3500.0,61508,2017,78
83032,2018,3.0,3500.0,83032,2018,67
31293,2017,4.0,3500.0,31293,2017,62
95256,2017,1.0,3500.0,95256,2017,108
30276,2017,5.0,3503.0,30276,2017,78
30276,2018,5.0,3503.0,30276,2018,141
45098,2018,1.0,3504.0,45098,2018,73
39470,2018,1.0,3505.0,39470,2018,87
39470,2017,1.0,3505.0,39470,2017,91
1450,2017,1.0,3507.0,1450,2017,70
18050,2017,1.0,3509.0,18050,2017,30
28061,2018,2.0,3510.0,28061,2018,65
28061,2017,2.0,3510.0,28061,2017,53
57177,2017,1.0,3512.0,57177,2017,108
31573,2017,2.0,3513.0,31573,2017,46
72269,2018,1.0,3514.0,72269,2018,93
72269,2017,1.0,3514.0,72269,2017,63
77463,2018,1.0,3515.0,77463,2018,67
77463,2017,1.0,3515.0,77463,2017,62
66190,2018,1.0,3517.0,66190,2018,133
35162,2017,1.0,3520.0,35162,2017,49
6128,2017,6.0,3521.0,6128,2017,84
1269,2017,1.0,3525.0,1269,2017,94
69013,2017,1.0,3528.0,69013,2017,91
69013,2018,1.0,3528.0,69013,2018,74
33203,2018,3.0,3532.0,33203,2018,143
8185,2018,3.0,3534.0,8185,2018,68
37014,2017,2.0,3534.0,37014,2017,85
81273,2017,1.0,3541.0,81273,2017,86
37014,2018,2.0,3542.0,37014,2018,81
38315,2017,1.0,3546.0,38315,2017,186
14738,2017,2.0,3552.0,14738,2017,58
18050,2018,1.0,3555.0,18050,2018,30
61508,2018,1.0,3555.0,61508,2018,78
34051,2018,1.0,3558.0,34051,2018,50
37077,2018,1.0,3558.0,37077,2018,25
72200,2018,1.0,3559.0,72200,2018,29
5070,2017,2.0,3559.0,5070,2017,108
64061,2017,1.0,3561.0,64061,2017,71
97310,2017,2.0,3561.0,97310,2017,78
77513,2018,1.0,3576.0,77513,2018,131
77513,2017,1.0,3576.0,77513,2017,164
59053,2017,2.0,3581.0,59053,2017,134
1450,2018,1.0,3586.0,1450,2018,84
22187,2018,1.0,3590.0,22187,2018,408
71059,2018,1.0,3591.0,71059,2018,27
80674,2018,4.0,3592.0,80674,2018,135
8480,2017,2.0,3594.0,8480,2017,85
66140,2018,2.0,3595.0,66140,2018,66
66140,2017,2.0,3595.0,66140,2017,80
59331,2018,1.0,3597.0,59331,2018,68
82079,2017,2.0,3599.0,82079,2017,49
74293,2018,1.0,3600.0,74293,2018,97
74104,2018,2.0,3600.0,74104,2018,86
67212,2017,1.0,3600.0,67212,2017,33
45067,2017,2.0,3600.0,45067,2017,30
31573,2018,2.0,3600.0,31573,2018,57
59331,2017,2.0,3600.0,59331,2017,70
45067,2018,2.0,3600.0,45067,2018,34
49283,2017,1.0,3600.0,49283,2017,29
91111,2018,1.0,3600.0,91111,2018,92
